N,N-gram,総出現回数,出現事例数,事例出現率（％）,N別順位
2,補綴 加える,196,195,12.3184,1
2,歯科 補綴,195,195,12.3184,2
2,野球 部,174,174,10.9918,3
2,破る 折,169,168,10.6128,4
2,前歯 本,163,155,9.7915,5
2,部 練習,145,145,9.1598,6
2,運動 場,124,122,7.7069,7
2,バランス 崩す,114,114,7.2015,8
2,当たる 前歯,104,103,6.5066,9
2,口 当たる,102,102,6.4435,10
2,前歯 破る,102,102,6.4435,11
2,歯 歯科,102,102,6.4435,12
2,練習 試合,97,97,6.1276,13
2,転倒 顔面,92,92,5.8117,14
2,顔面 強打,87,87,5.4959,15
2,前歯 負傷,70,70,4.422,16
2,自転車 登校,70,70,4.422,17
2,本 折れる,62,62,3.9166,18
2,自転車 下校,62,62,3.9166,19
2,強打 前歯,58,58,3.6639,20
2,顔面 当たる,58,58,3.6639,21
2,休憩 時間,55,55,3.4744,22
2,歯 負傷,54,54,3.4112,23
2,前歯 当たる,53,53,3.3481,24
2,転倒 前歯,52,52,3.2849,25
2,当たる 歯,52,52,3.2849,26
2,飛ぶ くる,49,49,3.0954,27
2,相手 チーム,43,41,2.59,28
2,崩す 転倒,42,42,2.6532,29
2,前歯 折れる,42,42,2.6532,30
2,足 滑る,41,41,2.59,31
2,バスケットボール 部,40,39,2.4637,32
2,相手 選手,38,34,2.1478,33
2,ボール 取る,38,35,2.211,34
2,歯 折れる,36,36,2.2742,35
2,前歯 脱臼,36,36,2.2742,36
2,口 部,36,35,2.211,37
2,負傷 歯,36,36,2.2742,38
2,前歯 強打,34,34,2.1478,39
2,顔面 床,34,34,2.1478,40
2,折 歯科,34,34,2.1478,41
2,部 試合,33,33,2.0846,42
2,ぶつける 前歯,32,32,2.0215,43
2,サッカー 部,32,32,2.0215,44
2,歯 当たる,32,32,2.0215,45
2,強い 当たる,32,32,2.0215,46
2,練習 ボール,32,32,2.0215,47
2,滑る 転倒,31,31,1.9583,48
2,ボール 顔面,31,31,1.9583,49
2,歯 本,31,30,1.8951,50
2,本 抜ける,31,31,1.9583,51
2,強打 負傷,31,31,1.9583,52
2,欠損 歯科,31,31,1.9583,53
2,試合 相手,30,30,1.8951,54
2,ボール 口,30,30,1.8951,55
2,打つ 前歯,30,30,1.8951,56
2,滑る せる,29,29,1.832,57
2,部 運動,29,29,1.832,58
2,強打 歯,29,29,1.832,59
2,前歯 欠損,29,29,1.832,60
2,バッティング 練習,28,28,1.7688,61
2,口元 当たる,28,28,1.7688,62
2,床 顔面,27,27,1.7056,63
2,守備 練習,27,27,1.7056,64
2,ボール 打つ,26,26,1.6425,65
2,ノック 練習,26,26,1.6425,66
2,ぶつかる 前歯,26,26,1.6425,67
2,試合 ボール,26,26,1.6425,68
2,床 強打,26,26,1.6425,69
2,顔面 直撃,25,25,1.5793,70
2,ボール 捕る,25,25,1.5793,71
2,強い 打つ,25,25,1.5793,72
2,体育 体育館,25,25,1.5793,73
2,練習 ノック,24,24,1.5161,74
2,練習 相手,24,24,1.5161,75
2,前方 転倒,24,24,1.5161,76
2,転倒 床,24,24,1.5161,77
2,搬送 れる,24,24,1.5161,78
2,口 直撃,23,23,1.4529,79
2,打つ ボール,23,23,1.4529,80
2,治療 前歯,23,23,1.4529,81
2,振る バット,22,22,1.3898,82
2,ボール イレギュラー,22,22,1.3898,83
2,捕る 球,22,22,1.3898,84
2,転倒 地面,22,22,1.3898,85
2,口 負傷,21,21,1.3266,86
2,つまずく 転倒,21,20,1.2634,87
2,顔面 地面,21,21,1.3266,88
2,相手 頭,21,21,1.3266,89
2,ノック ボール,21,21,1.3266,90
2,転倒 顔,21,21,1.3266,91
2,体育 ソフトボール,20,20,1.2634,92
2,ソフトボール 試合,20,20,1.2634,93
2,くる ボール,20,20,1.2634,94
2,接触 転倒,20,20,1.2634,95
2,前のめり 転倒,20,20,1.2634,96
2,口唇 部,20,20,1.2634,97
2,救急 搬送,20,20,1.2634,98
2,ぶつける 歯,19,19,1.2003,99
2,転倒 歯,19,19,1.2003,100
2,形式 練習,19,19,1.2003,101
2,直撃 前歯,19,18,1.1371,102
2,口 強打,19,19,1.2003,103
2,体育 祭,19,19,1.2003,104
2,前方 倒れる,19,19,1.2003,105
2,顔面 ぶつける,19,19,1.2003,106
2,相手 肘,18,18,1.1371,107
2,自転車 ごと,18,18,1.1371,108
2,場 野球,18,18,1.1371,109
2,前歯 床,17,17,1.0739,110
2,強い ぶつける,17,17,1.0739,111
2,強い 打ちつける,17,17,1.0739,112
2,昼食 休憩,17,17,1.0739,113
2,顔面 転倒,17,17,1.0739,114
2,バット 口,17,17,1.0739,115
2,ボール 当たる,17,17,1.0739,116
2,口 強い,17,17,1.0739,117
2,うし ろ,17,17,1.0739,118
2,本 破る,17,17,1.0739,119
2,バット 手,17,17,1.0739,120
2,ボール 拾う,17,16,1.0107,121
2,ボール 追いかける,17,16,1.0107,122
2,特定 時間,17,17,1.0739,123
2,地面 顔面,17,17,1.0739,124
2,投げる ボール,17,17,1.0739,125
2,部 部,17,17,1.0739,126
2,体育 運動,17,17,1.0739,127
2,顔 強打,17,17,1.0739,128
2,床 ぶつける,16,16,1.0107,129
2,顔 当たる,16,16,1.0107,130
2,走る くる,16,16,1.0107,131
2,顔 床,16,16,1.0107,132
2,顔面 強い,16,16,1.0107,133
2,れる 治療,16,16,1.0107,134
2,歯 強い,15,15,0.9476,135
2,転倒 口,15,15,0.9476,136
2,バレーボール 部,15,15,0.9476,137
2,チーム 選手,15,15,0.9476,138
2,本 負傷,15,14,0.8844,139
2,口元 直撃,15,15,0.9476,140
2,自転車 前輪,15,15,0.9476,141
2,取る 行く,15,15,0.9476,142
2,本 歯,15,15,0.9476,143
2,前歯 折る,15,15,0.9476,144
2,折れる しまう,15,15,0.9476,145
2,自転車 乗る,15,14,0.8844,146
2,時間 教室,15,15,0.9476,147
2,手 つく,14,14,0.8844,148
2,バッター 打つ,14,14,0.8844,149
2,歯 折る,14,14,0.8844,150
2,顔面 負傷,14,14,0.8844,151
2,頭部 顔面,14,14,0.8844,152
2,試合 形式,14,14,0.8844,153
2,れる ボール,14,13,0.8212,154
2,イレギュラーバウンド ボール,14,14,0.8844,155
2,くる 口,14,14,0.8844,156
2,ボール 前歯,14,14,0.8844,157
2,顔面 歯,14,14,0.8844,158
2,ブレーキ かける,14,14,0.8844,159
2,しまう 前歯,14,14,0.8844,160
2,顔面 口,14,14,0.8844,161
2,部 体育館,14,14,0.8844,162
2,脱臼 破る,14,14,0.8844,163
2,折 欠損,14,14,0.8844,164
2,追う かけっこ,13,12,0.7581,165
2,前歯 強い,13,13,0.8212,166
2,地面 強打,13,13,0.8212,167
2,折 脱臼,13,13,0.8212,168
2,せる 転倒,13,13,0.8212,169
2,倒れる 顔面,13,13,0.8212,170
2,打ち付ける 前歯,13,13,0.8212,171
2,シート ノック,13,13,0.8212,172
2,押す れる,13,12,0.7581,173
2,終了 特定,13,13,0.8212,174
2,部 当たる,13,13,0.8212,175
2,手 滑る,13,13,0.8212,176
2,バント 練習,13,13,0.8212,177
2,打つ 歯,13,13,0.8212,178
2,負傷 前歯,13,13,0.8212,179
2,受診 治療,13,13,0.8212,180
2,れる 転倒,12,12,0.7581,181
2,倒れる 前歯,12,12,0.7581,182
2,崩す 顔面,12,12,0.7581,183
2,上顎 前歯,12,12,0.7581,184
2,バッター ボール,12,12,0.7581,185
2,バット 顔面,12,12,0.7581,186
2,肘 前歯,12,12,0.7581,187
2,接触 相手,12,12,0.7581,188
2,顔 地面,12,12,0.7581,189
2,相手 頭部,12,12,0.7581,190
2,体育 的,12,12,0.7581,191
2,的 部,12,12,0.7581,192
2,他校 練習,12,12,0.7581,193
2,イレギュラー ボール,12,12,0.7581,194
2,顎 強打,12,12,0.7581,195
2,唇 切れる,12,12,0.7581,196
2,打球 イレギュラーバウンド,12,12,0.7581,197
2,下校 下り坂,12,12,0.7581,198
2,衝突 前歯,12,12,0.7581,199
2,顔面 打つ,12,12,0.7581,200
2,歯 強打,12,12,0.7581,201
2,前歯 ぶつける,12,12,0.7581,202
2,床 顔,12,12,0.7581,203
2,打ちつける 前歯,12,12,0.7581,204
2,床 歯,12,12,0.7581,205
2,上下 前歯,12,12,0.7581,206
2,当たる しまう,12,12,0.7581,207
2,歯 破る,12,12,0.7581,208
2,前歯 抜ける,12,12,0.7581,209
2,場 ソフトボール,12,12,0.7581,210
2,床 前歯,11,11,0.6949,211
2,ぶつかる 転倒,11,11,0.6949,212
2,勢い つく,11,11,0.6949,213
2,試合 バッター,11,11,0.6949,214
2,時間 友人,11,11,0.6949,215
2,バスケットボール 試合,11,11,0.6949,216
2,肘 口,11,11,0.6949,217
2,友人 ふざける,11,11,0.6949,218
2,本 抜け落ちる,11,11,0.6949,219
2,顔面 前歯,11,11,0.6949,220
2,ホッケー 部,11,11,0.6949,221
2,抜ける しまう,11,11,0.6949,222
2,頭 口,11,11,0.6949,223
2,ぶつかる 歯,11,11,0.6949,224
2,しまう 顔面,11,11,0.6949,225
2,部 強打,11,11,0.6949,226
2,段 目,11,5,0.3159,227
2,手 離れる,11,11,0.6949,228
2,床 倒れる,11,11,0.6949,229
2,口 歯,11,11,0.6949,230
2,フライ 捕る,11,11,0.6949,231
2,直撃 負傷,11,11,0.6949,232
2,取る れる,10,10,0.6317,233
2,転倒 顎,10,10,0.6317,234
2,打つ 負傷,10,10,0.6317,235
2,歯 打つ,10,10,0.6317,236
2,顔 ぶつける,10,10,0.6317,237
2,歯 ぶつける,10,10,0.6317,238
2,前歯 破損,10,10,0.6317,239
2,相手 膝,10,10,0.6317,240
2,選手 肘,10,9,0.5685,241
2,当たる 唇,10,10,0.6317,242
2,しまう 歯,10,10,0.6317,243
2,ノック 打球,10,10,0.6317,244
2,選手 頭,10,10,0.6317,245
2,前歯 打つ,10,10,0.6317,246
2,とる れる,10,10,0.6317,247
2,ぶつける 負傷,10,10,0.6317,248
2,顔 打つ,10,10,0.6317,249
2,部 終了,10,10,0.6317,250
2,飛ばす れる,10,10,0.6317,251
2,ぶつける しまう,10,10,0.6317,252
2,顎 歯,10,9,0.5685,253
2,口腔 内,10,10,0.6317,254
2,壁 顔面,10,10,0.6317,255
2,場 サッカー,10,10,0.6317,256
2,坂道 下る,10,10,0.6317,257
2,タイヤ 滑る,10,10,0.6317,258
2,打球 口,10,10,0.6317,259
2,口 前歯,10,10,0.6317,260
2,正面 衝突,10,10,0.6317,261
2,歯 抜ける,10,10,0.6317,262
2,骨 骨折,10,10,0.6317,263
2,打撃 練習,10,10,0.6317,264
2,バット 飛ぶ,10,10,0.6317,265
2,口 ぶつける,9,9,0.5685,266
2,転倒 手,9,9,0.5685,267
2,床 打ちつける,9,9,0.5685,268
2,通学 路,9,8,0.5054,269
2,持つ 手,9,8,0.5054,270
2,転倒 負傷,9,9,0.5685,271
2,顎 当たる,9,9,0.5685,272
2,滑る 顔面,9,9,0.5685,273
2,練習 打球,9,9,0.5685,274
2,硬式 野球,9,9,0.5685,275
2,部 ノック,9,9,0.5685,276
2,守備 つく,9,9,0.5685,277
2,前歯 部,9,9,0.5685,278
2,部 強い,9,9,0.5685,279
2,頭 顔面,9,9,0.5685,280
2,顔面 ぶつかる,9,9,0.5685,281
2,登校 道路,9,9,0.5685,282
2,下校 道路,9,9,0.5685,283
2,れる バランス,9,9,0.5685,284
2,本 折る,9,9,0.5685,285
2,投げる られる,9,9,0.5685,286
2,ティー バッティング,9,9,0.5685,287
2,金属 バット,9,9,0.5685,288
2,体育 時間,9,9,0.5685,289
2,教室 戻る,9,9,0.5685,290
2,前歯 損傷,9,9,0.5685,291
2,部 直撃,9,9,0.5685,292
2,イレギュラー 口,9,9,0.5685,293
2,練習 守備,9,9,0.5685,294
2,ゴール ポスト,9,8,0.5054,295
2,床 落ちる,9,9,0.5685,296
2,歯牙 脱臼,9,9,0.5685,297
2,意識 失う,9,9,0.5685,298
2,歯 欠ける,9,9,0.5685,299
2,唇 切る,9,9,0.5685,300
2,投げ出す れる,9,9,0.5685,301
2,口 部分,9,9,0.5685,302
2,激突 前歯,9,9,0.5685,303
2,出血 歯,9,9,0.5685,304
2,準備 運動,9,9,0.5685,305
2,体育館 バスケットボール,9,9,0.5685,306
2,本 欠ける,9,9,0.5685,307
2,打球 顔面,9,9,0.5685,308
2,捕る ボール,9,9,0.5685,309
2,スリップ 転倒,9,9,0.5685,310
2,守備 打球,9,9,0.5685,311
2,バット 振る,9,9,0.5685,312
2,外 運動,9,9,0.5685,313
2,負傷 歯科,9,9,0.5685,314
2,接触 バランス,8,8,0.5054,315
2,れる 顔面,8,8,0.5054,316
2,トス バッティング,8,7,0.4422,317
2,れる 歯,8,8,0.5054,318
2,雨 降る,8,8,0.5054,319
2,当たり 負傷,8,8,0.5054,320
2,外野 守備,8,8,0.5054,321
2,打球 捕る,8,8,0.5054,322
2,ノック イレギュラー,8,8,0.5054,323
2,ボール 顔,8,8,0.5054,324
2,登校 自転車,8,8,0.5054,325
2,絡まる 転倒,8,8,0.5054,326
2,ハンドル 操作,8,8,0.5054,327
2,歯牙 破る,8,8,0.5054,328
2,手 抜ける,8,8,0.5054,329
2,ソフトボール 部,8,8,0.5054,330
2,教室 廊下,8,8,0.5054,331
2,行く 相手,8,8,0.5054,332
2,前歯 ぶつかる,8,8,0.5054,333
2,友人 遊ぶ,8,8,0.5054,334
2,手 離す,8,8,0.5054,335
2,強い 打ち付ける,8,8,0.5054,336
2,ボール レシーブ,8,8,0.5054,337
2,セカンド 守備,8,8,0.5054,338
2,ピッチャー 投げる,8,8,0.5054,339
2,歯 損傷,8,8,0.5054,340
2,顔面 打ちつける,8,8,0.5054,341
2,床 口,8,8,0.5054,342
2,倒れる 床,8,8,0.5054,343
2,歯 脱臼,8,8,0.5054,344
2,ネット 支柱,8,8,0.5054,345
2,転倒 道路,8,8,0.5054,346
2,打つ バット,8,8,0.5054,347
2,折 歯,8,8,0.5054,348
2,頭 顔,8,8,0.5054,349
2,バッター 振る,8,8,0.5054,350
2,歯槽 骨,8,8,0.5054,351
2,体育館 バレーボール,8,8,0.5054,352
2,友人 足,8,8,0.5054,353
2,口 打つ,7,7,0.4422,354
2,歯 折,7,7,0.4422,355
2,陸上 部,7,7,0.4422,356
2,プール サイド,7,6,0.379,357
2,振る ラケット,7,7,0.4422,358
2,頭 前歯,7,7,0.4422,359
2,落ちる 前歯,7,7,0.4422,360
2,崩す 顔,7,7,0.4422,361
2,友人 追う,7,7,0.4422,362
2,体育 バスケットボール,7,7,0.4422,363
2,地面 強い,7,7,0.4422,364
2,試合 ゴールキーパー,7,7,0.4422,365
2,切れる 歯,7,7,0.4422,366
2,当たる 負傷,7,7,0.4422,367
2,切れる 前歯,7,7,0.4422,368
2,ボール 飛ぶ,7,7,0.4422,369
2,唇 裂傷,7,7,0.4422,370
2,シュート ボール,7,7,0.4422,371
2,顔 直撃,7,7,0.4422,372
2,出血 前歯,7,7,0.4422,373
2,道路 段差,7,7,0.4422,374
2,スピード 出す,7,7,0.4422,375
2,時間 廊下,7,7,0.4422,376
2,ボール 取り合い,7,7,0.4422,377
2,イレギュラーバウンド 口,7,7,0.4422,378
2,頭 歯,7,7,0.4422,379
2,ふざける あう,7,7,0.4422,380
2,相手 足,7,6,0.379,381
2,口 ぶつかる,7,7,0.4422,382
2,階 階段,7,6,0.379,383
2,手 出る,7,7,0.4422,384
2,ボール 歯,7,7,0.4422,385
2,打者 打つ,7,7,0.4422,386
2,当たる 歯牙,7,7,0.4422,387
2,ゲーム 形式,7,7,0.4422,388
2,衝突 転倒,7,7,0.4422,389
2,ラケット 前歯,7,7,0.4422,390
2,気分 悪い,7,7,0.4422,391
2,バック ネット,7,5,0.3159,392
2,転倒 頭部,7,7,0.4422,393
2,れる 前歯,7,7,0.4422,394
2,切る 前歯,7,7,0.4422,395
2,防 球,7,7,0.4422,396
2,球 ネット,7,7,0.4422,397
2,打球 イレギュラー,7,7,0.4422,398
2,素振り バット,7,7,0.4422,399
2,地面 落ちる,7,7,0.4422,400
2,保健 室,7,4,0.2527,401
2,唇 歯,7,7,0.4422,402
2,ボール 持つ,7,7,0.4422,403
2,帰宅 途中,7,7,0.4422,404
2,引っ掛かる 転倒,7,7,0.4422,405
2,練習 走る,7,7,0.4422,406
2,口 出血,7,7,0.4422,407
2,折れる 歯,7,7,0.4422,408
2,練習 体育館,7,7,0.4422,409
2,ボール 口元,7,7,0.4422,410
2,バッティング ピッチャー,7,7,0.4422,411
2,場 練習,7,7,0.4422,412
2,時間 運動,7,7,0.4422,413
2,場 バッティング,7,7,0.4422,414
2,顔 負傷,7,7,0.4422,415
2,膝 口,6,6,0.379,416
2,清掃 時間,6,6,0.379,417
2,雑巾 がけ,6,6,0.379,418
2,つま づく,6,6,0.379,419
2,衝突 相手,6,6,0.379,420
2,滑る 転ぶ,6,6,0.379,421
2,手 持つ,6,6,0.379,422
2,歯 床,6,6,0.379,423
2,下り坂 スピード,6,6,0.379,424
2,自転車 ハンドル,6,6,0.379,425
2,本 脱落,6,6,0.379,426
2,転落 前歯,6,6,0.379,427
2,口 付近,6,6,0.379,428
2,声 かける,6,6,0.379,429
2,階段 降りる,6,6,0.379,430
2,バランス 失う,6,6,0.379,431
2,蹴る れる,6,6,0.379,432
2,相手 接触,6,6,0.379,433
2,昇降 口,6,6,0.379,434
2,肘 顔,6,6,0.379,435
2,膝 顔面,6,6,0.379,436
2,肘 顔面,6,6,0.379,437
2,練習 フライ,6,6,0.379,438
2,口 ボール,6,6,0.379,439
2,バウンド ボール,6,6,0.379,440
2,レシーブ 練習,6,6,0.379,441
2,くる 相手,6,6,0.379,442
2,ラグビー 部,6,6,0.379,443
2,スティック 口,6,6,0.379,444
2,かける られる,6,6,0.379,445
2,前歯 欠ける,6,6,0.379,446
2,自転車 走行,6,6,0.379,447
2,ブレーキ かかる,6,6,0.379,448
2,倒れる 顔,6,6,0.379,449
2,口元 強打,6,6,0.379,450
2,ソフトボール キャッチャー,6,6,0.379,451
2,崩す 前方,6,6,0.379,452
2,テニス 部,6,6,0.379,453
2,朝 練習,6,6,0.379,454
2,ぶつかる 負傷,6,6,0.379,455
2,転がる ボール,6,6,0.379,456
2,部 負傷,6,6,0.379,457
2,歯 部,6,6,0.379,458
2,しまう 負傷,6,6,0.379,459
2,廊下 走る,6,5,0.3159,460
2,顔面 道路,6,6,0.379,461
2,歯 冠,6,5,0.3159,462
2,強い ぶつかる,6,6,0.379,463
2,ショート 守備,6,6,0.379,464
2,ノック れる,6,6,0.379,465
2,当たる 跳ね返る,6,6,0.379,466
2,本 脱臼,6,6,0.379,467
2,顔 転倒,6,6,0.379,468
2,設置 れる,6,6,0.379,469
2,衝突 負傷,6,6,0.379,470
2,バット 口元,6,6,0.379,471
2,崩す 床,6,6,0.379,472
2,頭 ぶつかる,6,6,0.379,473
2,床 強い,6,6,0.379,474
2,ドッジボール ボール,6,6,0.379,475
2,カーブ 曲がる,6,6,0.379,476
2,直接 口,6,6,0.379,477
2,口 周辺,6,6,0.379,478
2,ボール イレギュラーバウンド,6,6,0.379,479
2,直撃 歯,6,6,0.379,480
2,折る しまう,6,6,0.379,481
2,口元 強い,6,6,0.379,482
2,口元 負傷,6,6,0.379,483
2,教室 内,6,5,0.3159,484
2,地面 顔,6,6,0.379,485
2,反対 側,6,6,0.379,486
2,ふざける 友人,6,6,0.379,487
2,前輪 絡まる,6,6,0.379,488
2,衝突 顔面,6,6,0.379,489
2,体育館 床,6,6,0.379,490
2,部 ボール,6,6,0.379,491
2,転ぶ しまう,6,6,0.379,492
2,強打 しまう,6,6,0.379,493
2,竹 棒,6,3,0.1895,494
2,床 打つ,6,6,0.379,495
2,サッカー 試合,6,6,0.379,496
2,相手 打つ,6,6,0.379,497
2,自転車 帰宅,6,6,0.379,498
2,合同 練習,6,6,0.379,499
2,転倒 しまう,6,6,0.379,500
2,体育館 ドッジボール,6,6,0.379,501
2,打つ 打球,6,6,0.379,502
2,相手 額,6,6,0.379,503
2,歩行 者,6,6,0.379,504
2,救急 車,6,5,0.3159,505
2,れる 前方,6,6,0.379,506
2,向かう 途中,6,6,0.379,507
2,部 グラウンド,6,6,0.379,508
2,野球 場,6,6,0.379,509
2,体育館 練習,6,6,0.379,510
2,床 打ち付ける,6,6,0.379,511
2,他校 体育館,6,6,0.379,512
2,走る 友人,6,6,0.379,513
2,抜ける 歯,6,6,0.379,514
2,練習 運動,6,6,0.379,515
2,顔 打ち付ける,6,6,0.379,516
2,部 外,6,6,0.379,517
2,側溝 蓋,5,4,0.2527,518
2,プール 清掃,5,4,0.2527,519
2,デッキ ブラシ,5,4,0.2527,520
2,ボール 避ける,5,5,0.3159,521
2,高い さ,5,5,0.3159,522
2,本 本,5,5,0.3159,523
2,ソフトボール バッター,5,5,0.3159,524
2,放す しまう,5,5,0.3159,525
2,地面 打ちつける,5,5,0.3159,526
2,相手 手,5,5,0.3159,527
2,ボール 投げる,5,5,0.3159,528
2,足 ひっかかる,5,5,0.3159,529
2,顔 殴る,5,5,0.3159,530
2,殴る れる,5,5,0.3159,531
2,前歯 直撃,5,5,0.3159,532
2,階 教室,5,4,0.2527,533
2,蹴る ボール,5,5,0.3159,534
2,ｍ 離れる,5,5,0.3159,535
2,球技 大会,5,5,0.3159,536
2,倒れる こむ,5,5,0.3159,537
2,顔面 激突,5,5,0.3159,538
2,試合 シュート,5,5,0.3159,539
2,肘 歯,5,5,0.3159,540
2,野球 体育,5,5,0.3159,541
2,練習 飛ぶ,5,5,0.3159,542
2,顔面 ボール,5,5,0.3159,543
2,前歯 歯,5,5,0.3159,544
2,ぶつかる そう,5,5,0.3159,545
2,顔 ぶつかる,5,5,0.3159,546
2,選手 接触,5,5,0.3159,547
2,強い 当たり,5,5,0.3159,548
2,当たる 口,5,5,0.3159,549
2,移動 階段,5,5,0.3159,550
2,遊ぶ 手,5,5,0.3159,551
2,友人 自転車,5,5,0.3159,552
2,前のめり 倒れる,5,5,0.3159,553
2,階段 下りる,5,5,0.3159,554
2,足 引っかかる,5,5,0.3159,555
2,引っかかる 転倒,5,5,0.3159,556
2,終える 自転車,5,5,0.3159,557
2,下り坂 走行,5,5,0.3159,558
2,乗る 遊ぶ,5,5,0.3159,559
2,相手 投げる,5,5,0.3159,560
2,廊下 出る,5,5,0.3159,561
2,走る 足,5,5,0.3159,562
2,バット キャッチャー,5,5,0.3159,563
2,顔面 落ちる,5,5,0.3159,564
2,友人 手,5,5,0.3159,565
2,口 あたり,5,5,0.3159,566
2,転ぶ 前歯,5,5,0.3159,567
2,失う 前方,5,5,0.3159,568
2,欠ける しまう,5,5,0.3159,569
2,顎 部,5,5,0.3159,570
2,思う れる,5,5,0.3159,571
2,顔面 打撲,5,5,0.3159,572
2,体育 大会,5,5,0.3159,573
2,取り合い 相手,5,5,0.3159,574
2,捕る 損ねる,5,5,0.3159,575
2,損ねる ボール,5,5,0.3159,576
2,当たる 口唇,5,5,0.3159,577
2,当たり 前歯,5,5,0.3159,578
2,部 守備,5,5,0.3159,579
2,部 対,5,5,0.3159,580
2,ボール キャッチ,5,5,0.3159,581
2,足 口,5,5,0.3159,582
2,自転車 タイヤ,5,5,0.3159,583
2,操作 誤る,5,5,0.3159,584
2,鉄棒 強打,5,5,0.3159,585
2,乗る しまう,5,5,0.3159,586
2,階 階,5,5,0.3159,587
2,吹奏楽 部,5,5,0.3159,588
2,ぶつかる しまう,5,5,0.3159,589
2,ごと 転倒,5,5,0.3159,590
2,バウンド 口,5,5,0.3159,591
2,守備 フライ,5,5,0.3159,592
2,キャッチ ボール,5,5,0.3159,593
2,唇 負傷,5,5,0.3159,594
2,試合 ノック,5,5,0.3159,595
2,ディフェンス 相手,5,5,0.3159,596
2,頭部 前歯,5,5,0.3159,597
2,歯 ぶつかる,5,5,0.3159,598
2,廊下 雑巾,5,5,0.3159,599
2,ふざける 合う,5,5,0.3159,600
2,倒れる くる,5,5,0.3159,601
2,バッターボックス 付近,5,5,0.3159,602
2,裂傷 負う,5,5,0.3159,603
2,バット 当たる,5,5,0.3159,604
2,当たる ボール,5,5,0.3159,605
2,打球 口元,5,5,0.3159,606
2,顔 口,5,5,0.3159,607
2,イレギュラー 顔面,5,5,0.3159,608
2,折れる 出血,5,5,0.3159,609
2,本 損傷,5,5,0.3159,610
2,くる 自転車,5,5,0.3159,611
2,来る 自転車,5,5,0.3159,612
2,地面 濡れる,5,5,0.3159,613
2,ソフトボール ゲーム,5,5,0.3159,614
2,落下 顔面,5,5,0.3159,615
2,しまう 転倒,5,5,0.3159,616
2,下校 友人,5,5,0.3159,617
2,鬼ごっこ 遊ぶ,5,5,0.3159,618
2,顔面 倒れる,5,5,0.3159,619
2,完全 脱臼,5,5,0.3159,620
2,顔面 打ち付ける,5,5,0.3159,621
2,本 前歯,5,5,0.3159,622
2,遊ぶ 友人,5,5,0.3159,623
2,後ろ 走る,5,5,0.3159,624
2,車道 歩道,5,5,0.3159,625
2,階段 段,5,4,0.2527,626
2,駐車 場,5,5,0.3159,627
2,足 踏み外す,5,5,0.3159,628
2,陸上 競技,5,5,0.3159,629
2,足 引っ掛ける,5,5,0.3159,630
2,練習 参加,5,5,0.3159,631
2,ゴロ 捕る,5,5,0.3159,632
2,ボール 見失う,5,5,0.3159,633
2,サード 守る,5,5,0.3159,634
2,気 失う,5,5,0.3159,635
2,足 つまずく,5,5,0.3159,636
2,地面 落下,5,5,0.3159,637
2,練習 部員,5,5,0.3159,638
2,体育 校庭,5,5,0.3159,639
2,すべる せる,5,5,0.3159,640
2,サード 守備,5,5,0.3159,641
2,部 バッティング,5,5,0.3159,642
2,競技 部,5,5,0.3159,643
2,練習 バッティング,5,5,0.3159,644
2,試合 ショート,5,5,0.3159,645
2,階段 つまずく,5,5,0.3159,646
2,教師 指導,5,5,0.3159,647
2,段差 つまずく,5,5,0.3159,648
2,足 引っ掛かる,5,5,0.3159,649
2,落下 前歯,5,5,0.3159,650
2,脱臼 歯科,5,5,0.3159,651
2,滑る しまう,4,4,0.2527,652
2,前歯 部分,4,4,0.2527,653
2,部分 強打,4,4,0.2527,654
2,支える きれる,4,4,0.2527,655
2,倒れる 歯,4,4,0.2527,656
2,登校 下り坂,4,4,0.2527,657
2,打つ しまう,4,4,0.2527,658
2,しまう バット,4,4,0.2527,659
2,練習 人,4,4,0.2527,660
2,引っ張る れる,4,4,0.2527,661
2,発見 れる,4,4,0.2527,662
2,スキー 教室,4,4,0.2527,663
2,部 素振り,4,4,0.2527,664
2,バッティング ボール,4,4,0.2527,665
2,ぶつかる 相手,4,4,0.2527,666
2,シュート 打つ,4,4,0.2527,667
2,滑る バランス,4,4,0.2527,668
2,こむ くる,4,4,0.2527,669
2,椅子 前歯,4,4,0.2527,670
2,体育 サッカー,4,4,0.2527,671
2,ゲーム 相手,4,4,0.2527,672
2,順番 待つ,4,4,0.2527,673
2,前歯 唇,4,4,0.2527,674
2,文化 祭,4,4,0.2527,675
2,祭 準備,4,4,0.2527,676
2,部 他校,4,4,0.2527,677
2,強打 唇,4,4,0.2527,678
2,歯 ぐらつく,4,4,0.2527,679
2,見る られる,4,4,0.2527,680
2,くる 打球,4,4,0.2527,681
2,返球 れる,4,3,0.1895,682
2,ノック イレギュラーバウンド,4,4,0.2527,683
2,人 ぶつかる,4,4,0.2527,684
2,部 ゲーム,4,4,0.2527,685
2,いく 相手,4,4,0.2527,686
2,自転車 競技,4,4,0.2527,687
2,教室 移動,4,4,0.2527,688
2,しまう 床,4,4,0.2527,689
2,かかる 状態,4,4,0.2527,690
2,状態 前方,4,4,0.2527,691
2,スピード 出る,4,4,0.2527,692
2,転倒 アスファルト,4,4,0.2527,693
2,通常 経路,4,4,0.2527,694
2,顔面 コンクリート,4,4,0.2527,695
2,折れる 本,4,4,0.2527,696
