順位,特徴1,特徴2,ジャッカード係数,共通出現事例数,特徴1出現事例数,特徴2出現事例数,和集合事例数,対象事例数
6037,1,除,0.054475,14,190,81,257,7682
6038,性,黄,0.054475,14,252,19,257,7682
6039,残る,試合,0.054458,91,797,965,1671,7682
6040,割れる,負う,0.054455,22,192,234,404,7682
6041,戻る,終える,0.054393,13,169,83,239,7682
6042,直撃,相手,0.054381,72,488,908,1324,7682
6043,休憩,受傷部位:上肢,0.054366,66,433,847,1214,7682
6044,体育,受傷部位:歯牙,0.054362,86,891,777,1582,7682
6045,口,試合,0.054348,75,490,965,1380,7682
6046,セット,細,0.054348,5,13,84,92,7682
6047,冷却,変形,0.054348,5,35,62,92,7682
6048,反応,教諭,0.054348,5,36,61,92,7682
6049,挫傷,高次,0.054348,5,34,63,92,7682
6050,遊具,鉄製,0.054348,5,66,31,92,7682
6051,受診,部,0.054339,134,279,2321,2466,7682
6052,受傷部位:顎顔面,廊下,0.054334,84,1264,366,1546,7682
6053,ガラス,行動:移動,0.054328,59,254,891,1086,7682
6054,体育,着地,0.054326,54,891,157,994,7682
6055,ぶつかる,額,0.054305,41,534,262,755,7682
6056,バレーボール,小指,0.054299,12,118,115,221,7682
6057,疼痛,腰,0.054299,12,106,127,221,7682
6058,ソフトボール,打つ,0.05428,52,175,835,958,7682
6059,入る,力,0.054264,21,306,102,387,7682
6060,性,斑,0.054264,14,252,20,258,7682
6061,女子,男子,0.054264,7,28,108,129,7682
6062,種目,競技,0.054264,7,24,112,129,7682
6063,ぶつかる,取る,0.054254,44,534,321,811,7682
6064,ゴール,バスケット,0.054217,9,152,23,166,7682
6065,マット,胸椎,0.054217,9,155,20,166,7682
6066,下校,前歯,0.054192,53,281,750,978,7682
6067,手,顔面,0.05419,86,634,1039,1587,7682
6068,ドア,前腕,0.054187,11,138,76,203,7682
6069,保育,遊戯,0.054187,11,182,32,203,7682
6070,膝,試合,0.054183,68,358,965,1255,7682
6071,走る,鬼ごっこ,0.054181,46,704,191,849,7682
6072,手術,行動:移動,0.05417,63,335,891,1163,7682
6073,機能,瘢痕,0.054167,26,222,284,480,7682
6074,外傷,眼窩,0.054167,13,193,60,240,7682
6075,失う,植え込む,0.054167,13,212,41,240,7682
6076,崩す,顔面,0.054164,80,518,1039,1477,7682
6077,けいれん,病院,0.054152,15,29,263,277,7682
6078,自転車,負傷,0.054138,104,393,1632,1921,7682
6079,くる,時間,0.054129,78,697,822,1441,7682
6080,ぶつける,顔面,0.054113,75,422,1039,1386,7682
6081,バッティング,バット,0.054113,25,279,208,462,7682
6082,口,打つ,0.054097,68,490,835,1257,7682
6083,受診,負傷,0.054054,98,279,1632,1813,7682
6084,3,失う,0.054054,20,178,212,370,7682
6085,ガラス,突き破る,0.054054,14,254,19,259,7682
6086,冷却,減退,0.054054,8,35,121,148,7682
6087,除,陸上,0.054054,8,81,75,148,7682
6088,つかむ,手すり,0.054054,6,68,49,111,7682
6089,体験,作業,0.054054,6,22,95,111,7682
6090,呼吸,崩れる,0.054054,6,60,57,111,7682
6091,唇,欠ける,0.054054,6,84,33,111,7682
6092,担当,水泳,0.054054,6,43,74,111,7682
6093,脳,装着,0.054054,6,92,25,111,7682
6094,行動:運動,越える,0.054054,6,94,23,111,7682
6095,越える,跳ぶ,0.054054,6,23,94,111,7682
6096,停止,残り,0.054054,4,67,11,74,7682
6097,取り合い,園児,0.054054,4,37,41,74,7682
6098,実験,班,0.054054,4,45,33,74,7682
6099,年生,６,0.054054,4,36,42,74,7682
6100,心室,蘇生,0.054054,4,13,65,74,7682
6101,指示,要請,0.054054,4,28,50,74,7682
6102,10,15,0.054054,2,25,14,37,7682
6103,10,幅,0.054054,2,25,14,37,7682
6104,119,よろける,0.054054,2,26,13,37,7682
6105,15,ＡＥＤ,0.054054,2,14,25,37,7682
6106,うつ,浮く,0.054054,2,18,21,37,7682
6107,かご,荷物,0.054054,2,12,27,37,7682
6108,きる,渡る,0.054054,2,15,24,37,7682
6109,けいれん,不要,0.054054,2,29,10,37,7682
6110,けいれん,秒,0.054054,2,29,10,37,7682
6111,ごっこ,縄,0.054054,2,24,15,37,7682
6112,なくなる,硬直,0.054054,2,26,13,37,7682
6113,ひさし,越える,0.054054,2,16,23,37,7682
6114,ひも,背負う,0.054054,2,23,16,37,7682
6115,めまい,駅,0.054054,2,20,19,37,7682
6116,もらう,進む,0.054054,2,23,16,37,7682
6117,やけど,鍋,0.054054,2,15,24,37,7682
6118,アスファルト,小石,0.054054,2,27,12,37,7682
6119,アルコール,火傷,0.054054,2,10,29,37,7682
6120,カバー,ランナー,0.054054,2,14,25,37,7682
6121,キック,ホームルーム,0.054054,2,17,22,37,7682
6122,グランド,マシーン,0.054054,2,25,14,37,7682
6123,ストレッチ,前日,0.054054,2,21,18,37,7682
6124,ストレッチ,連絡,0.054054,2,21,18,37,7682
6125,センター,心臓,0.054054,2,21,18,37,7682
6126,トラック,駐車,0.054054,2,19,20,37,7682
6127,ドクター,発見,0.054054,2,15,24,37,7682
6128,ボクシング,軽い,0.054054,2,11,28,37,7682
6129,マネージャー,入れ,0.054054,2,26,13,37,7682
6130,レール,校門,0.054054,2,11,28,37,7682
6131,不安定,姿勢,0.054054,2,11,28,37,7682
6132,乗り上げる,車輪,0.054054,2,18,21,37,7682
6133,交差点,渡る,0.054054,2,15,24,37,7682
6134,以上,左下,0.054054,2,14,25,37,7682
6135,休業,言葉,0.054054,2,17,22,37,7682
6136,体調,走者,0.054054,2,17,22,37,7682
6137,作動,指示,0.054054,2,11,28,37,7682
6138,作成,刃,0.054054,2,12,27,37,7682
6139,倉庫,道具,0.054054,2,25,14,37,7682
6140,全校,校内,0.054054,2,18,21,37,7682
6141,出来る,受け取る,0.054054,2,19,20,37,7682
6142,到着,養護,0.054054,2,20,19,37,7682
6143,割る,箇所,0.054054,2,11,28,37,7682
6144,助走,跳び箱,0.054054,2,16,23,37,7682
6145,半分,黒板,0.054054,2,20,19,37,7682
6146,危ない,返球,0.054054,2,11,28,37,7682
6147,原因,自宅,0.054054,2,12,27,37,7682
6148,合図,聞く,0.054054,2,14,25,37,7682
6149,呼ぶ,完全,0.054054,2,26,13,37,7682
6150,回復,手足,0.054054,2,15,24,37,7682
6151,外側,背,0.054054,2,23,16,37,7682
6152,女子,筆箱,0.054054,2,28,11,37,7682
6153,女子,逃げ込む,0.054054,2,28,11,37,7682
6154,家庭,熱い,0.054054,2,24,15,37,7682
6155,屋内,組む,0.054054,2,16,23,37,7682
6156,履く,背負う,0.054054,2,23,16,37,7682
6157,座り込む,様,0.054054,2,23,16,37,7682
6158,待機,空振り,0.054054,2,29,10,37,7682
6159,急性,生じる,0.054054,2,21,18,37,7682
6160,戻す,教科,0.054054,2,27,12,37,7682
6161,手押し,指示,0.054054,2,11,28,37,7682
6162,持久走,腹痛,0.054054,2,25,14,37,7682
6163,摘出,経過,0.054054,2,17,22,37,7682
6164,最後,補給,0.054054,2,28,11,37,7682
6165,木製,立ち,0.054054,2,19,20,37,7682
6166,校内,硬い,0.054054,2,21,18,37,7682
6167,校内,血腫,0.054054,2,21,18,37,7682
6168,梗塞,肢,0.054054,2,11,28,37,7682
6169,氷,腫れる,0.054054,2,15,24,37,7682
6170,渡る,跳ねる,0.054054,2,24,15,37,7682
6171,状況,聞く,0.054054,2,14,25,37,7682
6172,発作,起きる,0.054054,2,21,18,37,7682
6173,経過,頃,0.054054,2,22,17,37,7682
6174,続く,腹痛,0.054054,2,25,14,37,7682
6175,裂,遠い,0.054054,2,24,15,37,7682
6176,開,８,0.054054,2,15,24,37,7682
6177,強打,顎,0.054027,53,810,224,981,7682
6178,しまう,受傷機転:転落,0.054005,60,717,454,1111,7682
6179,瘢痕,運動,0.054002,56,284,809,1037,7682
6180,治療,網膜,0.053985,21,372,38,389,7682
6181,受傷機転:滑走,自転車,0.053981,40,388,393,741,7682
6182,滑る,自転車,0.053981,40,388,393,741,7682
6183,下校,行動:移動,0.053957,60,281,891,1112,7682
6184,地面,走る,0.053953,58,429,704,1075,7682
6185,衝突対象:地面,走る,0.053953,58,429,704,1075,7682
6186,階,１,0.053922,22,134,296,408,7682
6187,てんかん,外傷,0.053922,11,22,193,204,7682
6188,バット,試合,0.053908,60,208,965,1113,7682
6189,崩す,強い,0.053898,56,518,577,1039,7682
6190,使用,実習,0.053892,9,100,76,167,7682
6191,受傷部位:歯牙,場,0.053866,85,777,886,1578,7682
6192,視野,運動,0.053864,46,91,809,854,7682
6193,1,細,0.053846,14,190,84,260,7682
6194,てんかん,性,0.053846,14,22,252,260,7682
6195,ペア,眼球,0.053846,7,30,107,130,7682
6196,停止,分,0.053846,7,67,70,130,7682
6197,感じる,激しい,0.053846,7,68,69,130,7682
6198,くる,相手,0.053841,82,697,908,1523,7682
6199,強い,行動:移動,0.053841,75,577,891,1393,7682
6200,室,状,0.05383,26,323,186,483,7682
6201,受傷部位:歯牙,運動,0.053821,81,777,809,1505,7682
6202,保育,残る,0.053821,50,182,797,929,7682
6203,バット,手,0.053817,43,208,634,799,7682
6204,受傷部位:下肢,走る,0.053805,70,667,704,1301,7682
6205,走る,足,0.053805,70,704,667,1301,7682
6206,ぶつける,強い,0.053797,51,422,577,948,7682
6207,ディフェンス,選手,0.053797,17,62,271,316,7682
6208,しまう,れる,0.053791,105,717,1340,1952,7682
6209,受傷部位:上肢,間,0.053775,52,847,172,967,7682
6210,しまう,歯,0.053773,62,717,498,1153,7682
6211,角,走る,0.053763,45,178,704,837,7682
6212,乗る,肩,0.053763,15,196,98,279,7682
6213,肩,行動:乗車,0.053763,15,98,196,279,7682
6214,乗り上げる,環境要因:路面,0.053763,10,18,178,186,7682
6215,競技,細,0.053763,10,112,84,186,7682
6216,ショック,植込み,0.053763,5,23,75,93,7682
6217,セット,動,0.053763,5,13,85,93,7682
6218,出入り口,閉める,0.053763,5,24,74,93,7682
6219,圧迫,持久走,0.053763,5,73,25,93,7682
6220,歩道,走行,0.053763,5,44,54,93,7682
6221,られる,れる,0.053756,83,287,1340,1544,7682
6222,受傷機転:衝突,練習,0.053751,144,755,2068,2679,7682
6223,人,受傷部位:下肢,0.053723,57,451,667,1061,7682
6224,人,足,0.053723,57,451,667,1061,7682
6225,環境要因:路面,登校,0.053708,21,178,234,391,7682
6226,時間,痕,0.053706,50,822,159,931,7682
6227,バット,体育,0.053691,56,208,891,1043,7682
6228,走る,除,0.053691,40,704,81,745,7682
6229,休憩,治療,0.053665,41,433,372,764,7682
6230,原因物:乗り物,途中,0.053665,41,622,183,764,7682
6231,下る,自転車,0.053659,22,39,393,410,7682
6232,視野,障害,0.053659,22,91,341,410,7682
6233,出る,受傷機転:衝突,0.053644,53,286,755,988,7682
6234,1,動,0.05364,14,190,85,261,7682
6235,圧迫,ｍ,0.05364,14,73,202,261,7682
6236,れる,失う,0.053632,79,1340,212,1473,7682
6237,ブレーキ,下校,0.053628,17,53,281,317,7682
6238,ぶつかる,転倒,0.053624,91,534,1254,1697,7682
6239,バスケットボール,部,0.053615,132,273,2321,2462,7682
6240,体育,床,0.053613,69,891,465,1287,7682
6241,体育,衝突対象:床,0.053613,69,891,465,1287,7682
6242,くる,受傷部位:歯牙,0.05361,75,697,777,1399,7682
6243,体,落ちる,0.053571,27,231,300,504,7682
6244,ゴール,ｍ,0.053571,18,152,202,336,7682
6245,使用,指,0.053571,18,100,254,336,7682
6246,水泳,５,0.053571,12,74,162,224,7682
6247,変形,骨,0.053571,9,62,115,168,7682
6248,119,麻痺,0.053571,6,26,92,112,7682
6249,AED,心臓,0.053571,6,100,18,112,7682
6250,そう,着く,0.053571,6,86,32,112,7682
6251,ティー,眼窩,0.053571,6,58,60,112,7682
6252,思う,発見,0.053571,6,94,24,112,7682
6253,日,続ける,0.053571,6,79,39,112,7682
6254,けいれん,乱取り,0.053571,3,29,30,56,7682
6255,てんかん,症状,0.053571,3,22,37,56,7682
6256,なくなる,休む,0.053571,3,26,33,56,7682
6257,アルミ,クラブ,0.053571,3,15,44,56,7682
6258,スタート,ダッシュ,0.053571,3,29,30,56,7682
6259,ストレッチ,程度,0.053571,3,21,38,56,7682
6260,スライディング,セカンド,0.053571,3,34,25,56,7682
6261,スライディング,ランナー,0.053571,3,34,25,56,7682
6262,フック,設置,0.053571,3,20,39,56,7682
6263,ローラー,引く,0.053571,3,10,49,56,7682
6264,不安定,症,0.053571,3,11,48,56,7682
6265,乱取り,合宿,0.053571,3,30,29,56,7682
6266,体験,機,0.053571,3,22,37,56,7682
6267,倒れ込む,擦りむく,0.053571,3,47,12,56,7682
6268,刃,触れる,0.053571,3,27,32,56,7682
6269,到着,続ける,0.053571,3,20,39,56,7682
6270,医療,担当,0.053571,3,16,43,56,7682
6271,卓球,金具,0.053571,3,32,27,56,7682
6272,嘔吐,手足,0.053571,3,35,24,56,7682
6273,嘔吐,結果,0.053571,3,35,24,56,7682
6274,症状,経過,0.053571,3,37,22,56,7682
6275,直径,ｃｍ,0.053571,3,14,45,56,7682
6276,陰,飛び出す,0.053571,3,10,49,56,7682
6277,歯,野球,0.053556,61,498,702,1139,7682
6278,バスケットボール,練習,0.053555,119,273,2068,2222,7682
6279,れる,受傷部位:頭部,0.053506,87,1340,373,1626,7682
6280,れる,頭部,0.053506,87,1340,373,1626,7682
6281,前額,特定,0.053498,13,146,110,243,7682
6282,当たる,視力,0.053491,95,1708,163,1776,7682
6283,体育館,受傷部位:眼,0.053478,113,562,1664,2113,7682
6284,人,４,0.053476,30,451,140,561,7682
6285,受診,骨,0.053476,20,279,115,374,7682
6286,ない,思う,0.053476,10,103,94,187,7682
6287,動,競技,0.053476,10,85,112,187,7682
6288,受傷機転:転落,状態,0.053446,38,454,295,711,7682
6289,打ち付ける,搬送,0.053435,28,138,414,524,7682
6290,さ,幅,0.053435,7,124,14,131,7682
6291,作業,担当,0.053435,7,95,43,131,7682
6292,日,痛い,0.053435,7,79,59,131,7682
6293,頭,首,0.053419,25,355,138,468,7682
6294,振る,直撃,0.053398,33,163,488,618,7682
6295,ノック,返球,0.053398,11,189,28,206,7682
6296,しまう,時間,0.053388,78,717,822,1461,7682
6297,体育館,当たる,0.053364,115,562,1708,2155,7682
6298,れる,手,0.053362,100,1340,634,1874,7682
6299,時間,線,0.053362,50,822,165,937,7682
6300,受傷部位:歯牙,時間,0.05336,81,777,822,1518,7682
6301,救急,状態,0.053333,36,416,295,675,7682
6302,切る,押す,0.053333,24,303,171,450,7682
6303,受傷機転:切創,押す,0.053333,24,303,171,450,7682
6304,AED,状態,0.053333,20,100,295,375,7682
6305,呼吸,手術,0.053333,20,60,335,375,7682
6306,受診,減じる,0.053333,16,279,37,300,7682
6307,作業,科,0.053333,8,95,63,150,7682
6308,入れる,実験,0.053333,8,113,45,150,7682
6309,km,器,0.053333,4,10,69,75,7682
6310,けいれん,要請,0.053333,4,29,50,75,7682
6311,ウォーミングアップ,周,0.053333,4,35,44,75,7682
6312,カーブ,濡れる,0.053333,4,41,38,75,7682
6313,ジョギング,蘇生,0.053333,4,14,65,75,7682
6314,スピード,過ぎる,0.053333,4,63,16,75,7682
6315,下りる,踊り場,0.053333,4,51,28,75,7682
6316,外周,蘇生,0.053333,4,14,65,75,7682
6317,バット,当たる,0.053326,97,208,1708,1819,7682
6318,人,受傷機転:衝突,0.053275,61,451,755,1145,7682
6319,体育,前歯,0.053273,83,891,750,1558,7682
6320,前歯,行動:移動,0.053273,83,750,891,1558,7682
6321,登校,補綴,0.053269,22,234,201,413,7682
6322,シャトル,眼,0.053262,80,109,1473,1502,7682
6323,相手,衝突,0.05326,58,908,239,1089,7682
6324,前腕,左腕,0.053254,9,76,102,169,7682
6325,四肢,搬送,0.053241,23,41,414,432,7682
6326,打ち付ける,救急,0.053232,28,138,416,526,7682
6327,ぶつかる,ボール,0.053223,109,534,1623,2048,7682
6328,本,１,0.053191,35,397,296,658,7682
6329,はさむ,扉,0.053191,5,28,71,94,7682
6330,分間,植込み,0.053191,5,24,75,94,7682
6331,剥離,調節,0.053191,5,21,78,94,7682
6332,回復,細,0.053191,5,15,84,94,7682
6333,様子,異常,0.053191,5,73,26,94,7682
6334,かける,自転車,0.053156,32,241,393,602,7682
6335,打ち付ける,破る,0.053156,16,138,179,301,7682
6336,AED,行動:移動,0.053135,50,100,891,941,7682
6337,受傷機転:転落,降りる,0.053131,28,454,101,527,7682
6338,倒れる,崩す,0.053122,57,612,518,1073,7682
6339,割れる,瘢痕,0.053097,24,192,284,452,7682
6340,病院,身体,0.053097,18,263,94,339,7682
6341,ない,既往症,0.053097,6,103,16,113,7682
6342,ディフェンス,ハンドボール,0.053097,6,62,57,113,7682
6343,周,声,0.053097,6,44,75,113,7682
6344,心室,教員,0.053097,6,13,106,113,7682
6345,棒,運動会,0.053097,6,72,47,113,7682
6346,破片,開ける,0.053097,6,54,65,113,7682
6347,低下,瘢痕,0.053073,19,93,284,358,7682
6348,コンクリート,階,0.053061,13,124,134,245,7682
6349,休憩,転倒,0.053059,85,433,1254,1602,7682
6350,チーム,原因物:スポーツ用具,0.053049,107,190,1934,2017,7682
6351,しまう,行動:移動,0.053045,81,717,891,1527,7682
6352,受傷部位:歯牙,行動:移動,0.05303,84,777,891,1584,7682
6353,室,治療,0.05303,35,323,372,660,7682
6354,2,m,0.05303,14,217,61,264,7682
6355,抜ける,振る,0.05303,14,115,163,264,7682
6356,昇降,衝突対象:階段,0.05303,14,84,194,264,7682
6357,昇降,階段,0.05303,14,84,194,264,7682
6358,トス,打者,0.05303,7,57,82,132,7682
6359,払う,柔道,0.05303,7,18,121,132,7682
6360,挫創,眼鏡,0.05303,7,102,37,132,7682
6361,頚部,麻痺,0.05303,7,47,92,132,7682
6362,マット,落下,0.053012,22,155,282,415,7682
6363,振る,飛ぶ,0.053012,22,163,274,415,7682
6364,受傷部位:下肢,廊下,0.053007,52,667,366,981,7682
6365,廊下,足,0.053007,52,366,667,981,7682
6366,人,持つ,0.052999,38,451,304,717,7682
6367,細,陸上,0.05298,8,84,75,151,7682
6368,声,病院,0.05296,17,75,263,321,7682
6369,受傷機転:転落,教室,0.052953,52,454,580,982,7682
6370,障害,頭,0.05295,35,341,355,661,7682
6371,治療,野球,0.052941,54,372,702,1020,7682
6372,心肺,終える,0.052941,9,96,83,170,7682
6373,傷害結果:骨折,右手,0.052933,37,389,347,699,7682
6374,右手,骨折,0.052933,37,347,389,699,7682
6375,前歯,時間,0.052914,79,750,822,1493,7682
6376,切る,行動:移動,0.05291,60,303,891,1134,7682
6377,受傷機転:切創,行動:移動,0.05291,60,303,891,1134,7682
6378,下肢,障害,0.05291,20,57,341,378,7682
6379,変形,関節,0.05291,10,62,137,189,7682
6380,打つ,残る,0.052903,82,835,797,1550,7682
6381,受傷部位:顎顔面,場,0.052889,108,1264,886,2042,7682
6382,受診,眼,0.052885,88,279,1473,1664,7682
6383,歯科,登校,0.052885,22,204,234,416,7682
6384,られる,出血,0.052863,24,287,191,454,7682
6385,病院,目,0.052863,24,263,215,454,7682
6386,打撃,直撃,0.05283,28,70,488,530,7682
6387,指,開放,0.05283,14,254,25,265,7682
6388,ラグビー,選手,0.052795,17,68,271,322,7682
6389,打ち付ける,補綴,0.052795,17,138,201,322,7682
6390,誤る,転落,0.052795,17,165,174,322,7682
6391,サッカー,手術,0.05277,40,463,335,758,7682
6392,つく,受傷部位:下肢,0.052747,48,291,667,910,7682
6393,つく,足,0.052747,48,291,667,910,7682
6394,倒れる,試合,0.052737,79,612,965,1498,7682
6395,受傷部位:上肢,練習,0.052727,146,847,2068,2769,7682
6396,地面,運動,0.052721,62,429,809,1176,7682
6397,衝突対象:地面,運動,0.052721,62,429,809,1176,7682
6398,原因物:スポーツ用具,振る,0.052711,105,1934,163,1992,7682
6399,瘢痕,転倒,0.052704,77,284,1254,1461,7682
6400,ぶつかる,試合,0.052669,75,534,965,1424,7682
6401,練習,選手,0.052655,117,2068,271,2222,7682
6402,瞳,運動,0.052632,46,111,809,874,7682
6403,心肺,走る,0.052632,40,96,704,760,7682
6404,トイレ,廊下,0.052632,24,114,366,456,7682
6405,手術,破裂,0.052632,19,335,45,361,7682
6406,前輪,登校,0.052632,15,66,234,285,7682
6407,右側,左側,0.052632,10,89,111,190,7682
6408,台,転,0.052632,9,100,80,171,7682
6409,着地,跳び箱,0.052632,9,157,23,171,7682
6410,動,陸上,0.052632,8,85,75,152,7682
6411,ラグビー,感覚,0.052632,7,68,72,133,7682
6412,119,身体,0.052632,6,26,94,114,7682
6413,ない,ヘリ,0.052632,6,103,17,114,7682
6414,ストレッチ,訴える,0.052632,6,21,99,114,7682
6415,ペース,０,0.052632,6,20,100,114,7682
6416,分間,心肺,0.052632,6,24,96,114,7682
6417,園,幼児,0.052632,6,107,13,114,7682
6418,心肺,結果,0.052632,6,96,24,114,7682
6419,房,眼球,0.052632,6,13,107,114,7682
6420,打席,打者,0.052632,6,38,82,114,7682
6421,肢,麻痺,0.052632,6,28,92,114,7682
6422,通報,麻痺,0.052632,6,28,92,114,7682
6423,10,植込み,0.052632,5,25,75,95,7682
6424,タイヤ,歩道,0.052632,5,56,44,95,7682
6425,保護,帰宅,0.052632,5,27,73,95,7682
6426,前輪,路面,0.052632,5,66,34,95,7682
6427,動,回復,0.052632,5,85,15,95,7682
6428,叩く,破片,0.052632,5,46,54,95,7682
6429,当日,環境要因:天候,0.052632,5,34,66,95,7682
6430,持久走,植込み,0.052632,5,25,75,95,7682
6431,教諭,胸骨,0.052632,5,61,39,95,7682
6432,環境要因:天候,路面,0.052632,5,66,34,95,7682
6433,バック,素振り,0.052632,4,33,47,76,7682
6434,ベンチ,素振り,0.052632,4,33,47,76,7682
6435,ベース,返球,0.052632,4,52,28,76,7682
6436,マッサージ,停止,0.052632,4,13,67,76,7682
6437,ラケット,後衛,0.052632,4,70,10,76,7682
6438,一部,進行,0.052632,4,69,11,76,7682
6439,処置,固定,0.052632,4,41,39,76,7682
6440,浮く,飛び込む,0.052632,4,21,59,76,7682
6441,からかう,怒る,0.052632,3,22,38,57,7682
6442,すり抜ける,防,0.052632,3,15,45,57,7682
6443,ふく,枠,0.052632,3,13,47,57,7682
6444,もみ合う,立てる,0.052632,3,12,48,57,7682
6445,クラブ,スイング,0.052632,3,44,16,57,7682
6446,トラブル,発,0.052632,3,48,12,57,7682
6447,一番,作る,0.052632,3,13,47,57,7682
6448,上腕,腕骨,0.052632,3,39,21,57,7682
6449,不要,要請,0.052632,3,10,50,57,7682
6450,丸,人差し指,0.052632,3,10,50,57,7682
6451,乗り出す,手すり,0.052632,3,11,49,57,7682
6452,判断,要請,0.052632,3,10,50,57,7682
6453,反応,手足,0.052632,3,36,24,57,7682
6454,嘔吐,続く,0.052632,3,35,25,57,7682
6455,塀,通学,0.052632,3,11,49,57,7682
6456,巻き込む,研究,0.052632,3,46,14,57,7682
6457,巻き込む,製作,0.052632,3,46,14,57,7682
6458,巻き込む,電車,0.052632,3,46,14,57,7682
6459,引く,整備,0.052632,3,49,11,57,7682
6460,当日,通常,0.052632,3,34,26,57,7682
6461,戸,競争,0.052632,3,46,14,57,7682
6462,振り切る,素振り,0.052632,3,13,47,57,7682
6463,秒,開始,0.052632,3,10,50,57,7682
6464,続く,翌日,0.052632,3,25,35,57,7682
6465,要請,解析,0.052632,3,50,10,57,7682
6466,要請,隊,0.052632,3,50,10,57,7682
6467,路,集団,0.052632,3,39,21,57,7682
6468,10,7,0.052632,2,25,15,38,7682
6469,100,片,0.052632,2,12,28,38,7682
6470,119,15,0.052632,2,26,14,38,7682
6471,あげる,士,0.052632,2,17,23,38,7682
6472,あと,安静,0.052632,2,26,14,38,7682
6473,くぐる,字,0.052632,2,10,30,38,7682
6474,けいれん,しびれ,0.052632,2,29,11,38,7682
6475,てんかん,起きる,0.052632,2,22,18,38,7682
6476,めがける,ゴム,0.052632,2,14,26,38,7682
6477,やる,回し,0.052632,2,26,14,38,7682
6478,カーテン,向き,0.052632,2,10,30,38,7682
6479,クラスメイト,半分,0.052632,2,20,20,38,7682
6480,クラスメイト,近距離,0.052632,2,20,20,38,7682
6481,シート,ポジション,0.052632,2,25,15,38,7682
6482,スタンド,走り高跳び,0.052632,2,11,29,38,7682
6483,ストーブ,火傷,0.052632,2,11,29,38,7682
6484,トランポリン,特別,0.052632,2,18,22,38,7682
6485,ドクター,ＡＥＤ,0.052632,2,15,25,38,7682
6486,パンチ,半分,0.052632,2,20,20,38,7682
6487,フック,引っ掛ける,0.052632,2,20,20,38,7682
6488,フロア,後片付け,0.052632,2,17,23,38,7682
6489,ホーム,電車,0.052632,2,26,14,38,7682
6490,ポール,メガネ,0.052632,2,27,13,38,7682
6491,マッサージ,剣道,0.052632,2,13,27,38,7682
6492,上顎,頬骨,0.052632,2,30,10,38,7682
6493,下げる,乗せる,0.052632,2,10,30,38,7682
6494,不明,坂,0.052632,2,20,20,38,7682
6495,元,渡す,0.052632,2,15,25,38,7682
6496,冷やす,捻挫,0.052632,2,20,20,38,7682
6497,動かす,器具,0.052632,2,29,11,38,7682
6498,半分,近距離,0.052632,2,20,20,38,7682
6499,回復,装着,0.052632,2,15,25,38,7682
6500,士,食べる,0.052632,2,23,17,38,7682
6501,夏季,校,0.052632,2,21,19,38,7682
6502,夕食,続く,0.052632,2,15,25,38,7682
6503,姿勢,座,0.052632,2,28,12,38,7682
6504,左下,構える,0.052632,2,25,15,38,7682
6505,年,組む,0.052632,2,17,23,38,7682
6506,引き抜く,機械,0.052632,2,16,24,38,7682
6507,張る,弾み,0.052632,2,23,17,38,7682
6508,役,渡す,0.052632,2,15,25,38,7682
6509,指示,機関,0.052632,2,28,12,38,7682
6510,捕まえる,見つける,0.052632,2,13,27,38,7682
6511,摘出,組む,0.052632,2,17,23,38,7682
6512,流す,鍋,0.052632,2,16,24,38,7682
6513,流す,雑巾,0.052632,2,16,24,38,7682
6514,片方,調理,0.052632,2,17,23,38,7682
6515,眉間,縦,0.052632,2,23,17,38,7682
6516,竹,長い,0.052632,2,21,19,38,7682
6517,筋,経過,0.052632,2,18,22,38,7682
6518,結ぶ,縄跳び,0.052632,2,10,30,38,7682
6519,袋,込む,0.052632,2,19,21,38,7682
6520,通報,食,0.052632,2,28,12,38,7682
6521,A,つかまえる,0.052632,1,10,10,19,7682
6522,A,下腹部,0.052632,1,10,10,19,7682
6523,A,帯,0.052632,1,10,10,19,7682
6524,km,不要,0.052632,1,10,10,19,7682
6525,km,解析,0.052632,1,10,10,19,7682
6526,km,隊,0.052632,1,10,10,19,7682
6527,くぐる,奥,0.052632,1,10,10,19,7682
6528,こする,審判,0.052632,1,10,10,19,7682
6529,その間,上り,0.052632,1,10,10,19,7682
6530,その間,手洗い,0.052632,1,10,10,19,7682
6531,その間,技術,0.052632,1,10,10,19,7682
6532,その間,覚える,0.052632,1,10,10,19,7682
6533,つかまえる,咬む,0.052632,1,10,10,19,7682
6534,つかまえる,手袋,0.052632,1,10,10,19,7682
6535,はぐ,教卓,0.052632,1,10,10,19,7682
6536,はぐ,虫,0.052632,1,10,10,19,7682
6537,はぐ,返却,0.052632,1,10,10,19,7682
6538,はねる,巻く,0.052632,1,10,10,19,7682
6539,はねる,良い,0.052632,1,10,10,19,7682
6540,ふり,荷台,0.052632,1,10,10,19,7682
6541,アルコール,マッチ,0.052632,1,10,10,19,7682
6542,アルコール,針金,0.052632,1,10,10,19,7682
6543,アルコール,飛び散る,0.052632,1,10,10,19,7682
6544,カーテン,介助,0.052632,1,10,10,19,7682
6545,カーテン,脱ぐ,0.052632,1,10,10,19,7682
6546,カーテン,陰,0.052632,1,10,10,19,7682
6547,センチ,揺れる,0.052632,1,10,10,19,7682
6548,テント,強化,0.052632,1,10,10,19,7682
6549,レクリエーション,夜,0.052632,1,10,10,19,7682
6550,レクリエーション,決める,0.052632,1,10,10,19,7682
