全体順位,語1,語1品詞,語2,語2品詞,共起事例数,共起事例率（％）,語1出現事例数,語2出現事例数,対象事例数
6056,中,名詞,受傷,名詞,41,0.5337,4291,67,7682
6057,中,名詞,破裂,名詞,41,0.5337,4291,45,7682
6058,乗る,動詞,崩す,動詞,41,0.5337,196,518,7682
6059,人,名詞,行く,動詞,41,0.5337,451,319,7682
6060,他,名詞,付近,名詞,41,0.5337,1224,245,7682
6061,他,名詞,視野,名詞,41,0.5337,1224,91,7682
6062,休憩,名詞,治療,名詞,41,0.5337,433,372,7682
6063,休憩,名詞,障害,名詞,41,0.5337,433,341,7682
6064,低下,名詞,残る,動詞,41,0.5337,93,797,7682
6065,体育,名詞,細,名詞,41,0.5337,891,84,7682
6066,体育,名詞,跳ぶ,動詞,41,0.5337,891,94,7682
6067,体育,名詞,除,名詞,41,0.5337,891,81,7682
6068,作業,名詞,生徒,名詞,41,0.5337,95,2296,7682
6069,倒れる,動詞,終了,名詞,41,0.5337,612,271,7682
6070,倒れる,動詞,３,名詞,41,0.5337,612,303,7682
6071,側,名詞,右,名詞,41,0.5337,170,1550,7682
6072,先,名詞,当たる,動詞,41,0.5337,131,1708,7682
6073,児,名詞,遊ぶ,動詞,41,0.5337,151,545,7682
6074,児童,名詞,友達,名詞,41,0.5337,1055,143,7682
6075,児童,名詞,終了,名詞,41,0.5337,1055,271,7682
6076,児童,名詞,間,名詞,41,0.5337,1055,172,7682
6077,切る,動詞,廊下,名詞,41,0.5337,303,366,7682
6078,前,名詞,崩す,動詞,41,0.5337,588,518,7682
6079,前額,名詞,受ける,動詞,41,0.5337,146,749,7682
6080,前額,名詞,瘢痕,名詞,41,0.5337,146,284,7682
6081,加える,動詞,自転車,名詞,41,0.5337,212,393,7682
6082,動,名詞,植え込む,動詞,41,0.5337,85,41,7682
6083,動,名詞,走る,動詞,41,0.5337,85,704,7682
6084,取る,動詞,転倒,名詞,41,0.5337,321,1254,7682
6085,受ける,動詞,打ち付ける,動詞,41,0.5337,749,138,7682
6086,受ける,動詞,関節,名詞,41,0.5337,749,137,7682
6087,口唇,名詞,部,名詞,41,0.5337,68,2321,7682
6088,右,名詞,校庭,名詞,41,0.5337,1550,175,7682
6089,右,名詞,着地,名詞,41,0.5337,1550,157,7682
6090,右手,名詞,手,名詞,41,0.5337,347,634,7682
6091,圧迫,名詞,行う,動詞,41,0.5337,73,601,7682
6092,変形,名詞,残る,動詞,41,0.5337,62,797,7682
6093,学校,名詞,当たる,動詞,41,0.5337,278,1708,7682
6094,学校,名詞,走る,動詞,41,0.5337,278,704,7682
6095,守備,名詞,捕る,動詞,41,0.5337,173,173,7682
6096,室,名詞,本,名詞,41,0.5337,323,397,7682
6097,左側,名詞,生徒,名詞,41,0.5337,111,2296,7682
6098,廊下,名詞,手,名詞,41,0.5337,366,634,7682
6099,強い,形容詞,打ち付ける,動詞,41,0.5337,577,138,7682
6100,強打,名詞,肘,名詞,41,0.5337,810,246,7682
6101,強打,名詞,３,名詞,41,0.5337,810,303,7682
6102,当たる,動詞,校庭,名詞,41,0.5337,1708,175,7682
6103,後ろ,名詞,部,名詞,41,0.5337,203,2321,7682
6104,意識,名詞,除,名詞,41,0.5337,227,81,7682
6105,戻る,動詞,走る,動詞,41,0.5337,169,704,7682
6106,手,名詞,指,名詞,41,0.5337,634,254,7682
6107,打つ,動詞,遊ぶ,動詞,41,0.5337,835,545,7682
6108,打撃,名詞,部,名詞,41,0.5337,70,2321,7682
6109,指,名詞,練習,名詞,41,0.5337,254,2068,7682
6110,指,名詞,骨折,名詞,41,0.5337,254,389,7682
6111,挟む,動詞,間,名詞,41,0.5337,148,172,7682
6112,捕る,動詞,試合,名詞,41,0.5337,173,965,7682
6113,授業,名詞,直撃,名詞,41,0.5337,990,488,7682
6114,授業,名詞,線,名詞,41,0.5337,990,165,7682
6115,授業,名詞,跳ぶ,動詞,41,0.5337,990,94,7682
6116,授業,名詞,ｍ,名詞,41,0.5337,990,202,7682
6117,損傷,名詞,部,名詞,41,0.5337,108,2321,7682
6118,搬送,名詞,植え込む,動詞,41,0.5337,414,41,7682
6119,支柱,名詞,際,名詞,41,0.5337,89,3015,7682
6120,救急,名詞,植え込む,動詞,41,0.5337,416,41,7682
6121,方,名詞,生徒,名詞,41,0.5337,100,2296,7682
6122,方,名詞,際,名詞,41,0.5337,100,3015,7682
6123,昼食,名詞,負傷,名詞,41,0.5337,173,1632,7682
6124,時,名詞,頭部,名詞,41,0.5337,753,373,7682
6125,時,名詞,顔,名詞,41,0.5337,753,451,7682
6126,時,名詞,骨折,名詞,41,0.5337,753,389,7682
6127,朝,名詞,際,名詞,41,0.5337,119,3015,7682
6128,校庭,名詞,負傷,名詞,41,0.5337,175,1632,7682
6129,植え込む,動詞,細,名詞,41,0.5337,41,84,7682
6130,植え込む,動詞,車,名詞,41,0.5337,41,268,7682
6131,植え込む,動詞,除,名詞,41,0.5337,41,81,7682
6132,横,名詞,部,名詞,41,0.5337,181,2321,7682
6133,機能,名詞,骨折,名詞,41,0.5337,222,389,7682
6134,歯科,名詞,自転車,名詞,41,0.5337,204,393,7682
6135,治療,名詞,痕,名詞,41,0.5337,372,159,7682
6136,活動,名詞,膝,名詞,41,0.5337,1104,358,7682
6137,活動,名詞,車,名詞,41,0.5337,1104,268,7682
6138,準備,名詞,行う,動詞,41,0.5337,218,601,7682
6139,生徒,名詞,瘢痕,名詞,41,0.5337,2296,284,7682
6140,痛み,名詞,訴える,動詞,41,0.5337,171,99,7682
6141,直接,名詞,眼,名詞,41,0.5337,68,1473,7682
6142,直撃,名詞,行う,動詞,41,0.5337,488,601,7682
6143,破る,動詞,転倒,名詞,41,0.5337,179,1254,7682
6144,破る,動詞,顔面,名詞,41,0.5337,179,1039,7682
6145,祭,名詞,練習,名詞,41,0.5337,106,2068,7682
6146,移動,名詞,部,名詞,41,0.5337,169,2321,7682
6147,立つ,動詞,部,名詞,41,0.5337,140,2321,7682
6148,細,名詞,走る,動詞,41,0.5337,84,704,7682
6149,練習,名詞,衝突,名詞,41,0.5337,2068,239,7682
6150,練習,名詞,途中,名詞,41,0.5337,2068,183,7682
6151,股間,名詞,試合,名詞,41,0.5337,97,965,7682
6152,膝,名詞,運動,名詞,41,0.5337,358,809,7682
6153,自転車,名詞,補綴,名詞,41,0.5337,393,201,7682
6154,角,名詞,部,名詞,41,0.5337,178,2321,7682
6155,足,名詞,顔,名詞,41,0.5337,667,451,7682
6156,転倒,名詞,選手,名詞,41,0.5337,1254,271,7682
6157,転倒,名詞,３,名詞,41,0.5337,1254,303,7682
6158,遊ぶ,動詞,鬼ごっこ,名詞,41,0.5337,545,191,7682
6159,避ける,動詞,際,名詞,41,0.5337,82,3015,7682
6160,部員,名詞,際,名詞,41,0.5337,127,3015,7682
6161,際,名詞,離れる,動詞,41,0.5337,3015,115,7682
6162,際,名詞,４,名詞,41,0.5337,3015,140,7682
6163,1,名詞,後,名詞,40,0.5207,190,788,7682
6164,2,名詞,後,名詞,40,0.5207,217,788,7682
6165,ある,動詞,せる,動詞,40,0.5207,551,248,7682
6166,ある,動詞,床,名詞,40,0.5207,551,465,7682
6167,ある,動詞,廊下,名詞,40,0.5207,551,366,7682
6168,ある,動詞,滑る,動詞,40,0.5207,551,388,7682
6169,ある,動詞,状態,名詞,40,0.5207,551,295,7682
6170,ある,動詞,終了,名詞,40,0.5207,551,271,7682
6171,ある,動詞,頭部,名詞,40,0.5207,551,373,7682
6172,いく,動詞,生徒,名詞,40,0.5207,98,2296,7682
6173,いる,動詞,ベース,名詞,40,0.5207,5314,52,7682
6174,いる,動詞,上部,名詞,40,0.5207,5314,57,7682
6175,いる,動詞,体重,名詞,40,0.5207,5314,63,7682
6176,いる,動詞,何,名詞,40,0.5207,5314,48,7682
6177,いる,動詞,動く,動詞,40,0.5207,5314,53,7682
6178,いる,動詞,投手,名詞,40,0.5207,5314,52,7682
6179,いる,動詞,片付け,名詞,40,0.5207,5314,51,7682
6180,いる,動詞,要請,名詞,40,0.5207,5314,50,7682
6181,いる,動詞,開始,名詞,40,0.5207,5314,50,7682
6182,いる,動詞,順番,名詞,40,0.5207,5314,43,7682
6183,かかる,動詞,練習,名詞,40,0.5207,176,2068,7682
6184,くる,動詞,サッカー,名詞,40,0.5207,697,463,7682
6185,くる,動詞,口,名詞,40,0.5207,697,490,7682
6186,くる,動詞,投げる,動詞,40,0.5207,697,403,7682
6187,くる,動詞,膝,名詞,40,0.5207,697,358,7682
6188,くる,動詞,行う,動詞,40,0.5207,697,601,7682
6189,こと,名詞,活動,名詞,40,0.5207,305,1104,7682
6190,こと,名詞,行う,動詞,40,0.5207,305,601,7682
6191,しまう,動詞,誤る,動詞,40,0.5207,717,165,7682
6192,しまう,動詞,部分,名詞,40,0.5207,717,259,7682
6193,しまう,動詞,顔,名詞,40,0.5207,717,451,7682
6194,する,動詞,カーブ,名詞,40,0.5207,6712,41,7682
6195,する,動詞,レシーブ,名詞,40,0.5207,6712,40,7682
6196,する,動詞,処置,名詞,40,0.5207,6712,41,7682
6197,する,動詞,坂道,名詞,40,0.5207,6712,45,7682
6198,する,動詞,戸,名詞,40,0.5207,6712,46,7682
6199,する,動詞,枠,名詞,40,0.5207,6712,47,7682
6200,する,動詞,開く,動詞,40,0.5207,6712,43,7682
6201,ため,名詞,勢い,名詞,40,0.5207,1266,147,7682
6202,ため,名詞,打ちつける,動詞,40,0.5207,1266,162,7682
6203,つく,動詞,児童,名詞,40,0.5207,291,1055,7682
6204,とき,名詞,後ろ,名詞,40,0.5207,1108,203,7682
6205,とき,名詞,飛ぶ,動詞,40,0.5207,1108,274,7682
6206,とき,名詞,１,名詞,40,0.5207,1108,296,7682
6207,ところ,名詞,壁,名詞,40,0.5207,1929,124,7682
6208,ところ,名詞,外傷,名詞,40,0.5207,1929,193,7682
6209,ところ,名詞,大会,名詞,40,0.5207,1929,174,7682
6210,ない,形容詞,意識,名詞,40,0.5207,103,227,7682
6211,なる,動詞,トラブル,名詞,40,0.5207,1043,48,7682
6212,なる,動詞,心肺,名詞,40,0.5207,1043,96,7682
6213,なる,動詞,柔道,名詞,40,0.5207,1043,121,7682
6214,なる,動詞,背中,名詞,40,0.5207,1043,144,7682
6215,ぶつかる,動詞,本,名詞,40,0.5207,534,397,7682
6216,ぶつける,動詞,バランス,名詞,40,0.5207,422,534,7682
6217,ぶつける,動詞,地面,名詞,40,0.5207,422,429,7682
6218,ぶつける,動詞,崩す,動詞,40,0.5207,422,518,7682
6219,ぶつける,動詞,残る,動詞,40,0.5207,422,797,7682
6220,ぶつける,動詞,運動,名詞,40,0.5207,422,809,7682
6221,よう,名詞,場,名詞,40,0.5207,366,886,7682
6222,よう,名詞,強い,形容詞,40,0.5207,366,577,7682
6223,よう,名詞,手,名詞,40,0.5207,366,634,7682
6224,よう,名詞,試合,名詞,40,0.5207,366,965,7682
6225,れる,動詞,前額,名詞,40,0.5207,1340,146,7682
6226,れる,動詞,圧迫,名詞,40,0.5207,1340,73,7682
6227,れる,動詞,巻き込む,動詞,40,0.5207,1340,46,7682
6228,れる,動詞,後方,名詞,40,0.5207,1340,172,7682
6229,ろ,名詞,中,名詞,40,0.5207,117,4291,7682
6230,ゲーム,名詞,体育,名詞,40,0.5207,135,891,7682
6231,サッカー,名詞,手術,名詞,40,0.5207,463,335,7682
6232,シュート,名詞,活動,名詞,40,0.5207,149,1104,7682
6233,ノック,名詞,左,名詞,40,0.5207,189,1470,7682
6234,バット,名詞,顔面,名詞,40,0.5207,208,1039,7682
6235,バドミントン,名詞,右,名詞,40,0.5207,117,1550,7682
6236,バランス,名詞,ボール,名詞,40,0.5207,534,1623,7682
6237,バランス,名詞,転落,名詞,40,0.5207,534,174,7682
6238,バレーボール,名詞,活動,名詞,40,0.5207,118,1104,7682
6239,ピッチャー,名詞,打つ,動詞,40,0.5207,115,835,7682
6240,ブレーキ,名詞,中,名詞,40,0.5207,53,4291,7682
6241,ボール,名詞,地面,名詞,40,0.5207,1623,429,7682
6242,ボール,名詞,損ねる,動詞,40,0.5207,1623,62,7682
6243,ラグビー,名詞,相手,名詞,40,0.5207,68,908,7682
6244,一緒,名詞,中,名詞,40,0.5207,100,4291,7682
6245,下,名詞,授業,名詞,40,0.5207,374,990,7682
6246,下,名詞,本,名詞,40,0.5207,374,397,7682
6247,下腿,名詞,部,名詞,40,0.5207,61,2321,7682
6248,中,名詞,学習,名詞,40,0.5207,4291,90,7682
6249,中,名詞,所,名詞,40,0.5207,4291,83,7682
6250,中,名詞,者,名詞,40,0.5207,4291,74,7682
6251,中,名詞,階,名詞,40,0.5207,4291,134,7682
6252,乗る,動詞,児童,名詞,40,0.5207,196,1055,7682
6253,付近,名詞,児童,名詞,40,0.5207,245,1055,7682
6254,休憩,名詞,救急,名詞,40,0.5207,433,416,7682
6255,休憩,名詞,残存,名詞,40,0.5207,433,241,7682
6256,体操,名詞,際,名詞,40,0.5207,112,3015,7682
6257,体育,名詞,取る,動詞,40,0.5207,891,321,7682
6258,体育,名詞,失う,動詞,40,0.5207,891,212,7682
6259,体育館,名詞,性,名詞,40,0.5207,562,252,7682
6260,倒れる,動詞,前方,名詞,40,0.5207,612,211,7682
6261,倒れる,動詞,教員,名詞,40,0.5207,612,106,7682
6262,倒れる,動詞,ｍ,名詞,40,0.5207,612,202,7682
6263,児童,名詞,切れる,動詞,40,0.5207,1055,141,7682
6264,児童,名詞,残存,名詞,40,0.5207,1055,241,7682
6265,児童,名詞,追いかける,動詞,40,0.5207,1055,169,7682
6266,入る,動詞,時間,名詞,40,0.5207,306,822,7682
6267,内,名詞,左,名詞,40,0.5207,182,1470,7682
6268,出す,動詞,部,名詞,40,0.5207,133,2321,7682
6269,出る,動詞,走る,動詞,40,0.5207,286,704,7682
6270,切る,動詞,時,名詞,40,0.5207,303,753,7682
6271,切る,動詞,額,名詞,40,0.5207,303,262,7682
6272,前,名詞,目,名詞,40,0.5207,588,215,7682
6273,前,名詞,額,名詞,40,0.5207,588,262,7682
6274,動,名詞,手術,名詞,40,0.5207,85,335,7682
6275,動,名詞,授業,名詞,40,0.5207,85,990,7682
6276,動,名詞,教員,名詞,40,0.5207,85,106,7682
6277,友人,名詞,追いかける,動詞,40,0.5207,691,169,7682
6278,受ける,動詞,地面,名詞,40,0.5207,749,429,7682
6279,受ける,動詞,指,名詞,40,0.5207,749,254,7682
6280,受ける,動詞,足,名詞,40,0.5207,749,667,7682
6281,受診,名詞,痛み,名詞,40,0.5207,279,171,7682
6282,台,名詞,際,名詞,40,0.5207,100,3015,7682
6283,右,名詞,疼痛,名詞,40,0.5207,1550,106,7682
6284,右,名詞,落下,名詞,40,0.5207,1550,282,7682
6285,右手,名詞,時,名詞,40,0.5207,347,753,7682
6286,右足,名詞,練習,名詞,40,0.5207,146,2068,7682
6287,器,名詞,植え込む,動詞,40,0.5207,69,41,7682
6288,地面,名詞,活動,名詞,40,0.5207,429,1104,7682
6289,場,名詞,膝,名詞,40,0.5207,886,358,7682
6290,場,名詞,２,名詞,40,0.5207,886,389,7682
6291,外,名詞,治療,名詞,40,0.5207,241,372,7682
6292,外傷,名詞,打つ,動詞,40,0.5207,193,835,7682
6293,大会,名詞,部,名詞,40,0.5207,174,2321,7682
6294,学校,名詞,治療,名詞,40,0.5207,278,372,7682
6295,守備,名詞,直撃,名詞,40,0.5207,173,488,7682
6296,崩す,動詞,転落,名詞,40,0.5207,518,174,7682
6297,左,名詞,準備,名詞,40,0.5207,1470,218,7682
6298,左,名詞,落下,名詞,40,0.5207,1470,282,7682
6299,左,名詞,複,名詞,40,0.5207,1470,76,7682
6300,左,名詞,角,名詞,40,0.5207,1470,178,7682
6301,床,名詞,相手,名詞,40,0.5207,465,908,7682
6302,廊下,名詞,残る,動詞,40,0.5207,366,797,7682
6303,廊下,名詞,窓,名詞,40,0.5207,366,166,7682
6304,廊下,名詞,角,名詞,40,0.5207,366,178,7682
6305,廊下,名詞,遊ぶ,動詞,40,0.5207,366,545,7682
6306,強い,形容詞,滑る,動詞,40,0.5207,577,388,7682
6307,強い,形容詞,頭部,名詞,40,0.5207,577,373,7682
6308,強打,名詞,階段,名詞,40,0.5207,810,194,7682
6309,後日,名詞,教員,名詞,40,0.5207,85,106,7682
6310,後日,名詞,植え込む,動詞,40,0.5207,85,41,7682
6311,心肺,名詞,手術,名詞,40,0.5207,96,335,7682
6312,心肺,名詞,走る,動詞,40,0.5207,96,704,7682
6313,思う,動詞,生徒,名詞,40,0.5207,94,2296,7682
6314,意識,名詞,授業,名詞,40,0.5207,227,990,7682
6315,意識,名詞,植込み,名詞,40,0.5207,227,75,7682
6316,意識,名詞,治療,名詞,40,0.5207,227,372,7682
6317,意識,名詞,ｍ,名詞,40,0.5207,227,202,7682
6318,戻る,動詞,生徒,名詞,40,0.5207,169,2296,7682
6319,手術,名詞,細,名詞,40,0.5207,335,84,7682
6320,手術,名詞,除,名詞,40,0.5207,335,81,7682
6321,打ち付ける,動詞,負傷,名詞,40,0.5207,138,1632,7682
6322,打ち付ける,動詞,部,名詞,40,0.5207,138,2321,7682
6323,抜ける,動詞,際,名詞,40,0.5207,115,3015,7682
6324,持つ,動詞,教室,名詞,40,0.5207,304,580,7682
6325,持つ,動詞,時,名詞,40,0.5207,304,753,7682
6326,振り向く,動詞,生徒,名詞,40,0.5207,77,2296,7682
6327,授業,名詞,自分,名詞,40,0.5207,990,216,7682
6328,授業,名詞,行く,動詞,40,0.5207,990,319,7682
6329,授業,名詞,近く,名詞,40,0.5207,990,254,7682
6330,授業,名詞,５,名詞,40,0.5207,990,162,7682
6331,教員,名詞,生徒,名詞,40,0.5207,106,2296,7682
6332,教員,名詞,細,名詞,40,0.5207,106,84,7682
6333,教員,名詞,除,名詞,40,0.5207,106,81,7682
6334,教室,名詞,角,名詞,40,0.5207,580,178,7682
6335,昼食,名詞,運動,名詞,40,0.5207,173,809,7682
6336,時,名詞,頭,名詞,40,0.5207,753,355,7682
6337,時間,名詞,目,名詞,40,0.5207,822,215,7682
6338,時間,名詞,相手,名詞,40,0.5207,822,908,7682
6339,朝,名詞,部,名詞,40,0.5207,119,2321,7682
6340,校庭,名詞,走る,動詞,40,0.5207,175,704,7682
6341,残存,名詞,試合,名詞,40,0.5207,241,965,7682
6342,気付く,動詞,部,名詞,40,0.5207,127,2321,7682
6343,滑る,動詞,自転車,名詞,40,0.5207,388,393,7682
6344,状,名詞,生徒,名詞,40,0.5207,186,2296,7682
6345,球,名詞,試合,名詞,40,0.5207,235,965,7682
6346,生徒,名詞,的,名詞,40,0.5207,2296,102,7682
6347,生徒,名詞,眼球,名詞,40,0.5207,2296,107,7682
6348,生徒,名詞,距離,名詞,40,0.5207,2296,79,7682
6349,生徒,名詞,途中,名詞,40,0.5207,2296,183,7682
6350,生徒,名詞,鼻,名詞,40,0.5207,2296,111,7682
6351,登校,名詞,道路,名詞,40,0.5207,234,172,7682
6352,直接,名詞,練習,名詞,40,0.5207,68,2068,7682
6353,相手,名詞,股間,名詞,40,0.5207,908,97,7682
6354,硬式,名詞,部,名詞,40,0.5207,45,2321,7682
6355,移動,名詞,負傷,名詞,40,0.5207,169,1632,7682
6356,移動,名詞,転倒,名詞,40,0.5207,169,1254,7682
6357,練習,名詞,見る,動詞,40,0.5207,2068,166,7682
6358,練習,名詞,転,名詞,40,0.5207,2068,80,7682
6359,腕,名詞,負傷,名詞,40,0.5207,123,1632,7682
6360,試合,名詞,飛ぶ,動詞,40,0.5207,965,274,7682
6361,負う,動詞,転倒,名詞,40,0.5207,234,1254,7682
6362,走る,動詞,除,名詞,40,0.5207,704,81,7682
6363,走る,動詞,２,名詞,40,0.5207,704,389,7682
6364,転倒,名詞,２,名詞,40,0.5207,1254,389,7682
6365,追う,動詞,際,名詞,40,0.5207,89,3015,7682
6366,運動,名詞,鬼ごっこ,名詞,40,0.5207,809,191,7682
6367,陸上,名詞,際,名詞,40,0.5207,75,3015,7682
6368,2,名詞,児童,名詞,39,0.5077,217,1055,7682
6369,AED,名詞,器,名詞,39,0.5077,100,69,7682
6370,AED,名詞,授業,名詞,39,0.5077,100,990,7682
6371,AED,名詞,蘇生,名詞,39,0.5077,100,65,7682
6372,cm,名詞,する,動詞,39,0.5077,42,6712,7682
6373,ある,動詞,前歯,名詞,39,0.5077,551,750,7682
6374,ある,動詞,１,名詞,39,0.5077,551,296,7682
6375,いる,動詞,ハンドボール,名詞,39,0.5077,5314,57,7682
6376,いる,動詞,下りる,動詞,39,0.5077,5314,51,7682
6377,いる,動詞,下肢,名詞,39,0.5077,5314,57,7682
6378,いる,動詞,崩れる,動詞,39,0.5077,5314,57,7682
6379,いる,動詞,注意,名詞,39,0.5077,5314,48,7682
6380,いる,動詞,眉,名詞,39,0.5077,5314,55,7682
6381,いる,動詞,近づく,動詞,39,0.5077,5314,47,7682
6382,いる,動詞,通る,動詞,39,0.5077,5314,51,7682
6383,うし,名詞,生徒,名詞,39,0.5077,111,2296,7682
6384,かかる,動詞,体重,名詞,39,0.5077,176,63,7682
6385,かかる,動詞,負傷,名詞,39,0.5077,176,1632,7682
6386,かける,動詞,足,名詞,39,0.5077,241,667,7682
6387,こと,名詞,体育,名詞,39,0.5077,305,891,7682
6388,する,動詞,ひっかかる,動詞,39,0.5077,6712,44,7682
6389,する,動詞,可動,名詞,39,0.5077,6712,40,7682
6390,する,動詞,周,名詞,39,0.5077,6712,44,7682
6391,する,動詞,四肢,名詞,39,0.5077,6712,41,7682
6392,する,動詞,守る,動詞,39,0.5077,6712,45,7682
6393,する,動詞,担当,名詞,39,0.5077,6712,43,7682
6394,する,動詞,爪,名詞,39,0.5077,6712,52,7682
6395,する,動詞,番,名詞,39,0.5077,6712,40,7682
6396,する,動詞,立てる,動詞,39,0.5077,6712,48,7682
6397,する,動詞,胸骨,名詞,39,0.5077,6712,39,7682
6398,する,動詞,言う,動詞,39,0.5077,6712,49,7682
6399,する,動詞,面,名詞,39,0.5077,6712,46,7682
6400,する,動詞,靴,名詞,39,0.5077,6712,47,7682
6401,する,動詞,飛ばす,動詞,39,0.5077,6712,43,7682
6402,せる,動詞,右,名詞,39,0.5077,248,1550,7682
6403,その後,名詞,行う,動詞,39,0.5077,177,601,7682
6404,それ,名詞,ところ,名詞,39,0.5077,106,1929,7682
6405,ため,名詞,ない,形容詞,39,0.5077,1266,103,7682
6406,ため,名詞,出血,名詞,39,0.5077,1266,191,7682
6407,ため,名詞,額,名詞,39,0.5077,1266,262,7682
6408,つまずく,動詞,負傷,名詞,39,0.5077,169,1632,7682
6409,とき,名詞,部分,名詞,39,0.5077,1108,259,7682
6410,ところ,名詞,コンクリート,名詞,39,0.5077,1929,124,7682
6411,ところ,名詞,切れる,動詞,39,0.5077,1929,141,7682
6412,ところ,名詞,折,名詞,39,0.5077,1929,203,7682
6413,ない,形容詞,生徒,名詞,39,0.5077,103,2296,7682
6414,なる,動詞,下校,名詞,39,0.5077,1043,281,7682
6415,なる,動詞,学校,名詞,39,0.5077,1043,278,7682
6416,なる,動詞,登校,名詞,39,0.5077,1043,234,7682
6417,の,名詞,際,名詞,39,0.5077,115,3015,7682
6418,ふざける,動詞,左,名詞,39,0.5077,217,1470,7682
6419,ふざける,動詞,部,名詞,39,0.5077,217,2321,7682
6420,ぶつかる,動詞,切る,動詞,39,0.5077,534,303,7682
6421,ぶつける,動詞,切る,動詞,39,0.5077,422,303,7682
6422,ぶつける,動詞,場,名詞,39,0.5077,422,886,7682
6423,よう,名詞,体育館,名詞,39,0.5077,366,562,7682
6424,れる,動詞,顎,名詞,39,0.5077,1340,224,7682
6425,れる,動詞,高次,名詞,39,0.5077,1340,63,7682
6426,グラウンド,名詞,試合,名詞,39,0.5077,153,965,7682
6427,グラウンド,名詞,野球,名詞,39,0.5077,153,702,7682
6428,サッカー,名詞,友人,名詞,39,0.5077,463,691,7682
6429,サッカー,名詞,跳ね返る,動詞,39,0.5077,463,105,7682
6430,ティー,名詞,練習,名詞,39,0.5077,58,2068,7682
6431,ドア,名詞,負傷,名詞,39,0.5077,138,1632,7682
6432,ハンドル,名詞,転倒,名詞,39,0.5077,68,1254,7682
6433,ボール,名詞,出血,名詞,39,0.5077,1623,191,7682
6434,ボール,名詞,持つ,動詞,39,0.5077,1623,304,7682
6435,マット,名詞,着地,名詞,39,0.5077,155,157,7682
6436,下,名詞,受ける,動詞,39,0.5077,374,749,7682
6437,下,名詞,運動,名詞,39,0.5077,374,809,7682
6438,中,名詞,体重,名詞,39,0.5077,4291,63,7682
6439,中,名詞,合う,動詞,39,0.5077,4291,84,7682
6440,中,名詞,損ねる,動詞,39,0.5077,4291,62,7682
6441,中,名詞,日,名詞,39,0.5077,4291,79,7682
6442,中,名詞,板,名詞,39,0.5077,4291,73,7682
6443,中,名詞,点,名詞,39,0.5077,4291,41,7682
6444,中,名詞,直接,名詞,39,0.5077,4291,68,7682
6445,人,名詞,前歯,名詞,39,0.5077,451,750,7682
6446,人,名詞,地面,名詞,39,0.5077,451,429,7682
6447,人,名詞,走る,動詞,39,0.5077,451,704,7682
6448,体,名詞,後,名詞,39,0.5077,231,788,7682
6449,体育,名詞,後方,名詞,39,0.5077,891,172,7682
6450,体育,名詞,背中,名詞,39,0.5077,891,144,7682
6451,体育館,名詞,友人,名詞,39,0.5077,562,691,7682
6452,体育館,名詞,外,名詞,39,0.5077,562,241,7682
6453,作業,名詞,際,名詞,39,0.5077,95,3015,7682
6454,保育,名詞,庭,名詞,39,0.5077,182,80,7682
6455,倒れる,動詞,機能,名詞,39,0.5077,612,222,7682
6456,倒れる,動詞,障害,名詞,39,0.5077,612,341,7682
6457,倒れる,動詞,頭,名詞,39,0.5077,612,355,7682
6458,停止,名詞,状態,名詞,39,0.5077,67,295,7682
6459,側,名詞,当たる,動詞,39,0.5077,170,1708,7682
6460,児童,名詞,左手,名詞,39,0.5077,1055,266,7682
6461,児童,名詞,座る,動詞,39,0.5077,1055,148,7682
6462,児童,名詞,治療,名詞,39,0.5077,1055,372,7682
6463,児童,名詞,顎,名詞,39,0.5077,1055,224,7682
6464,出る,動詞,顔面,名詞,39,0.5077,286,1039,7682
6465,出血,名詞,左,名詞,39,0.5077,191,1470,7682
6466,切る,動詞,友人,名詞,39,0.5077,303,691,7682
6467,切る,動詞,授業,名詞,39,0.5077,303,990,7682
6468,切れる,動詞,部,名詞,39,0.5077,141,2321,7682
6469,前,名詞,行う,動詞,39,0.5077,588,601,7682
6470,前方,名詞,前歯,名詞,39,0.5077,211,750,7682
6471,前歯,名詞,廊下,名詞,39,0.5077,750,366,7682
6472,前歯,名詞,登校,名詞,39,0.5077,750,234,7682
6473,前歯,名詞,行う,動詞,39,0.5077,750,601,7682
6474,割れる,動詞,友人,名詞,39,0.5077,192,691,7682
6475,割れる,動詞,時間,名詞,39,0.5077,192,822,7682
6476,力,名詞,生徒,名詞,39,0.5077,102,2296,7682
6477,参加,名詞,練習,名詞,39,0.5077,114,2068,7682
6478,友人,名詞,残る,動詞,39,0.5077,691,797,7682
6479,友人,名詞,滑る,動詞,39,0.5077,691,388,7682
6480,受ける,動詞,打球,名詞,39,0.5077,749,352,7682
6481,受ける,動詞,散る,動詞,39,0.5077,749,112,7682
6482,受ける,動詞,瞳,名詞,39,0.5077,749,111,7682
6483,口,名詞,折れる,動詞,39,0.5077,490,176,7682
6484,右,名詞,守備,名詞,39,0.5077,1550,173,7682
6485,右,名詞,耳,名詞,39,0.5077,1550,100,7682
6486,右側,名詞,頭部,名詞,39,0.5077,89,373,7682
6487,合う,動詞,生徒,名詞,39,0.5077,84,2296,7682
6488,合う,動詞,際,名詞,39,0.5077,84,3015,7682
6489,呼吸,名詞,行う,動詞,39,0.5077,60,601,7682
6490,器,名詞,後日,名詞,39,0.5077,69,85,7682
