前件,後件,項目数,共起事例数,支持度,信頼度,lift
発生場所2=体育館・屋内運動場 | 被災学年=1,発生場所1=学校内・校舎内（園内・園舎内）,3,368,0.04790419161676647,1.0,2.4519629747845517
性別=男 | 発生場所2=廊下,発生場所1=学校内・校舎内（園内・園舎内）,3,329,0.04282738870085915,1.0,2.4519629747845517
発生場所2=教室（保育室） | 被災学校種=小,発生場所1=学校内・校舎内（園内・園舎内）,3,326,0.04243686539963551,1.0,2.4519629747845517
場合別1=休憩時間 | 発生場所2=廊下,発生場所1=学校内・校舎内（園内・園舎内）,3,322,0.041916167664670656,1.0,2.4519629747845517
和暦=令和 | 発生場所2=体育館・屋内運動場,発生場所1=学校内・校舎内（園内・園舎内）,3,320,0.04165581879718823,1.0,2.4519629747845517
発生場所2=体育館・屋内運動場 | 被災学年=3,発生場所1=学校内・校舎内（園内・園舎内）,3,299,0.038922155688622756,1.0,2.4519629747845517
性別=女 | 発生場所2=教室（保育室）,発生場所1=学校内・校舎内（園内・園舎内）,3,266,0.034626399375162716,1.0,2.4519629747845517
発生場所2=体育館・屋内運動場 | 競技種目=バスケットボール,発生場所1=学校内・校舎内（園内・園舎内）,3,252,0.032803957302785736,1.0,2.4519629747845517
発生場所2=教室（保育室） | 被災学年=2,発生場所1=学校内・校舎内（園内・園舎内）,3,210,0.02733663108565478,1.0,2.4519629747845517
発生場所2=廊下 | 被災学校種=小,発生場所1=学校内・校舎内（園内・園舎内）,3,210,0.02733663108565478,1.0,2.4519629747845517
発生場所2=教室（保育室） | 被災学校種=中,発生場所1=学校内・校舎内（園内・園舎内）,3,203,0.026425410049466285,1.0,2.4519629747845517
発生場所2=体育館・屋内運動場 | 被災学校種=小,発生場所1=学校内・校舎内（園内・園舎内）,3,200,0.026034886748242645,1.0,2.4519629747845517
発生場所2=廊下 | 被災学校種=中,発生場所1=学校内・校舎内（園内・園舎内）,3,197,0.025644363447019005,1.0,2.4519629747845517
場合別2=休憩時間中 | 発生場所2=教室（保育室）,発生場所1=学校内・校舎内（園内・園舎内）,3,184,0.023952095808383235,1.0,2.4519629747845517
発生場所2=教室（保育室） | 被災学年=1,発生場所1=学校内・校舎内（園内・園舎内）,3,179,0.023301223639677168,1.0,2.4519629747845517
発生場所2=実習実験室,発生場所1=学校内・校舎内（園内・園舎内）,2,160,0.020827909398594115,1.0,2.4519629747845517
性別=女 | 発生場所2=廊下,発生場所1=学校内・校舎内（園内・園舎内）,3,159,0.0206977349648529,1.0,2.4519629747845517
場合別2=休憩時間中 | 発生場所2=廊下,発生場所1=学校内・校舎内（園内・園舎内）,3,156,0.020307211663629265,1.0,2.4519629747845517
和暦=令和 | 発生場所2=教室（保育室）,発生場所1=学校内・校舎内（園内・園舎内）,3,151,0.019656339494923198,1.0,2.4519629747845517
場合別1=保育中 | 発生場所2=教室（保育室）,発生場所1=学校内・校舎内（園内・園舎内）,3,143,0.01861494402499349,1.0,2.4519629747845517
発生場所2=教室（保育室） | 被災学年=3,発生場所1=学校内・校舎内（園内・園舎内）,3,138,0.017964071856287425,1.0,2.4519629747845517
発生場所2=廊下 | 被災学年=2,発生場所1=学校内・校舎内（園内・園舎内）,3,136,0.017703722988804998,1.0,2.4519629747845517
和暦=平成 | 発生場所2=実習実験室,発生場所1=学校内・校舎内（園内・園舎内）,3,129,0.016792501952616504,1.0,2.4519629747845517
発生場所2=廊下 | 被災学年=1,発生場所1=学校内・校舎内（園内・園舎内）,3,125,0.016271804217651654,1.0,2.4519629747845517
発生場所2=階段,発生場所1=学校内・校舎内（園内・園舎内）,2,119,0.015490757615204374,1.0,2.4519629747845517
発生場所2=体育館・屋内運動場 | 競技種目=バレーボール,発生場所1=学校内・校舎内（園内・園舎内）,3,118,0.015360583181463161,1.0,2.4519629747845517
発生場所2=体育館・屋内運動場 | 競技種目=バドミントン,発生場所1=学校内・校舎内（園内・園舎内）,3,116,0.015100234313980734,1.0,2.4519629747845517
場合別1=各教科等 | 発生場所2=教室（保育室）,発生場所1=学校内・校舎内（園内・園舎内）,3,114,0.014839885446498308,1.0,2.4519629747845517
性別=男 | 発生場所2=実習実験室,発生場所1=学校内・校舎内（園内・園舎内）,3,113,0.014709711012757094,1.0,2.4519629747845517
場合別1=特別活動（除学校行事） | 発生場所2=教室（保育室）,発生場所1=学校内・校舎内（園内・園舎内）,3,110,0.014319187711533454,1.0,2.4519629747845517
発生場所2=教室（保育室） | 被災学校種=保,発生場所1=学校内・校舎内（園内・園舎内）,3,107,0.013928664410309816,1.0,2.4519629747845517
場合別1=各教科等 | 発生場所2=実習実験室,発生場所1=学校内・校舎内（園内・園舎内）,3,107,0.013928664410309816,1.0,2.4519629747845517
発生場所2=廊下 | 被災学年=3,発生場所1=学校内・校舎内（園内・園舎内）,3,106,0.013798489976568603,1.0,2.4519629747845517
発生場所2=昇降口・玄関,発生場所1=学校内・校舎内（園内・園舎内）,2,102,0.01327779224160375,1.0,2.4519629747845517
場合別2=昼食時休憩時間中 | 発生場所2=教室（保育室）,発生場所1=学校内・校舎内（園内・園舎内）,3,96,0.01249674563915647,1.0,2.4519629747845517
発生場所2=体育館・屋内運動場 | 競技種目=柔道,発生場所1=学校内・校舎内（園内・園舎内）,3,96,0.01249674563915647,1.0,2.4519629747845517
和暦=平成 | 発生場所2=階段,発生場所1=学校内・校舎内（園内・園舎内）,3,94,0.012236396771674042,1.0,2.4519629747845517
発生場所2=教室（保育室） | 被災学年=4,発生場所1=学校内・校舎内（園内・園舎内）,3,93,0.01210622233793283,1.0,2.4519629747845517
場合別1=休憩時間 | 発生場所2=体育館・屋内運動場,発生場所1=学校内・校舎内（園内・園舎内）,3,92,0.011976047904191617,1.0,2.4519629747845517
発生場所2=教室（保育室） | 被災学年=5,発生場所1=学校内・校舎内（園内・園舎内）,3,92,0.011976047904191617,1.0,2.4519629747845517
和暦=令和 | 発生場所2=廊下,発生場所1=学校内・校舎内（園内・園舎内）,3,91,0.011845873470450404,1.0,2.4519629747845517
発生場所2=体育館・屋内運動場 | 給付年度=30,発生場所1=学校内・校舎内（園内・園舎内）,3,89,0.011585524602967977,1.0,2.4519629747845517
場合別2=昼食時休憩時間中 | 発生場所2=廊下,発生場所1=学校内・校舎内（園内・園舎内）,3,85,0.011064826868003124,1.0,2.4519629747845517
発生場所2=体育館・屋内運動場 | 競技種目=マット運動,発生場所1=学校内・校舎内（園内・園舎内）,3,82,0.010674303566779484,1.0,2.4519629747845517
発生場所2=体育館・屋内運動場 | 給付年度=18,発生場所1=学校内・校舎内（園内・園舎内）,3,81,0.01054412913303827,1.0,2.4519629747845517
和暦=平成 | 発生場所2=昇降口・玄関,発生場所1=学校内・校舎内（園内・園舎内）,3,80,0.010413954699297057,1.0,2.4519629747845517
発生場所2=体育館・屋内運動場 | 給付年度=20,発生場所1=学校内・校舎内（園内・園舎内）,3,78,0.010153605831814632,1.0,2.4519629747845517
場合別1=各教科等 | 競技種目=マット運動,発生場所1=学校内・校舎内（園内・園舎内）,3,78,0.010153605831814632,1.0,2.4519629747845517
場合別2=体育（保健体育） | 競技種目=マット運動,発生場所1=学校内・校舎内（園内・園舎内）,3,78,0.010153605831814632,1.0,2.4519629747845517
発生場所2=体育館・屋内運動場 | 給付年度=28,発生場所1=学校内・校舎内（園内・園舎内）,3,77,0.010023431398073419,1.0,2.4519629747845517
発生場所1=学校内・校舎内（園内・園舎内）,和暦=平成 | 発生場所2=体育館・屋内運動場,3,932,0.12132257224681073,0.2974784551548037,2.4519629747845513
和暦=令和 | 発生場所2=体育館・屋内運動場,場合別1=各教科等,3,149,0.01939599062744077,0.465625,2.4516321110349555
場合別2=休憩時間中 | 性別=男,被災学校種=小,3,273,0.03553762041135121,0.6162528216704289,2.4516075484579156
発生場所2=廊下,場合別1=休憩時間 | 被災学校種=小,3,151,0.019656339494923198,0.3094262295081967,2.4480044233593894
発生場所2=運動場・校庭（園庭） | 給付年度=4,発生場所1=学校内・校舎外（園内・園舎外）,3,83,0.010804478000520697,0.9325842696629213,2.442588598551163
競技種目=野球（含軟式）,性別=男 | 発生場所1=学校内・校舎外（園内・園舎外）,3,798,0.10387919812548815,0.7144136078782453,2.433758463734226
性別=男 | 発生場所1=学校内・校舎外（園内・園舎外）,競技種目=野球（含軟式）,3,798,0.10387919812548815,0.35388026607538803,2.433758463734226
競技種目=サッカー・フットサル,場合別2=体育的部活動 | 発生場所2=運動場・校庭（園庭）,3,214,0.027857328820619632,0.428,2.433675795706884
発生場所1=学校内・校舎外（園内・園舎外） | 競技種目=テニス（含ソフトテニス）,場合別1=課外指導,3,82,0.010674303566779484,0.9010989010989011,2.4322704702184677
競技種目=テニス（含ソフトテニス）,場合別1=課外指導,2,100,0.013017443374121323,0.9009009009009009,2.431736022740942
発生場所2=体育館・屋内運動場,性別=女 | 発生場所1=学校内・校舎内（園内・園舎内）,3,430,0.055975006508721684,0.34345047923322686,2.4294535740972822
性別=女 | 発生場所1=学校内・校舎内（園内・園舎内）,発生場所2=体育館・屋内運動場,3,430,0.055975006508721684,0.39594843462246776,2.4294535740972822
競技種目=ソフトボール | 被災学校種=中,発生場所2=運動場・校庭（園庭）,3,81,0.01054412913303827,0.8617021276595744,2.4283183215997255
発生場所2=運動場・校庭（園庭） | 競技種目=テニス（含ソフトテニス）,場合別1=課外指導,3,80,0.010413954699297057,0.898876404494382,2.42627144740894
競技種目=マット運動,発生場所1=学校内・校舎内（園内・園舎内）,2,82,0.010674303566779484,0.9879518072289156,2.4224212521967856
競技種目=サッカー・フットサル,場合別1=課外指導 | 発生場所2=運動場・校庭（園庭）,3,214,0.027857328820619632,0.428,2.4211310751104564
発生場所2=廊下,発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=1,3,125,0.016271804217651654,0.25614754098360654,2.4203264573629344
競技種目=バスケットボール,場合別1=課外指導 | 被災学校種=中,3,103,0.013407966675344963,0.2985507246376812,2.419268635724332
被災学年=4 | 被災学校種=小,場合別1=休憩時間,3,161,0.020958083832335328,0.5176848874598071,2.41901174298433
発生場所2=廊下,発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=3,3,106,0.013798489976568603,0.21721311475409835,2.411316687197953
性別=女 | 発生場所1=学校内・校舎内（園内・園舎内）,発生場所2=教室（保育室）,3,266,0.034626399375162716,0.24493554327808473,2.4061315133788326
発生場所2=教室（保育室）,性別=女 | 発生場所1=学校内・校舎内（園内・園舎内）,3,266,0.034626399375162716,0.340153452685422,2.406131513378832
発生場所1=学校内・校舎内（園内・園舎内） | 給付年度=20,発生場所2=体育館・屋内運動場,3,78,0.010153605831814632,0.39195979899497485,2.404980172427633
場合別1=休憩時間 | 被災学年=1,発生場所2=教室（保育室）,3,96,0.01249674563915647,0.24427480916030533,2.39964077233947
発生場所1=学校内・校舎外（園内・園舎外） | 給付年度=24,発生場所2=運動場・校庭（園庭）,3,131,0.01705285082009893,0.8506493506493507,2.3971710607807455
場合別1=休憩時間,和暦=平成 | 被災学校種=小,3,794,0.1033585003905233,0.4829683698296837,2.396746135033353
和暦=平成 | 被災学校種=小,場合別1=休憩時間,3,794,0.1033585003905233,0.5129198966408268,2.3967461350333523
発生場所1=学校内・校舎外（園内・園舎外） | 給付年度=23,発生場所2=運動場・校庭（園庭）,3,125,0.016271804217651654,0.8503401360544217,2.396299679079262
競技種目=サッカー・フットサル,場合別2=体育的部活動 | 発生場所1=学校内・校舎外（園内・園舎外）,3,217,0.02824785212184327,0.434,2.388243553008596
競技種目=ソフトボール,和暦=平成 | 発生場所1=学校内・校舎外（園内・園舎外）,3,153,0.019916688362405625,0.7183098591549296,2.3877353258451617
競技種目=サッカー・フットサル,発生場所1=学校内・校舎外（園内・園舎外） | 被災学校種=高,3,193,0.02512366571205415,0.386,2.381728514056225
場合別1=特別活動（除学校行事） | 性別=男,被災学校種=小,3,140,0.01822442072376985,0.5982905982905983,2.3801493402736282
場合別1=各教科等 | 競技種目=バスケットボール,発生場所1=学校内・校舎内（園内・園舎内）,3,99,0.01288726894038011,0.9705882352941176,2.379846416702653
場合別2=体育（保健体育） | 競技種目=バスケットボール,発生場所1=学校内・校舎内（園内・園舎内）,3,99,0.01288726894038011,0.9705882352941176,2.379846416702653
性別=女 | 競技種目=ソフトボール,発生場所2=運動場・校庭（園庭）,3,92,0.011976047904191617,0.8440366972477065,2.37853628329306
場合別2=休憩時間中 | 発生場所2=教室（保育室）,被災学校種=小,3,110,0.014319187711533454,0.5978260869565217,2.378301398239254
場合別1=各教科等 | 競技種目=サッカー・フットサル,発生場所1=学校内・校舎外（園内・園舎外）,3,107,0.013928664410309816,0.9067796610169492,2.375002167041324
場合別2=体育（保健体育） | 競技種目=サッカー・フットサル,発生場所1=学校内・校舎外（園内・園舎外）,3,107,0.013928664410309816,0.9067796610169492,2.375002167041324
競技種目=ソフトボール | 被災学校種=高,発生場所1=学校内・校舎外（園内・園舎外）,3,96,0.01249674563915647,0.9056603773584906,2.3720705826348194
場合別1=課外指導 | 競技種目=ラグビー,被災学校種=高,3,91,0.011845873470450404,0.91,2.371309362279512
場合別2=体育的部活動 | 競技種目=ラグビー,被災学校種=高,3,91,0.011845873470450404,0.91,2.371309362279512
発生場所1=学校内・校舎外（園内・園舎外） | 被災学年=4,場合別1=休憩時間,3,78,0.010153605831814632,0.5064935064935064,2.366717224381458
性別=女 | 発生場所2=体育館・屋内運動場,場合別1=各教科等,3,193,0.02512366571205415,0.44883720930232557,2.363240193187433
競技種目=ラグビー,被災学校種=高,2,94,0.012236396771674042,0.9038461538461539,2.3552734578853984
競技種目=サッカー・フットサル,場合別2=体育的部活動 | 性別=男,3,347,0.04517052850820099,0.694,2.3548180212014134
競技種目=サッカー・フットサル,場合別1=課外指導 | 発生場所1=学校内・校舎外（園内・園舎外）,3,217,0.02824785212184327,0.434,2.3545112994350283
性別=男 | 競技種目=ラグビー,被災学校種=高,3,92,0.011976047904191617,0.9019607843137255,2.350360496980339
被災学校種=小,和暦=平成 | 場合別1=休憩時間,3,794,0.1033585003905233,0.4111859140341792,2.35024567828167
和暦=平成 | 場合別1=休憩時間,被災学校種=小,3,794,0.1033585003905233,0.5907738095238095,2.35024567828167
場合別1=休憩時間,被災学校種=小,2,971,0.12639937516271804,0.5906326034063261,2.3496839250996358
被災学校種=小,場合別1=休憩時間,2,971,0.12639937516271804,0.502848265147592,2.3496839250996358
競技種目=ソフトボール,発生場所1=学校内・校舎外（園内・園舎外）,2,191,0.024863316844571725,0.8967136150234741,2.3486375692500268
通学方法=自転車,被災学年=1 | 被災学校種=高,3,121,0.0157511064826868,0.3398876404494382,2.3480367391480077
和暦=令和 | 場合別1=休憩時間,被災学校種=小,3,177,0.02304087477219474,0.59,2.347167270844122
和暦=平成 | 競技種目=ソフトボール,発生場所1=学校内・校舎外（園内・園舎外）,3,153,0.019916688362405625,0.8947368421052632,2.343460082186373
発生場所2=学校外体育館,場合別2=体育的部活動 | 被災学校種=高,3,94,0.012236396771674042,0.5433526011560693,2.3423314714258834
場合別2=体育的部活動 | 性別=女,発生場所2=体育館・屋内運動場,3,187,0.02434261910960687,0.38085539714867617,2.3368459751566535
発生場所2=体育館・屋内運動場,和暦=平成 | 発生場所1=学校内・校舎内（園内・園舎内）,3,932,0.12132257224681073,0.744408945686901,2.3331495392765293
和暦=平成 | 発生場所1=学校内・校舎内（園内・園舎内）,発生場所2=体育館・屋内運動場,3,932,0.12132257224681073,0.3802529579763362,2.333149539276529
和暦=平成 | 発生場所2=教室（保育室）,場合別1=休憩時間,3,315,0.04100494662848217,0.49920760697305866,2.3326720418290976
和暦=平成 | 発生場所2=その他,発生場所1=学校外（園外）,3,156,0.020307211663629265,0.49056603773584906,2.332010087801233
発生場所2=廊下,発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=2,3,136,0.017703722988804998,0.2786885245901639,2.327049180327869
発生場所2=学校外体育館,場合別1=課外指導 | 被災学校種=高,3,95,0.012366571205415256,0.5491329479768786,2.319098024386136
競技種目=サッカー・フットサル,性別=男 | 発生場所2=運動場・校庭（園庭）,3,318,0.0413954699297058,0.636,2.3188191741813005
場合別1=各教科等 | 被災学年=3,発生場所2=体育館・屋内運動場,3,168,0.02186930486852382,0.3775280898876405,2.3164303406684135
競技種目=サッカー・フットサル,場合別1=課外指導 | 性別=男,3,347,0.04517052850820099,0.694,2.3099254766031194
性別=女 | 競技種目=バレーボール,場合別2=体育的部活動,3,77,0.010023431398073419,0.8279569892473119,2.30866264660539
発生場所2=廊下,性別=女 | 発生場所1=学校内・校舎内（園内・園舎内）,3,159,0.0206977349648529,0.32581967213114754,2.304739154062132
場合別1=課外指導 | 発生場所2=その他,場合別2=体育的部活動,3,81,0.01054412913303827,0.826530612244898,2.3046853587169895
競技種目=サッカー・フットサル,発生場所1=学校内・校舎外（園内・園舎外） | 被災学校種=中,3,119,0.015490757615204374,0.238,2.3026649874055414
発生場所2=教室（保育室）,和暦=平成 | 場合別1=休憩時間,3,315,0.04100494662848217,0.40281329923273657,2.302389705882353
和暦=平成 | 場合別1=休憩時間,発生場所2=教室（保育室）,3,315,0.04100494662848217,0.234375,2.302389705882353
競技種目=野球（含軟式）,性別=男 | 被災学校種=高,3,794,0.1033585003905233,0.7108325872873769,2.30114451560962
性別=男 | 被災学校種=高,競技種目=野球（含軟式）,3,794,0.1033585003905233,0.33459755583649387,2.30114451560962
競技種目=柔道,性別=男 | 発生場所1=学校内・校舎内（園内・園舎内）,3,87,0.01132517573548555,0.6126760563380281,2.2992562114258583
競技種目=ソフトボール | 被災学校種=中,発生場所1=学校内・校舎外（園内・園舎外）,3,82,0.010674303566779484,0.8723404255319149,2.284800255348166
競技種目=野球（含軟式）,場合別2=体育的部活動 | 発生場所1=学校外（園外）,3,244,0.03176256183285603,0.21844225604297224,2.283093076084507
場合別2=体育的部活動 | 発生場所1=学校外（園外）,競技種目=野球（含軟式）,3,244,0.03176256183285603,0.33197278911564626,2.283093076084507
競技種目=水泳,発生場所1=学校内・校舎外（園内・園舎外）,2,81,0.01054412913303827,0.8709677419354839,2.2812049756387274
発生場所2=教室（保育室）,場合別1=休憩時間,2,381,0.04959645925540224,0.48721227621483376,2.276620867325032
場合別1=休憩時間,発生場所2=教室（保育室）,2,381,0.04959645925540224,0.23175182481751824,2.276620867325032
場合別1=休憩時間,発生場所1=学校内・校舎内（園内・園舎内） | 発生場所2=教室（保育室）,3,381,0.04959645925540224,0.23175182481751824,2.276620867325032
発生場所1=学校内・校舎内（園内・園舎内） | 発生場所2=教室（保育室）,場合別1=休憩時間,3,381,0.04959645925540224,0.48721227621483376,2.276620867325032
場合別2=授業終了後の特定時間中 | 発生場所1=学校内・校舎外（園内・園舎外）,発生場所2=運動場・校庭（園庭）,3,88,0.011455350169226764,0.8073394495412844,2.275121662280318
発生場所2=体育館・屋内運動場 | 被災学校種=中,場合別1=各教科等,3,193,0.02512366571205415,0.4317673378076063,2.273363049374936
和暦=平成 | 競技種目=バレーボール,場合別2=体育的部活動,3,97,0.012626920072897682,0.8151260504201681,2.272885052387561
場合別2=休憩時間中 | 被災学校種=中,発生場所1=学校内・校舎内（園内・園舎内）,3,147,0.019135641759958345,0.9245283018867925,2.2669091653668496
競技種目=テニス（含ソフトテニス）,発生場所1=学校内・校舎外（園内・園舎外） | 発生場所2=運動場・校庭（園庭）,3,89,0.011585524602967977,0.8018018018018018,2.265333373093579
場合別2=昼食時休憩時間中,被災学校種=小,2,300,0.03905233012236397,0.5681818181818182,2.260369097500118
場合別1=休憩時間 | 場合別2=昼食時休憩時間中,被災学校種=小,3,300,0.03905233012236397,0.5681818181818182,2.260369097500118
競技種目=サッカー・フットサル | 被災学年=2,場合別2=体育的部活動,3,154,0.020046862796146838,0.8105263157894737,2.260059222466329
競技種目=テニス（含ソフトテニス）,発生場所2=運動場・校庭（園庭）,2,89,0.011585524602967977,0.8018018018018018,2.25951630280317
競技種目=バレーボール,場合別2=体育的部活動,2,128,0.016662327518875295,0.810126582278481,2.2589446116382184
競技種目=バレーボール,場合別1=課外指導 | 場合別2=体育的部活動,3,128,0.016662327518875295,0.810126582278481,2.2589446116382184
場合別1=課外指導 | 競技種目=テニス（含ソフトテニス）,発生場所2=運動場・校庭（園庭）,3,80,0.010413954699297057,0.8,2.25443873807777
場合別2=体育的部活動 | 競技種目=テニス（含ソフトテニス）,発生場所2=運動場・校庭（園庭）,3,80,0.010413954699297057,0.8,2.25443873807777
発生場所2=体育館・屋内運動場,場合別1=各教科等,2,536,0.06977349648529028,0.4281150159744409,2.2541326612170356
場合別1=各教科等,発生場所2=体育館・屋内運動場,2,536,0.06977349648529028,0.36737491432488006,2.2541326612170356
場合別1=各教科等,発生場所1=学校内・校舎内（園内・園舎内） | 発生場所2=体育館・屋内運動場,3,536,0.06977349648529028,0.36737491432488006,2.2541326612170356
発生場所1=学校内・校舎内（園内・園舎内） | 発生場所2=体育館・屋内運動場,場合別1=各教科等,3,536,0.06977349648529028,0.4281150159744409,2.2541326612170356
競技種目=バスケットボール,発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=1,3,82,0.010674303566779484,0.23768115942028986,2.245838458384584
発生場所2=教室（保育室）,発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=2,3,210,0.02733663108565478,0.26854219948849106,2.2423273657289005
発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=2,発生場所2=教室（保育室）,3,210,0.02733663108565478,0.22826086956521738,2.2423273657289
和暦=平成 | 被災学年=4,発生場所2=教室（保育室）,3,77,0.010023431398073419,0.22781065088757396,2.2379046293073444
場合別2=昼食時休憩時間中,和暦=平成 | 被災学校種=小,3,238,0.03098151523040875,0.45075757575757575,2.236899029050192
性別=女 | 競技種目=バレーボール,場合別1=課外指導,3,77,0.010023431398073419,0.8279569892473119,2.2348438479964337
和暦=平成 | 場合別2=昼食時休憩時間中,被災学校種=小,3,238,0.03098151523040875,0.56,2.227819782496116
場合別1=課外指導 | 発生場所1=学校外（園外）,競技種目=野球（含軟式）,3,244,0.03176256183285603,0.32317880794701986,2.2226137893008118
競技種目=野球（含軟式）,場合別1=課外指導 | 発生場所1=学校外（園外）,3,244,0.03176256183285603,0.21844225604297224,2.2226137893008113
競技種目=バレーボール,和暦=平成 | 場合別2=体育的部活動,3,97,0.012626920072897682,0.6139240506329114,2.217284700029161
競技種目=サッカー・フットサル,発生場所2=運動場・校庭（園庭） | 被災学年=2,3,126,0.016401978651392868,0.252,2.212416
性別=女 | 競技種目=ソフトボール,発生場所1=学校内・校舎外（園内・園舎外）,3,92,0.011976047904191617,0.8440366972477065,2.2106682264769457
発生場所2=その他,発生場所1=学校外（園外）,2,176,0.022910700338453528,0.46437994722955145,2.2075289323127563
競技種目=バスケットボール,発生場所1=学校内・校舎内（園内・園舎内） | 被災学校種=中,3,99,0.01288726894038011,0.28695652173913044,2.2021978021978024
競技種目=野球（含軟式） | 被災学年=1,発生場所2=運動場・校庭（園庭）,3,343,0.044649830773236136,0.7813211845102506,2.201800931550897
和暦=平成 | 競技種目=バレーボール,場合別1=課外指導,3,97,0.012626920072897682,0.8151260504201681,2.200210231668212
和暦=令和 | 競技種目=サッカー・フットサル,場合別2=体育的部活動,3,86,0.011195001301744337,0.7889908256880734,2.200009990176327
場合別1=各教科等,性別=男 | 発生場所2=体育館・屋内運動場,3,343,0.044649830773236136,0.2350925291295408,2.19705694497948
性別=男 | 発生場所2=体育館・屋内運動場,場合別1=各教科等,3,343,0.044649830773236136,0.4172749391727494,2.1970569449794795
発生場所2=運動場・校庭（園庭） | 競技種目=サッカー・フットサル,場合別2=体育（保健体育）,3,107,0.013928664410309816,0.3101449275362319,2.191842992946949
場合別2=休憩時間中,性別=女 | 被災学校種=小,3,139,0.018094246290028638,0.2199367088607595,2.191379763253378
発生場所1=学校内・校舎内（園内・園舎内） | 給付年度=18,発生場所2=体育館・屋内運動場,3,81,0.01054412913303827,0.3568281938325991,2.189420275576698
競技種目=サッカー・フットサル | 被災学年=2,場合別1=課外指導,3,154,0.020046862796146838,0.8105263157894737,2.1877945038280875
競技種目=サッカー・フットサル,性別=男 | 発生場所1=学校内・校舎外（園内・園舎外）,3,321,0.04178599323092944,0.642,2.187070509977827
競技種目=バレーボール,場合別1=課外指導,2,128,0.016662327518875295,0.810126582278481,2.1867155323483103
場合別1=各教科等,和暦=平成 | 発生場所2=体育館・屋内運動場,3,387,0.05037750585784952,0.26525017135023987,2.186321691322471
和暦=平成 | 発生場所2=体育館・屋内運動場,場合別1=各教科等,3,387,0.05037750585784952,0.41523605150214593,2.186321691322471
競技種目=サッカー・フットサル | 被災学年=1,場合別2=体育的部活動,3,133,0.017313199687581358,0.7823529411764706,2.181501014198783
発生場所1=学校内・校舎内（園内・園舎内） | 競技種目=バレーボール,場合別2=体育的部活動,3,97,0.012626920072897682,0.782258064516129,2.181236461565482
被災学校種=小,場合別1=休憩時間 | 性別=男,3,620,0.0807081489195522,0.32107716209218023,2.1808264891177087
場合別1=休憩時間 | 性別=男,被災学校種=小,3,620,0.0807081489195522,0.5481874447391689,2.1808264891177087
場合別2=休憩時間中 | 発生場所1=学校内・校舎内（園内・園舎内）,被災学校種=小,3,249,0.032413434001562096,0.5472527472527473,2.1771080292053884
競技種目=野球（含軟式）,被災学年=1 | 被災学校種=高,3,352,0.045821400676907056,0.315129811996419,2.177002891867348
被災学年=1 | 被災学校種=高,競技種目=野球（含軟式）,3,352,0.045821400676907056,0.31654676258992803,2.1770028918673474
被災学年=4,発生場所2=教室（保育室）,2,93,0.01210622233793283,0.22142857142857142,2.1752100840336133
被災学年=4,発生場所1=学校内・校舎内（園内・園舎内） | 発生場所2=教室（保育室）,3,93,0.01210622233793283,0.22142857142857142,2.1752100840336133
和暦=令和 | 発生場所1=学校内・校舎内（園内・園舎内）,発生場所2=教室（保育室）,3,151,0.019656339494923198,0.22140762463343108,2.17500431257547
競技種目=サッカー・フットサル,発生場所2=運動場・校庭（園庭） | 被災学年=1,3,119,0.015490757615204374,0.238,2.173978596908442
発生場所1=学校内・校舎外（園内・園舎外） | 競技種目=サッカー・フットサル,場合別2=体育（保健体育）,3,107,0.013928664410309816,0.3074712643678161,2.1729477947318885
場合別1=各教科等 | 被災学年=1,発生場所2=体育館・屋内運動場,3,114,0.014839885446498308,0.35403726708074534,2.172295755362848
発生場所2=体育館・屋内運動場 | 被災学年=1,場合別2=体育（保健体育）,3,113,0.014709711012757094,0.3070652173913043,2.1700781968721246
競技種目=サッカー・フットサル,場合別2=体育的部活動 | 被災学校種=中,3,130,0.016922676386357718,0.26,2.168642779587405
競技種目=バドミントン,発生場所1=学校内・校舎内（園内・園舎内）,2,121,0.0157511064826868,0.8832116788321168,2.1656023353936553
場合別2=休憩時間中 | 被災学年=1,被災学校種=小,3,86,0.011195001301744337,0.5443037974683544,2.165376370870999
発生場所2=教室（保育室）,発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=1,3,179,0.023301223639677168,0.2289002557544757,2.162868099269228
発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=1,発生場所2=教室（保育室）,3,179,0.023301223639677168,0.2201722017220172,2.162868099269228
和暦=令和 | 被災学校種=小,場合別1=休憩時間,3,177,0.02304087477219474,0.4621409921671018,2.1594690400411656
発生場所2=学校外体育館,場合別2=体育的部活動 | 性別=男,3,110,0.014319187711533454,0.6358381502890174,2.1574684940460385
性別=男 | 発生場所2=その他,発生場所1=学校外（園外）,3,112,0.014579536579015881,0.4534412955465587,2.155529723012787
発生場所2=体育館・屋内運動場,和暦=平成 | 場合別1=各教科等,3,387,0.05037750585784952,0.30910543130990414,2.1528086340187524
和暦=平成 | 場合別1=各教科等,発生場所2=体育館・屋内運動場,3,387,0.05037750585784952,0.35086128739800543,2.152808634018752
