前件,後件,項目数,共起事例数,支持度,信頼度,lift
被災学年=6 | 被災学校種=小,性別=女,3,149,0.01939599062744077,0.38701298701298703,1.3519935271640593
競技種目=サッカー・フットサル | 被災学年=1,性別=男,3,164,0.021348607133558968,0.9647058823529412,1.3516087157095193
競技種目=野球（含軟式） | 被災学年=3,性別=男,3,191,0.024863316844571725,0.9646464646464646,1.351525468067507
場合別2=体育的部活動 | 給付年度=21,発生場所1=学校内・校舎外（園内・園舎外）,3,82,0.010674303566779484,0.5157232704402516,1.3507624151114943
給付年度=24,和暦=平成 | 被災学校種=高,3,163,0.021218432699817755,0.39659367396593675,1.3504577142758538
場合別2=体育（保健体育） | 性別=女,被災学年=3,3,105,0.01366831554282739,0.29914529914529914,1.35019635019635
性別=男 | 被災学校種=高,発生場所1=学校外（園外）,3,674,0.08773756834157771,0.28402865571007163,1.350190676463348
発生場所1=学校外（園外）,性別=男 | 被災学校種=高,3,674,0.08773756834157771,0.41707920792079206,1.3501906764633478
競技種目=野球（含軟式） | 被災学年=1,性別=男,3,423,0.0550637854725332,0.9635535307517085,1.3499942044929099
給付年度=24,和暦=平成 | 発生場所1=学校内・校舎内（園内・園舎内）,3,177,0.02304087477219474,0.4306569343065693,1.349778282065714
発生場所1=学校内・校舎内（園内・園舎内） | 給付年度=18,被災学校種=小,3,77,0.010023431398073419,0.3392070484581498,1.349450308780687
被災学校種=高,性別=男 | 被災学年=2,3,944,0.12288466545170529,0.3202170963364993,1.3493734141837563
性別=男 | 被災学年=2,被災学校種=高,3,944,0.12288466545170529,0.5178277564454197,1.3493734141837563
和暦=令和 | 性別=女,被災学校種=小,3,155,0.02017703722988805,0.33916849015317285,1.3492969142188886
場合別1=課外指導 | 給付年度=21,発生場所1=学校内・校舎外（園内・園舎外）,3,85,0.011064826868003124,0.5151515151515151,1.3492648958042754
場合別1=通学中 | 性別=男,被災学校種=高,3,192,0.02499349127831294,0.5175202156334232,1.348572013736756
被災学年=2,和暦=平成 | 場合別1=課外指導,3,938,0.12210361884925801,0.3845838458384584,1.3477979487824077
和暦=平成 | 場合別1=課外指導,被災学年=2,3,938,0.12210361884925801,0.4279197080291971,1.3477979487824077
場合別1=課外指導 | 発生場所1=学校外（園外）,被災学年=2,3,323,0.04204634209841187,0.4278145695364238,1.347466799171303
場合別1=休憩時間 | 被災学年=3,被災学校種=中,3,142,0.018484769591252278,0.3901098901098901,1.3468872700333374
和暦=平成 | 場合別1=通学中,性別=女,3,180,0.02343139807341838,0.3854389721627409,1.3464948540946684
給付年度=27,発生場所1=学校内・校舎外（園内・園舎外） | 被災学校種=高,3,94,0.012236396771674042,0.21809744779582366,1.345722565435757
場合別1=通学中,和暦=平成 | 性別=女,3,180,0.02343139807341838,0.3050847457627119,1.345385199167137
場合別1=課外指導 | 発生場所1=学校内・校舎内（園内・園舎内）,被災学校種=中,3,263,0.034235876073939076,0.3896296296296296,1.345229130253849
場合別2=体育（保健体育） | 発生場所1=学校内・校舎内（園内・園舎内）,和暦=令和,3,154,0.020046862796146838,0.28785046728971964,1.3450530959365123
和暦=令和 | 発生場所2=運動場・校庭（園庭）,場合別1=課外指導,3,291,0.03788076021869305,0.4982876712328767,1.3449915286053966
給付年度=20,和暦=平成 | 被災学校種=小,3,126,0.016401978651392868,0.2709677419354839,1.344686171542886
場合別1=課外指導,発生場所2=運動場・校庭（園庭）,2,1358,0.17677688102056757,0.47716092761770906,1.3446625993981076
発生場所2=運動場・校庭（園庭）,場合別1=課外指導,2,1358,0.17677688102056757,0.49816581071166544,1.3446625993981074
和暦=平成 | 発生場所2=運動場・校庭（園庭）,場合別1=課外指導,3,1067,0.13889612080187452,0.4981325863678805,1.3445729193527962
場合別1=課外指導,和暦=平成 | 発生場所2=運動場・校庭（園庭）,3,1067,0.13889612080187452,0.37491215741391426,1.344572919352796
競技種目=野球（含軟式）,和暦=令和 | 性別=男,3,232,0.03020046862796147,0.20769919427036707,1.3441829910572534
和暦=令和 | 場合別1=各教科等,被災学年=3,3,106,0.013798489976568603,0.29775280898876405,1.3439113270573946
性別=男 | 競技種目=野球（含軟式）,被災学年=2,3,462,0.06014058838844051,0.4265927977839335,1.343618643942672
給付年度=29,和暦=平成 | 被災学校種=高,3,157,0.020437386097370478,0.3944723618090452,1.3432343454862967
発生場所2=体育館・屋内運動場 | 被災学校種=中,被災学年=3,3,133,0.017313199687581358,0.2975391498881432,1.342946973819457
競技種目=バスケットボール | 被災学校種=高,被災学年=2,3,81,0.01054412913303827,0.4263157894736842,1.3427461643037484
被災学年=1,場合別2=体育的部活動,2,1068,0.13902629523561572,0.48151487826871053,1.3426487458657839
被災学年=1,場合別1=課外指導 | 場合別2=体育的部活動,3,1068,0.13902629523561572,0.48151487826871053,1.3426487458657839
場合別2=体育的部活動,被災学年=1,2,1068,0.13902629523561572,0.3876588021778584,1.3426487458657836
場合別1=課外指導 | 場合別2=体育的部活動,被災学年=1,3,1068,0.13902629523561572,0.3876588021778584,1.3426487458657836
給付年度=27,場合別2=体育的部活動 | 被災学年=2,3,87,0.01132517573548555,0.20185614849187936,1.3425618465061622
発生場所1=学校外（園外） | 被災学年=3,場合別1=課外指導,3,185,0.02408227024212445,0.49731182795698925,1.3423575061017539
給付年度=23,和暦=平成 | 性別=男,3,286,0.03722988804998698,0.7506561679790026,1.3423046281226019
発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=3,被災学校種=中,3,269,0.035016922676386356,0.38872832369942195,1.3421172955770604
発生場所2=体育館・屋内運動場 | 被災学年=2,被災学校種=高,3,224,0.029159073158031762,0.5149425287356322,1.3418549883809792
発生場所1=学校外（園外） | 被災学年=3,場合別2=体育的部活動,3,179,0.023301223639677168,0.48118279569892475,1.341722771890795
発生場所1=学校内・校舎外（園内・園舎外） | 給付年度=21,場合別1=課外指導,3,85,0.011064826868003124,0.49707602339181284,1.3417210160561863
発生場所2=学校外運動場・競技場,被災学年=2,2,210,0.02733663108565478,0.4259634888438134,1.3416365400976527
発生場所1=学校外（園外） | 発生場所2=学校外運動場・競技場,被災学年=2,3,210,0.02733663108565478,0.4259634888438134,1.3416365400976527
和暦=令和 | 場合別1=課外指導,発生場所2=体育館・屋内運動場,3,143,0.01861494402499349,0.21865443425076453,1.3416161053629176
給付年度=20,和暦=平成 | 発生場所1=学校内・校舎内（園内・園舎内）,3,199,0.02590471231450143,0.42795698924731185,1.3413160307620764
発生場所1=学校内・校舎内（園内・園舎内） | 被災学校種=中,場合別1=各教科等,3,255,0.033194480604009376,0.2547452547452547,1.341297496198113
場合別1=課外指導,発生場所1=学校内・校舎外（園内・園舎外） | 発生場所2=運動場・校庭（園庭）,3,1351,0.17586565998437906,0.4747013352073085,1.3411753060178535
発生場所1=学校内・校舎外（園内・園舎外） | 発生場所2=運動場・校庭（園庭）,場合別1=課外指導,3,1351,0.17586565998437906,0.4968738506803972,1.3411753060178535
給付年度=28,和暦=平成 | 発生場所1=学校内・校舎内（園内・園舎内）,3,166,0.021608956001041395,0.42783505154639173,1.3409338498487888
場合別1=休憩時間 | 被災学校種=中,被災学年=3,3,142,0.018484769591252278,0.29707112970711297,1.34083455840778
場合別1=各教科等 | 発生場所1=学校内・校舎内（園内・園舎内）,被災学年=3,3,240,0.031241864097891175,0.297029702970297,1.3406475782713405
場合別1=課外指導 | 競技種目=野球（含軟式）,被災学年=2,3,472,0.061442332725852644,0.42560865644724977,1.340518941708804
場合別2=体育的部活動 | 競技種目=野球（含軟式）,被災学年=2,3,472,0.061442332725852644,0.42560865644724977,1.340518941708804
給付年度=20,和暦=平成 | 場合別1=休憩時間,3,109,0.014189013277792241,0.23440860215053763,1.3398265488991297
給付年度=17,和暦=平成 | 発生場所2=運動場・校庭（園庭）,3,164,0.021348607133558968,0.3735763097949886,1.3397820783590582
発生場所1=学校外（園外）,場合別2=体育的部活動 | 被災学校種=高,3,502,0.06534756573808904,0.31064356435643564,1.3391491926970474
場合別2=体育的部活動 | 被災学校種=高,発生場所1=学校外（園外）,3,502,0.06534756573808904,0.28170594837261503,1.3391491926970474
和暦=令和 | 場合別2=体育（保健体育）,発生場所1=学校内・校舎内（園内・園舎内）,3,154,0.020046862796146838,0.5460992907801419,1.3390152415490104
場合別1=課外指導 | 被災学年=2,発生場所2=運動場・校庭（園庭）,3,563,0.07328820619630305,0.4751054852320675,1.338870263225511
発生場所2=運動場・校庭（園庭）,場合別1=課外指導 | 被災学年=2,3,563,0.07328820619630305,0.206529713866471,1.3388702632255107
和暦=平成 | 場合別1=各教科等,発生場所1=学校内・校舎内（園内・園舎内）,3,602,0.07836500911221037,0.5457842248413418,1.338242711532457
性別=女 | 発生場所1=学校内・校舎内（園内・園舎内）,場合別1=休憩時間,3,311,0.040484248893517316,0.2863720073664825,1.3381446232295124
場合別2=体育（保健体育） | 性別=男,発生場所1=学校内・校舎外（園内・園舎外）,3,376,0.04894558708669617,0.5108695652173914,1.3380497783839074
給付年度=26,和暦=平成 | 被災学年=2,3,137,0.01783389742254621,0.33496332518337407,1.3374159376604364
発生場所1=学校内・校舎外（園内・園舎外） | 給付年度=21,場合別2=体育的部活動,3,82,0.010674303566779484,0.47953216374269003,1.3371201749079291
給付年度=30,場合別2=体育的部活動 | 被災学年=2,3,81,0.01054412913303827,0.20099255583126552,1.3368180206889886
和暦=平成 | 競技種目=バスケットボール,被災学校種=中,3,101,0.013147617807862536,0.38697318007662834,1.3360575143140039
場合別2=昼食時休憩時間中 | 性別=女,発生場所1=学校内・校舎内（園内・園舎内）,3,79,0.010283780265555844,0.5448275862068965,1.3358970690205487
場合別1=休憩時間 | 被災学年=1,被災学校種=中,3,152,0.01978651392866441,0.38676844783715014,1.3353506590044886
被災学年=5 | 被災学校種=小,場合別1=各教科等,3,89,0.011585524602967977,0.2535612535612536,1.335063433761172
発生場所1=学校内・校舎外（園内・園舎外）,和暦=平成 | 場合別1=課外指導,3,1117,0.14540484248893518,0.38083873167405385,1.3346729638321542
和暦=平成 | 場合別1=課外指導,発生場所1=学校内・校舎外（園内・園舎外）,3,1117,0.14540484248893518,0.5095802919708029,1.3346729638321542
給付年度=25,和暦=平成 | 被災学年=2,3,127,0.01653215308513408,0.33421052631578946,1.3344102199365357
発生場所2=教室（保育室） | 被災学校種=中,被災学年=2,3,86,0.011195001301744337,0.4236453201970443,1.3343351167501822
場合別2=体育的部活動 | 給付年度=19,発生場所1=学校内・校舎外（園内・園舎外）,3,81,0.01054412913303827,0.5094339622641509,1.334289702732086
被災学年=2,場合別2=体育的部活動 | 性別=男,3,959,0.12483728195782348,0.3931939319393194,1.3341500817835035
場合別2=体育的部活動 | 性別=男,被災学年=2,3,959,0.12483728195782348,0.42358657243816256,1.3341500817835035
給付年度=21,和暦=平成 | 被災学校種=中,3,142,0.018484769591252278,0.30669546436285094,1.3341079033043153
給付年度=27,和暦=平成 | 被災学年=2,3,144,0.018745118458734705,0.33410672853828305,1.3339957841117935
競技種目=野球（含軟式）,被災学年=2,2,473,0.06157250715959386,0.423455684870188,1.333737831559157
給付年度=18,和暦=平成 | 性別=女,3,153,0.019916688362405625,0.30237154150197626,1.3334203110322511
和暦=平成 | 競技種目=サッカー・フットサル,場合別1=各教科等,3,99,0.01288726894038011,0.2531969309462916,1.3331451840503166
発生場所2=道路,被災学校種=高,2,315,0.04100494662848217,0.5113636363636364,1.3325289872949302
発生場所1=学校外（園外） | 発生場所2=道路,被災学校種=高,3,315,0.04100494662848217,0.5113636363636364,1.3325289872949302
発生場所2=運動場・校庭（園庭） | 給付年度=27,被災学校種=高,3,91,0.011845873470450404,0.5112359550561798,1.332196270943546
場合別2=体育的部活動 | 性別=女,被災学校種=高,3,251,0.03267378286904452,0.5112016293279023,1.3321068237777969
被災学年=2,場合別1=課外指導 | 性別=男,3,976,0.12705024733142412,0.4001640016400164,1.331915017590384
場合別1=課外指導 | 性別=男,被災学年=2,3,976,0.12705024733142412,0.42287694974003465,1.331915017590384
通学方法=徒歩,性別=女,2,77,0.010023431398073419,0.3811881188118812,1.3316448970954393
場合別1=通学中 | 通学方法=徒歩,性別=女,3,77,0.010023431398073419,0.3811881188118812,1.3316448970954393
発生場所1=学校外（園外） | 通学方法=徒歩,性別=女,3,77,0.010023431398073419,0.3811881188118812,1.3316448970954393
場合別1=課外指導 | 被災学年=3,被災学校種=中,3,199,0.02590471231450143,0.3856589147286822,1.331519902447522
性別=男 | 給付年度=28,被災学校種=高,3,142,0.018484769591252278,0.5107913669064749,1.3310377478207394
給付年度=25,和暦=平成 | 場合別2=体育的部活動,3,140,0.01822442072376985,0.3684210526315789,1.3306114369138642
発生場所1=学校外（園外）,場合別1=課外指導 | 被災学校種=高,3,509,0.06625878677427753,0.3149752475247525,1.3302033268197628
場合別1=課外指導 | 被災学校種=高,発生場所1=学校外（園外）,3,509,0.06625878677427753,0.279824079164376,1.3302033268197626
