単語,歯牙出現事例数,歯牙事例出現率（％）,非歯牙出現事例数,非歯牙事例出現率（％）,出現率差（pt）,オッズ比,OR_95%CI下限,OR_95%CI上限,p値,p値下限丸め,0.5補正,BH補正p値,BH有意（5%）
負う,24,1.5161,210,3.4432,-1.9271,0.4317053055988271,0.28195363170175486,0.6609933333978643,2.5110088934971253e-05,False,False,0.0003537983317354376,True
右側,4,0.2527,85,1.3937,-1.141,0.17923480982006482,0.06565229647916582,0.4893220614366389,2.896983126647798e-05,False,False,0.00040590132299623893,True
倒れる,87,5.4959,525,8.608,-3.1121,0.6174407944996181,0.4886454142239998,0.780183592468052,2.9231900355897685e-05,False,False,0.0004072978116255078,True
ペダル,12,0.7581,6,0.0984,0.6597,7.756842775302355,2.9066678414258953,20.70020144140173,3.007789565560725e-05,False,False,0.00041676995748211594,True
痛い,1,0.0632,58,0.951,-0.8878,0.06583765639304241,0.009112004574830003,0.4757018023566114,3.065793548234604e-05,False,False,0.0004224730889545268,True
足首,0,0.0,47,0.7706,-0.7706,0.04023399198976285,0.0024787488039452535,0.6530609753016561,3.2012538533981e-05,False,True,0.0004363448187131758,True
失う,21,1.3266,191,3.1317,-1.8051,0.4158583102613779,0.2640927781382239,0.6548385587542803,3.196482238399684e-05,False,False,0.0004363448187131758,True
呼吸,1,0.0632,59,0.9674,-0.9042,0.06471105016177763,0.008958623366257896,0.4674289611071427,3.238437878678653e-05,False,False,0.0004390271459311385,True
絡まる,15,0.9476,11,0.1804,0.7672,5.294526901669759,2.427005554732889,11.550041596666196,3.657853761075034e-05,False,False,0.000493220281332053,True
サッカー,62,3.9166,401,6.5748,-2.6582,0.5792159968258185,0.4406659046371885,0.7613277257180697,4.103466200666568e-05,False,False,0.0005503472316188103,True
スリップ,11,0.6949,5,0.082,0.6129,8.52849872773537,2.958892289182061,24.581932507279724,4.286265417659226e-05,False,False,0.0005718060461430499,True
タイヤ,25,1.5793,31,0.5083,1.071,3.140916808149406,1.849133642836536,5.335124604937791,4.3483200723975923e-05,False,False,0.0005770151715118075,True
縁石,13,0.8212,8,0.1312,0.6901,6.30437898089172,2.608450465694461,15.237089934206498,4.4089488889751874e-05,False,False,0.0005789342310759042,True
車輪,13,0.8212,8,0.1312,0.6901,6.30437898089172,2.608450465694461,15.237089934206498,4.4089488889751874e-05,False,False,0.0005789342310759042,True
下肢,1,0.0632,56,0.9182,-0.855,0.06821157666606466,0.009434914623234215,0.49314905084699834,4.743015253051686e-05,False,False,0.0006195563674298765,True
右目,0,0.0,45,0.7378,-0.7378,0.04201639850518916,0.0025869097403271985,0.6824272667215568,5.0655535822343847e-05,False,True,0.000649241839559741,True
睾丸,0,0.0,45,0.7378,-0.7378,0.04201639850518916,0.0025869097403271985,0.6824272667215568,5.0655535822343847e-05,False,True,0.000649241839559741,True
破裂,0,0.0,45,0.7378,-0.7378,0.04201639850518916,0.0025869097403271985,0.6824272667215568,5.0655535822343847e-05,False,True,0.000649241839559741,True
腹部,5,0.3159,89,1.4593,-1.1434,0.21396733170988735,0.08677294095022087,0.5276070920001753,5.073819798792234e-05,False,False,0.000649241839559741,True
感じる,2,0.1263,66,1.0821,-0.9558,0.11563452360416307,0.02829184296979072,0.47262184593062073,5.4467341318653264e-05,False,False,0.0006934217869400121,True
さ,9,0.5685,114,1.8692,-1.3006,0.3001905972045743,0.15194479958990026,0.5930732403692535,6.946295715369458e-05,False,False,0.000879864123946798,True
車道,9,0.5685,3,0.0492,0.5194,11.618805590851334,3.1417618781300223,42.96845165055866,7.858680567694327e-05,False,False,0.0009854785431888686,True
開ける,2,0.1263,63,1.033,-0.9066,0.12120116863949881,0.029624649566112937,0.49586150367103476,7.832647112857908e-05,False,False,0.0009854785431888686,True
滑る,112,7.0752,276,4.5253,2.5498,1.6063606537995447,1.2802518271047083,2.0155367057048985,7.924050956951842e-05,False,False,0.0009887323283599614,True
当たる,410,25.9002,1297,21.2658,4.6344,1.2941005573225906,1.1385178708707222,1.4709441944743966,9.486994935218237e-05,False,False,0.0011778902622538287,True
頭部,48,3.0322,325,5.3287,-2.2965,0.5555539964921072,0.4081807152716008,0.7561362687430863,0.00010041893666858347,False,False,0.0012406438086936323,True
ひっかく,0,0.0,41,0.6722,-0.6722,0.046096606191104804,0.0028339858616247067,0.7497910032337326,0.00012692076537783263,False,True,0.0015527672174029475,True
植え込む,0,0.0,41,0.6722,-0.6722,0.046096606191104804,0.0028339858616247067,0.7497910032337326,0.00012692076537783263,False,True,0.0015527672174029475,True
転,4,0.2527,76,1.2461,-0.9934,0.20075997466751108,0.0733414086979335,0.5495472222861099,0.00013432799944912326,False,False,0.0016354107894097144,True
体操,8,0.5054,104,1.7052,-1.1998,0.2927960927960928,0.14233946224045627,0.6022894186001205,0.00013509731739203842,False,False,0.001636831265793393,True
キャッチャー,27,1.7056,38,0.6231,1.0826,2.7676735218508997,1.684621035466196,4.547026638210509,0.00014167422269059093,False,False,0.0017082641851346252,True
シャトル,8,0.5054,101,1.656,-1.1506,0.30164387867358167,0.1465293106910183,0.6209612883057107,0.00019049468904499642,False,False,0.002285936268539957,True
上腕,0,0.0,39,0.6394,-0.6394,0.04844659922539799,0.0029759606054218573,0.7886774348525434,0.00020098145179167827,False,True,0.002377648495724194,True
胸骨,0,0.0,39,0.6394,-0.6394,0.04844659922539799,0.0029759606054218573,0.7886774348525434,0.00020098145179167827,False,True,0.002377648495724194,True
閉まる,0,0.0,39,0.6394,-0.6394,0.04844659922539799,0.0029759606054218573,0.7886774348525434,0.00020098145179167827,False,True,0.002377648495724194,True
距離,4,0.2527,75,1.2297,-0.977,0.20347055098163394,0.07430677087838625,0.5571533337726006,0.00020460716206765274,False,False,0.002409177288571235,True
乗り上げる,11,0.6949,7,0.1148,0.5801,6.089785532533624,2.356893274434131,15.734903329960813,0.0002068263147990183,False,False,0.0024239270911959715,True
可動,0,0.0,40,0.6558,-0.6558,0.047242590448568766,0.0029032504244337546,0.7687460694082214,0.00021955293587917865,False,True,0.002561110526441768,True
底,5,0.3159,81,1.3281,-1.0122,0.23541285264986153,0.0952451474166532,0.5818586321286495,0.0002290479345364573,False,False,0.0026595010176733097,True
休憩,60,3.7903,373,6.1158,-2.3255,0.6047750400912549,0.4578006975621403,0.7989346697483636,0.00023414675151235594,False,False,0.0027061753584930355,True
遊び,13,0.8212,131,2.1479,-1.3267,0.3772256527446881,0.21276697204065287,0.6688030182685838,0.0002395688455035309,False,False,0.0027561406629488783,True
左腕,7,0.4422,94,1.5412,-1.099,0.28374419483745544,0.13139046222840597,0.6127596078016525,0.0002658447668443963,False,False,0.003044468836738566,True
サード,13,0.8212,11,0.1804,0.6409,4.58274464389114,2.0491482433755395,10.248916123568156,0.0002895573613270973,False,False,0.0033009539191289085,True
投げる,55,3.4744,347,5.6895,-2.215,0.5966624922673024,0.44646067095888514,0.797396395328657,0.000292909026430759,False,False,0.0033240535669155817,True
かかる,18,1.1371,157,2.5742,-1.4371,0.43530249689668504,0.2664353420724897,0.7111979301639868,0.0003075249834397895,False,False,0.00347420116426573,True
制限,0,0.0,37,0.6067,-0.6067,0.05104725818334912,0.003132799966036925,0.8317870902347904,0.0003183556660219663,False,True,0.003532902700810139,True
減じる,0,0.0,37,0.6067,-0.6067,0.05104725818334912,0.003132799966036925,0.8317870902347904,0.0003183556660219663,False,True,0.003532902700810139,True
熱傷,0,0.0,37,0.6067,-0.6067,0.05104725818334912,0.003132799966036925,0.8317870902347904,0.0003183556660219663,False,True,0.003532902700810139,True
関わる,0,0.0,37,0.6067,-0.6067,0.05104725818334912,0.003132799966036925,0.8317870902347904,0.0003183556660219663,False,True,0.003532902700810139,True
網膜,0,0.0,38,0.6231,-0.6231,0.049713153912711854,0.003052380041496211,0.8096625054387242,0.0003468516781567421,False,True,0.003832176250295635,True
根本,5,0.3159,0,0.0,0.3159,42.505226480836235,2.34899162217144,769.1361097818858,0.00036970252571728293,False,True,0.004048969146283605,True
永久歯,5,0.3159,0,0.0,0.3159,42.505226480836235,2.34899162217144,769.1361097818858,0.00036970252571728293,False,True,0.004048969146283605,True
回,8,0.5054,98,1.6068,-1.1015,0.31103336572724327,0.1509687581310825,0.6408064542176242,0.0003803650300135406,False,False,0.004129677468718441,True
教員,8,0.5054,98,1.6068,-1.1015,0.31103336572724327,0.1509687581310825,0.6408064542176242,0.0003803650300135406,False,False,0.004129677468718441,True
マット,15,0.9476,140,2.2955,-1.3479,0.4071838556851312,0.23838234046499893,0.6955158339631857,0.00039412263420670994,False,False,0.004260601580131158,True
座る,14,0.8844,134,2.1971,-1.3127,0.397201373628987,0.2284060830432166,0.69073874526758,0.0004255199691957761,False,False,0.004580275033231787,True
シート,13,0.8212,12,0.1968,0.6245,4.20015923566879,1.9127375612787838,9.223083167342363,0.0004901659455354197,False,False,0.0052312178357567345,True
セカンド,13,0.8212,12,0.1968,0.6245,4.20015923566879,1.9127375612787838,9.223083167342363,0.0004901659455354197,False,False,0.0052312178357567345,True
ベランダ,0,0.0,35,0.5739,-0.5739,0.05394094913656235,0.0033069670550782116,0.8798472876484076,0.0005044529116580176,False,True,0.005271532926826283,True
冷却,0,0.0,35,0.5739,-0.5739,0.05394094913656235,0.0033069670550782116,0.8798472876484076,0.0005044529116580176,False,True,0.005271532926826283,True
嘔吐,0,0.0,35,0.5739,-0.5739,0.05394094913656235,0.0033069670550782116,0.8798472876484076,0.0005044529116580176,False,True,0.005271532926826283,True
域,0,0.0,35,0.5739,-0.5739,0.05394094913656235,0.0033069670550782116,0.8798472876484076,0.0005044529116580176,False,True,0.005271532926826283,True
管理,0,0.0,35,0.5739,-0.5739,0.05394094913656235,0.0033069670550782116,0.8798472876484076,0.0005044529116580176,False,True,0.005271532926826283,True
ない,8,0.5054,95,1.5576,-1.0523,0.32101587301587303,0.155680796604653,0.6619389993862808,0.0005265057245736132,False,False,0.005479155009255692,True
段差,31,1.9583,53,0.869,1.0893,2.2785693444855086,1.4577225835373095,3.5616367038991115,0.0005657361264638863,False,False,0.005863083492443913,True
倒立,2,0.1263,53,0.869,-0.7427,0.14430799708806225,0.03512903489830258,0.5928087146104442,0.0006183675628316076,False,False,0.0063331144805285336,True
深い,2,0.1263,53,0.869,-0.7427,0.14430799708806225,0.03512903489830258,0.5928087146104442,0.0006183675628316076,False,False,0.0063331144805285336,True
扉,4,0.2527,67,1.0985,-0.8459,0.22806801962322648,0.08303763340147181,0.626402986744303,0.0006186654895253153,False,False,0.0063331144805285336,True
膝,49,3.0954,309,5.0664,-1.971,0.5985367273831976,0.4404925108806494,0.8132855955039253,0.0006280919317211361,False,False,0.006403473840474022,True
ｃｍ,1,0.0632,44,0.7214,-0.6583,0.08698712791633145,0.011975227235540392,0.6318677945981169,0.0006391283282311275,False,False,0.0064896107174237565,True
戸,1,0.0632,45,0.7378,-0.6747,0.08504003371260009,0.011712906566268878,0.6174220969768937,0.0006771050728360416,False,False,0.0068474980752935176,True
ロック,8,0.5054,4,0.0656,0.4398,7.73968253968254,2.327588441724888,25.735944010219935,0.0007115919913187568,False,False,0.007167360298102177,True
科,3,0.1895,60,0.9838,-0.7943,0.19110759493670887,0.05985727567762357,0.6101532759224163,0.0007952491631028547,False,False,0.007946154984310597,True
～,3,0.1895,60,0.9838,-0.7943,0.19110759493670887,0.05985727567762357,0.6101532759224163,0.0007952491631028547,False,False,0.007946154984310597,True
指先,0,0.0,33,0.5411,-0.5411,0.05718015542747268,0.003501500908683136,0.9337624807127558,0.0007996533582567407,False,True,0.007958454851221847,True
出来事,0,0.0,34,0.5575,-0.5575,0.055513607263308666,0.0034014712281118967,0.9060081313977515,0.0008668798908259013,False,True,0.008492713930435002,True
引っかく,0,0.0,34,0.5575,-0.5575,0.055513607263308666,0.0034014712281118967,0.9060081313977515,0.0008668798908259013,False,True,0.008492713930435002,True
挫傷,0,0.0,34,0.5575,-0.5575,0.055513607263308666,0.0034014712281118967,0.9060081313977515,0.0008668798908259013,False,True,0.008492713930435002,True
校庭,19,1.2003,156,2.5578,-1.3575,0.4628049380287232,0.2865199686076919,0.7475514244420456,0.0008614513888058266,False,False,0.008492713930435002,True
雨,20,1.2634,28,0.4591,0.8043,2.7744264692441276,1.5588184324583492,4.937997955992293,0.000920885809914127,False,False,0.008986698876516073,True
構える,9,0.5685,6,0.0984,0.4702,5.806543837357052,2.0636770932767257,16.337803741192218,0.0009752469759992008,False,False,0.009478673069560935,True
担当,1,0.0632,42,0.6886,-0.6255,0.09115947263861297,0.01253647466570984,0.6628697200242375,0.000982637559045392,False,False,0.009478673069560935,True
開く,1,0.0632,42,0.6886,-0.6255,0.09115947263861297,0.01253647466570984,0.6628697200242375,0.000982637559045392,False,False,0.009478673069560935,True
間,19,1.2003,153,2.5086,-1.3084,0.47211774735469636,0.292138524329961,0.7629776588982835,0.0011187245893732774,False,False,0.010750043180644367,True
教諭,3,0.1895,58,0.951,-0.7615,0.19776298559580968,0.06188298223617063,0.6320024836958891,0.001175782219168175,False,False,0.011255197731579323,True
守る,19,1.2003,26,0.4263,0.774,2.837571316151879,1.5664053749936093,5.140311124303155,0.0011804074223027996,False,False,0.01125650880279628,True
歩行,11,0.6949,10,0.164,0.5309,4.2607506361323155,1.806274510579526,10.050518831424682,0.0012394796518837188,False,False,0.011775056692895329,True
枝,0,0.0,31,0.5083,-0.5083,0.06083068950135575,0.003720195236018371,0.994671663837397,0.0012681833643334727,False,True,0.012002278783956037,True
停止,4,0.2527,63,1.033,-0.7803,0.24270937000512682,0.08820952486145342,0.6678172043303638,0.001300210055531493,False,False,0.012259123380725505,True
ひねる,0,0.0,32,0.5247,-0.5247,0.05894926040173909,0.0036075552152827705,0.9632604615975813,0.001371582337701474,False,True,0.012835554115504839,True
遊戯,0,0.0,32,0.5247,-0.5247,0.05894926040173909,0.0036075552152827705,0.9632604615975813,0.001371582337701474,False,True,0.012835554115504839,True
等,9,0.5685,95,1.5576,-0.9891,0.3613722998729352,0.1820131052261583,0.7174754749290805,0.0013781635163976076,False,False,0.012849197394517472,True
試合,237,14.9716,728,11.9364,3.0352,1.2990535653054227,1.1088756261600663,1.5218480104721264,0.0014049430744394516,False,False,0.013050360113682017,True
ｍ,24,1.5161,178,2.9185,-1.4024,0.5120827957996699,0.33316812213375957,0.7870764708057133,0.0014204604847199577,False,False,0.013145811423164774,True
レシーブ,17,1.0739,23,0.3771,0.6968,2.867788328058193,1.5283457383407828,5.381118740498633,0.0014598953604919814,False,False,0.01346109398571283,True
処置,1,0.0632,40,0.6558,-0.5927,0.09574905183312263,0.013152482047609318,0.6970456902169593,0.0015090827450130635,False,False,0.01376283463451914,True
四肢,1,0.0632,40,0.6558,-0.5927,0.09574905183312263,0.013152482047609318,0.6970456902169593,0.0015090827450130635,False,False,0.01376283463451914,True
園児,1,0.0632,40,0.6558,-0.5927,0.09574905183312263,0.013152482047609318,0.6970456902169593,0.0015090827450130635,False,False,0.01376283463451914,True
背中,15,0.9476,128,2.0987,-1.1511,0.44625418526785715,0.2606305438181605,0.7640808132143526,0.0016465364675916294,False,False,0.014962005292463066,True
冠,5,0.3159,1,0.0164,0.2995,19.32192648922687,2.255687031741598,165.5091499847107,0.0018382551532734304,False,False,0.016583970951114257,True
歯茎,5,0.3159,1,0.0164,0.2995,19.32192648922687,2.255687031741598,165.5091499847107,0.0018382551532734304,False,False,0.016583970951114257,True
身体,8,0.5054,86,1.4101,-0.9047,0.3551421188630491,0.17172904344848486,0.7344472551515216,0.0019766433962541646,False,False,0.017768536336220234,True
ごと,25,1.5793,42,0.6886,0.8906,2.3140931597285896,1.4060584939151703,3.8085379627355134,0.0020015191689366123,False,False,0.01777061413999795,True
けいれん,0,0.0,29,0.4755,-0.4755,0.06497621124627381,0.003967848133016515,1.0640296418579749,0.0020123023986281575,False,True,0.01777061413999795,True
せき柱,0,0.0,29,0.4755,-0.4755,0.06497621124627381,0.003967848133016515,1.0640296418579749,0.0020123023986281575,False,True,0.01777061413999795,True
火傷,0,0.0,29,0.4755,-0.4755,0.06497621124627381,0.003967848133016515,1.0640296418579749,0.0020123023986281575,False,True,0.01777061413999795,True
精巣,0,0.0,29,0.4755,-0.4755,0.06497621124627381,0.003967848133016515,1.0640296418579749,0.0020123023986281575,False,True,0.01777061413999795,True
頭痛,2,0.1263,47,0.7706,-0.6443,0.16289178677648136,0.03952343310647511,0.6713418373285912,0.0020954873142934286,False,False,0.01844028836578217,True
狭窄,0,0.0,30,0.4919,-0.4919,0.06283549100094726,0.0038400539524247844,1.0281884000189607,0.002171524426526816,False,True,0.0189762482987082,True
頚椎,0,0.0,30,0.4919,-0.4919,0.06283549100094726,0.0038400539524247844,1.0281884000189607,0.002171524426526816,False,True,0.0189762482987082,True
避ける,29,1.832,53,0.869,0.963,2.1288215439158837,1.349093947542362,3.3592035410848236,0.002184614198826724,False,False,0.019024348648116054,True
部分,34,2.1478,225,3.6891,-1.5413,0.5730320636970089,0.3978127078872443,0.825427995422219,0.0022086391614393377,False,False,0.019167013899272868,True
骨,11,0.6949,104,1.7052,-1.0103,0.4033629379526326,0.21614083091606467,0.7527576304033099,0.0023105003726399953,False,False,0.019981844602003824,True
ディフェンス,23,1.4529,39,0.6394,0.8135,2.2909270216962523,1.3643333922013055,3.8468212012827983,0.002456861864654606,False,False,0.02102241299055626,True
中心,1,0.0632,39,0.6394,-0.5763,0.09822036370708936,0.013483587368555183,0.7154802044188225,0.002457484450103029,False,False,0.02102241299055626,True
