N,N-gram,総出現回数,出現事例数,事例出現率（％）,N別順位
2,れる 床,9,9,0.1172,1569
2,教室 後ろ,9,9,0.1172,1570
2,走る 転ぶ,9,9,0.1172,1571
2,体育 跳び箱,9,9,0.1172,1572
2,顔面 打撲,9,9,0.1172,1573
2,味方 選手,9,9,0.1172,1574
2,取り合い 相手,9,9,0.1172,1575
2,部 キャッチボール,9,9,0.1172,1576
2,部 紅白,9,9,0.1172,1577
2,イレギュラー 口,9,9,0.1172,1578
2,部 裂創,9,9,0.1172,1579
2,体育館 移動,9,9,0.1172,1580
2,選手 衝突,9,9,0.1172,1581
2,相手 シュート,9,9,0.1172,1582
2,ボール 目,9,9,0.1172,1583
2,キャッチ ボール,9,9,0.1172,1584
2,歯牙 脱臼,9,9,0.1172,1585
2,右手 負傷,9,9,0.1172,1586
2,遊ぶ 友達,9,9,0.1172,1587
2,歯 欠ける,9,9,0.1172,1588
2,字 溝,9,6,0.0781,1589
2,側 走る,9,9,0.1172,1590
2,ボール 打球,9,9,0.1172,1591
2,ピッチングマシーン ボール,9,8,0.1041,1592
2,上口 唇,9,9,0.1172,1593
2,入る しまう,9,9,0.1172,1594
2,持つ くる,9,9,0.1172,1595
2,つく 状態,9,9,0.1172,1596
2,顔面 倒れる,9,9,0.1172,1597
2,走り高跳び 練習,9,9,0.1172,1598
2,出血 歯,9,9,0.1172,1599
2,練習 マット,9,9,0.1172,1600
2,歩く 後ろ,9,9,0.1172,1601
2,鉄 パイプ,9,7,0.0911,1602
2,行く ボール,9,9,0.1172,1603
2,本 欠ける,9,9,0.1172,1604
2,人 ボール,9,9,0.1172,1605
2,相手 額,9,9,0.1172,1606
2,足 とる,9,9,0.1172,1607
2,友達 足,9,9,0.1172,1608
2,割れる 前腕,9,9,0.1172,1609
2,ピッチャー 打球,9,9,0.1172,1610
2,部員 名,9,9,0.1172,1611
2,勢い よい,9,9,0.1172,1612
2,練習 一塁,9,9,0.1172,1613
2,当たる 倒れる,9,9,0.1172,1614
2,送球 ボール,9,9,0.1172,1615
2,名 名,9,5,0.0651,1616
2,場 ティー,9,9,0.1172,1617
2,ティー ボール,9,9,0.1172,1618
2,平均 台,9,7,0.0911,1619
2,昼休み 廊下,9,9,0.1172,1620
2,深い さ,9,9,0.1172,1621
2,練習 ランニング,9,9,0.1172,1622
2,部 バント,9,9,0.1172,1623
2,試合 練習,9,9,0.1172,1624
2,チーム 接触,9,9,0.1172,1625
2,走る 急,9,9,0.1172,1626
2,頭痛 訴える,9,9,0.1172,1627
2,転倒 階段,9,9,0.1172,1628
2,内 出血,9,9,0.1172,1629
2,金属 部分,9,9,0.1172,1630
2,部 打撃,9,9,0.1172,1631
2,転倒 近く,9,9,0.1172,1632
2,人 遊ぶ,9,9,0.1172,1633
2,男子 人,9,8,0.1041,1634
2,室内 練習,9,9,0.1172,1635
2,ボール 回し,9,9,0.1172,1636
2,球 ボール,9,9,0.1172,1637
2,向かう 投げる,9,9,0.1172,1638
2,練習 外野,9,9,0.1172,1639
2,昼休み 体育館,9,9,0.1172,1640
2,ゲーム ボール,9,9,0.1172,1641
2,言う れる,9,9,0.1172,1642
2,注意 れる,9,9,0.1172,1643
2,練習 終える,9,9,0.1172,1644
2,走る つまずく,9,9,0.1172,1645
2,パス カット,9,9,0.1172,1646
2,走る 勢い,9,9,0.1172,1647
2,ゴール 倒れる,9,8,0.1041,1648
2,練習 蹴る,9,9,0.1172,1649
2,角 顔面,9,9,0.1172,1650
2,負傷 歯科,9,9,0.1172,1651
2,外 競技,9,9,0.1172,1652
2,状態 倒れる,9,9,0.1172,1653
2,直撃 救急,9,9,0.1172,1654
2,反対 方向,9,9,0.1172,1655
2,時間 トイレ,9,9,0.1172,1656
2,部 合同,9,9,0.1172,1657
2,ちょっかい かける,9,9,0.1172,1658
2,硬式 テニス,9,9,0.1172,1659
2,階 転落,9,9,0.1172,1660
2,左上 肢,9,9,0.1172,1661
2,アルコール ランプ,9,6,0.0781,1662
2,ガラス ぶつかる,9,9,0.1172,1663
2,～ 分,9,9,0.1172,1664
2,教室 出入り口,9,9,0.1172,1665
2,眼 横,9,9,0.1172,1666
2,左腕 地面,9,9,0.1172,1667
2,ガラス 右手,9,9,0.1172,1668
2,押す ガラス,9,8,0.1041,1669
2,額 強い,9,9,0.1172,1670
2,挫傷 負う,9,9,0.1172,1671
2,児 顔,9,9,0.1172,1672
2,相手 爪,9,9,0.1172,1673
2,深い 切れる,9,9,0.1172,1674
2,教室 入ろう,9,9,0.1172,1675
2,扉 閉める,9,9,0.1172,1676
2,尺 骨,9,9,0.1172,1677
2,止め 入る,9,9,0.1172,1678
2,右手 地面,9,9,0.1172,1679
2,足首 捻る,9,9,0.1172,1680
2,人 鬼ごっこ,9,9,0.1172,1681
2,タックル れる,9,9,0.1172,1682
2,いす 座る,9,9,0.1172,1683
2,遊ぶ 児,9,9,0.1172,1684
2,. ｍ,9,9,0.1172,1685
2,切る 負傷,9,9,0.1172,1686
2,運ぶ れる,9,9,0.1172,1687
2,左手 関節,9,8,0.1041,1688
2,室 遊ぶ,9,9,0.1172,1689
2,右足 負傷,9,9,0.1172,1690
2,踏む れる,9,9,0.1172,1691
2,倒れる 後頭部,9,9,0.1172,1692
2,膝 捻る,9,9,0.1172,1693
2,左腕 骨折,9,9,0.1172,1694
2,からかう れる,9,9,0.1172,1695
2,体育 跳箱,9,9,0.1172,1696
2,バスケットボール 遊ぶ,9,9,0.1172,1697
2,室 運ぶ,9,9,0.1172,1698
2,あおる れる,9,9,0.1172,1699
2,激しい 痛み,9,9,0.1172,1700
2,天 板,9,5,0.0651,1701
2,転倒 腰,9,9,0.1172,1702
2,手術 下腿,9,9,0.1172,1703
2,眼 ける,9,9,0.1172,1704
2,関節 疼痛,9,9,0.1172,1705
2,落下 肘,9,9,0.1172,1706
2,処置 救急,9,9,0.1172,1707
2,ほお 瘢痕,9,9,0.1172,1708
2,運動 障害,9,9,0.1172,1709
2,損ねる 眼,9,9,0.1172,1710
2,打つ 眼,9,9,0.1172,1711
2,ハーフ バッティング,9,8,0.1041,1712
2,眼 殴る,9,9,0.1172,1713
2,当たる 眼窩,9,9,0.1172,1714
2,視力 低下,9,9,0.1172,1715
2,眼 打撲,9,9,0.1172,1716
2,相手 パンチ,9,9,0.1172,1717
2,頭部 眼,9,9,0.1172,1718
2,眼球 直撃,9,9,0.1172,1719
2,入る 負傷,9,9,0.1172,1720
2,部 テニス,9,9,0.1172,1721
2,バドミントン 試合,9,9,0.1172,1722
2,眼 辺り,9,9,0.1172,1723
2,異変 気付く,9,9,0.1172,1724
2,障害 調節,9,9,0.1172,1725
2,手術 眼窩,9,9,0.1172,1726
2,底 頭部,9,9,0.1172,1727
2,底 頭,9,9,0.1172,1728
2,損傷 四肢,9,9,0.1172,1729
2,", ｍ",9,9,0.1172,1730
2,人工 呼吸,9,8,0.1041,1731
2,ヘリ 病院,9,9,0.1172,1732
2,解析 結果,9,9,0.1172,1733
2,蘇生 救急,9,9,0.1172,1734
2,摘出 手術,9,9,0.1172,1735
2,倒れる 教員,9,9,0.1172,1736
2,小指 負傷,9,9,0.1172,1737
2,先端 切断,9,9,0.1172,1738
2,中指 先端,9,8,0.1041,1739
2,股間 蹴る,9,9,0.1172,1740
2,使用 心肺,9,9,0.1172,1741
2,倒れる AED,9,9,0.1172,1742
2,"入院 ,",9,9,0.1172,1743
2,手術 睾丸,9,9,0.1172,1744
2,宿泊 学習,8,8,0.1041,1745
2,逃げる 友人,8,8,0.1041,1746
2,走る 練習,8,7,0.0911,1747
2,呼び出す れる,8,8,0.1041,1748
2,後ろ 倒れる,8,8,0.1041,1749
2,しまう 地面,8,8,0.1041,1750
2,頭 強い,8,8,0.1041,1751
2,目 離す,8,8,0.1041,1752
2,づく 転倒,8,8,0.1041,1753
2,後ろ 下がる,8,8,0.1041,1754
2,強打 転倒,8,8,0.1041,1755
2,行く 教室,8,8,0.1041,1756
2,楽しみ 会,8,8,0.1041,1757
2,児 本,8,7,0.0911,1758
2,落ちる そう,8,8,0.1041,1759
2,隣 席,8,8,0.1041,1760
2,近く 公園,8,8,0.1041,1761
2,方向 走る,8,8,0.1041,1762
2,部員 蹴る,8,8,0.1041,1763
2,体育館 ボール,8,8,0.1041,1764
2,すべり台 遊ぶ,8,8,0.1041,1765
2,指 骨折,8,8,0.1041,1766
2,体重 かける,8,8,0.1041,1767
2,訴える 救急,8,8,0.1041,1768
2,降る 園,8,8,0.1041,1769
2,給食 指導,8,8,0.1041,1770
2,側溝 蓋,8,7,0.0911,1771
2,ボール 避ける,8,8,0.1041,1772
2,机 脚,8,7,0.0911,1773
2,滑る バランス,8,8,0.1041,1774
2,崩す 顔,8,8,0.1041,1775
2,こむ くる,8,8,0.1041,1776
2,駆ける 上がる,8,8,0.1041,1777
2,バッターボックス 立つ,8,8,0.1041,1778
2,試合 パス,8,8,0.1041,1779
2,練習 フライ,8,8,0.1041,1780
2,外野 ノック,8,8,0.1041,1781
2,フライ ボール,8,8,0.1041,1782
2,ノック イレギュラー,8,8,0.1041,1783
2,入る 相手,8,8,0.1041,1784
2,タックル 相手,8,8,0.1041,1785
2,前歯 欠ける,8,8,0.1041,1786
2,名前 呼ぶ,8,8,0.1041,1787
2,倒れる 顔,8,8,0.1041,1788
2,足 ひっかける,8,8,0.1041,1789
2,先端 部,8,7,0.0911,1790
2,歯牙 破る,8,8,0.1041,1791
2,顔面 落ちる,8,8,0.1041,1792
2,転倒 手首,8,8,0.1041,1793
2,顔面 道路,8,8,0.1041,1794
2,走る バランス,8,8,0.1041,1795
2,崩す 前のめり,8,8,0.1041,1796
2,蹴る 足,8,8,0.1041,1797
2,ショート 守備,8,8,0.1041,1798
2,練習 セカンド,8,8,0.1041,1799
2,前歯 ぶつかる,8,8,0.1041,1800
2,部 守備,8,8,0.1041,1801
2,柔道 試合,8,8,0.1041,1802
2,足元 滑る,8,8,0.1041,1803
2,競技 大会,8,8,0.1041,1804
2,顔 転倒,8,8,0.1041,1805
2,鉄棒 練習,8,8,0.1041,1806
2,ボール 使う,8,8,0.1041,1807
2,卒業 式,8,8,0.1041,1808
2,球 打つ,8,8,0.1041,1809
2,清掃 終了,8,8,0.1041,1810
2,つく 顔面,8,8,0.1041,1811
2,タイミング ずれる,8,8,0.1041,1812
2,れる 顔,8,8,0.1041,1813
2,部 鼻,8,8,0.1041,1814
2,ボール イレギュラーバウンド,8,8,0.1041,1815
2,守備 フライ,8,8,0.1041,1816
2,練習 ネット,8,8,0.1041,1817
2,ショート バウンド,8,8,0.1041,1818
2,歯 損傷,8,8,0.1041,1819
2,強い 打撲,8,8,0.1041,1820
2,床 口,8,8,0.1041,1821
2,廊下 追う,8,8,0.1041,1822
2,ぶつかる 顔面,8,8,0.1041,1823
2,特別 支援,8,8,0.1041,1824
2,支援 学級,8,8,0.1041,1825
2,終わる 教室,8,8,0.1041,1826
2,戻る 廊下,8,8,0.1041,1827
2,降りる くる,8,7,0.0911,1828
2,教室 遊ぶ,8,8,0.1041,1829
2,合う 友人,8,8,0.1041,1830
2,歯 脱臼,8,8,0.1041,1831
2,落下 しまう,8,8,0.1041,1832
2,突っ込む しまう,8,8,0.1041,1833
2,来る ボール,8,8,0.1041,1834
2,打球 イレギュラー,8,8,0.1041,1835
2,強い 接触,8,8,0.1041,1836
2,意識 消失,8,8,0.1041,1837
2,くる 自転車,8,8,0.1041,1838
2,両手 つく,8,8,0.1041,1839
2,校庭 ソフトボール,8,8,0.1041,1840
2,振る 抜く,8,8,0.1041,1841
2,降りる バランス,8,8,0.1041,1842
2,コート 内,8,8,0.1041,1843
2,手 すべる,8,8,0.1041,1844
2,練習 シャトル,8,8,0.1041,1845
2,折 歯,8,8,0.1041,1846
2,鼻 当たる,8,8,0.1041,1847
2,友達 ふざける,8,8,0.1041,1848
2,強打 意識,8,8,0.1041,1849
2,歯槽 骨,8,8,0.1041,1850
2,当たる 打球,8,8,0.1041,1851
2,ファースト 守る,8,8,0.1041,1852
2,顔面 打ち付ける,8,8,0.1041,1853
2,体育 持久走,8,8,0.1041,1854
2,口 出血,8,8,0.1041,1855
2,校外 学習,8,8,0.1041,1856
2,近づく くる,8,8,0.1041,1857
2,場 出る,8,8,0.1041,1858
2,折れる 歯,8,8,0.1041,1859
2,全員 リレー,8,8,0.1041,1860
2,練習 校庭,8,8,0.1041,1861
2,肘 強い,8,8,0.1041,1862
2,バドミントン 相手,8,8,0.1041,1863
2,ゴールキーパー ボール,8,8,0.1041,1864
2,ゴロ 捕る,8,8,0.1041,1865
2,ハンドボール 試合,8,8,0.1041,1866
2,れる 頭部,8,7,0.0911,1867
2,場 走る,8,8,0.1041,1868
2,両手 持つ,8,8,0.1041,1869
2,部 プール,8,8,0.1041,1870
2,ちょっかい 出す,8,8,0.1041,1871
2,体育 プール,8,8,0.1041,1872
2,ボール 取り合う,8,8,0.1041,1873
2,手 つける,8,8,0.1041,1874
2,クリア ボール,8,8,0.1041,1875
2,転倒 頭,8,8,0.1041,1876
2,サード 守備,8,8,0.1041,1877
2,自立 時間,8,8,0.1041,1878
2,ボール 止める,8,8,0.1041,1879
2,ボール 向かう,8,7,0.0911,1880
2,ラケット 振る,8,7,0.0911,1881
2,牽制 球,8,7,0.0911,1882
2,室 来る,8,8,0.1041,1883
2,時間 終了,8,8,0.1041,1884
2,練習 校舎,8,8,0.1041,1885
2,腕 つかむ,8,8,0.1041,1886
2,サッカー 相手,8,8,0.1041,1887
2,ボール 競り合う,8,8,0.1041,1888
2,走る 行く,8,8,0.1041,1889
2,スキー 場,8,7,0.0911,1890
2,投球 練習,8,8,0.1041,1891
2,椅子 いす,8,8,0.1041,1892
2,練習 おる,8,8,0.1041,1893
2,セーフティー マット,8,7,0.0911,1894
2,給食 当番,8,8,0.1041,1895
2,バスケットボール ゲーム,8,8,0.1041,1896
2,転倒 机,8,8,0.1041,1897
2,発 殴る,8,8,0.1041,1898
2,職場 体験,8,8,0.1041,1899
2,マット 落下,8,8,0.1041,1900
2,バッティング トス,8,8,0.1041,1901
2,ボール バット,8,8,0.1041,1902
2,切る 出血,8,8,0.1041,1903
2,急 倒れる,8,8,0.1041,1904
2,指 強い,8,8,0.1041,1905
2,帰る くる,8,8,0.1041,1906
2,ろ 走る,8,8,0.1041,1907
2,れる そう,8,8,0.1041,1908
2,周辺 当たる,8,8,0.1041,1909
2,スポーツ テスト,8,8,0.1041,1910
2,試合 三塁,8,8,0.1041,1911
2,床 後頭部,8,8,0.1041,1912
2,顔 部,8,7,0.0911,1913
2,人 友人,8,8,0.1041,1914
2,練習 転倒,8,8,0.1041,1915
2,顎 ぶつける,8,8,0.1041,1916
2,れる 打球,8,8,0.1041,1917
2,指導 者,8,6,0.0781,1918
2,試合 運動,8,8,0.1041,1919
2,時間 走る,8,8,0.1041,1920
2,顎 地面,8,8,0.1041,1921
2,鉄棒 遊ぶ,8,8,0.1041,1922
2,時間 校舎,8,8,0.1041,1923
2,剣道 場,8,8,0.1041,1924
2,練習 マシン,8,8,0.1041,1925
2,られる 救急,8,8,0.1041,1926
2,集団 宿泊,8,8,0.1041,1927
2,部 シュート,8,8,0.1041,1928
2,負傷 入院,8,8,0.1041,1929
2,ガラス ドア,8,7,0.0911,1930
2,角 顎,8,8,0.1041,1931
2,転倒 大腿,8,8,0.1041,1932
2,つく ガラス,8,8,0.1041,1933
2,㎝ 切る,8,7,0.0911,1934
2,終わる 友人,8,8,0.1041,1935
2,友人 話す,8,8,0.1041,1936
2,仰向け 倒れる,8,8,0.1041,1937
2,眼 まぶた,8,8,0.1041,1938
2,保育 遊戯,8,8,0.1041,1939
2,手 当たる,8,8,0.1041,1940
2,体育館 鬼ごっこ,8,8,0.1041,1941
2,委員 会,8,8,0.1041,1942
2,記録 会,8,8,0.1041,1943
2,コンクリート 角,8,8,0.1041,1944
2,開ける ガラス,8,8,0.1041,1945
2,出る 廊下,8,8,0.1041,1946
2,眼 切る,8,8,0.1041,1947
2,扉 ガラス,8,8,0.1041,1948
2,腕 部,8,8,0.1041,1949
2,友人 持つ,8,8,0.1041,1950
2,遊ぶ ボール,8,8,0.1041,1951
2,考える られる,8,8,0.1041,1952
2,振り向く ざま,8,8,0.1041,1953
2,木 登る,8,7,0.0911,1954
2,遊ぶ 近く,8,8,0.1041,1955
2,刺す れる,8,6,0.0781,1956
2,部 切,8,8,0.1041,1957
2,叩く れる,8,8,0.1041,1958
2,防御 ネット,8,8,0.1041,1959
2,しまう 右手,8,8,0.1041,1960
2,左手 負傷,8,8,0.1041,1961
2,元 戻す,8,8,0.1041,1962
2,上腕 骨,8,8,0.1041,1963
2,転倒 足首,8,8,0.1041,1964
2,ブランコ 乗る,8,8,0.1041,1965
2,病院 移送,8,8,0.1041,1966
2,ドア 閉まる,8,8,0.1041,1967
2,右目 直撃,8,8,0.1041,1968
2,終了 間際,8,8,0.1041,1969
2,足 出す,8,8,0.1041,1970
2,肘 床,8,8,0.1041,1971
2,当たる 眼鏡,8,8,0.1041,1972
2,友人 爪,8,8,0.1041,1973
2,ほお 部,8,8,0.1041,1974
2,部員 投げる,8,8,0.1041,1975
2,泣く 出す,8,8,0.1041,1976
2,肩 乗る,8,8,0.1041,1977
2,ほお 負傷,8,8,0.1041,1978
2,痛み 走る,8,8,0.1041,1979
2,つく 肘,8,8,0.1041,1980
2,切る 醜状,8,8,0.1041,1981
2,走る 走る,8,8,0.1041,1982
2,端 骨折,8,7,0.0911,1983
2,体調 不良,8,8,0.1041,1984
2,強打 眼,8,8,0.1041,1985
2,手術 膝,8,8,0.1041,1986
2,治療 頬,8,8,0.1041,1987
2,治療 後日,8,8,0.1041,1988
2,倒立 練習,8,8,0.1041,1989
2,後ろ 席,8,6,0.0781,1990
2,先 眼,8,8,0.1041,1991
2,ボール ぶつかる,8,8,0.1041,1992
2,ボール 左目,8,8,0.1041,1993
2,マシン 使用,8,8,0.1041,1994
2,三角 定規,8,5,0.0651,1995
2,ボール 足,8,8,0.1041,1996
2,眼 眼,8,8,0.1041,1997
2,仰向け 状態,8,8,0.1041,1998
2,乗る れる,8,8,0.1041,1999
2,眼球 当たる,8,8,0.1041,2000
2,網膜 振盪,8,8,0.1041,2001
2,性 視,8,8,0.1041,2002
2,視 神経症,8,8,0.1041,2003
2,治療 眼窩,8,8,0.1041,2004
2,脳 梗塞,8,8,0.1041,2005
2,症 診断,8,8,0.1041,2006
2,脊髄 損傷,8,8,0.1041,2007
2,背中 腰,8,8,0.1041,2008
2,腰 痛み,8,8,0.1041,2009
2,周 ｍ,8,8,0.1041,2010
2,抱く かかえる,8,8,0.1041,2011
2,着地 マット,8,7,0.0911,2012
2,机 倒れる,8,7,0.0911,2013
2,結果 ショック,8,8,0.1041,2014
2,不要 救急,8,8,0.1041,2015
2,れる 高次,8,8,0.1041,2016
2,要請 胸骨,8,8,0.1041,2017
2,指 挟まる,8,8,0.1041,2018
2,ボール 指,8,8,0.1041,2019
2,小指 関節,8,8,0.1041,2020
2,股間 強打,8,8,0.1041,2021
2,足 股間,8,8,0.1041,2022
2,", 除",8,8,0.1041,2023
2,回 救急,8,8,0.1041,2024
2,体育館 向かう,7,7,0.0911,2025
2,サッカー 蹴る,7,7,0.0911,2026
2,部 部員,7,7,0.0911,2027
2,返球 れる,7,6,0.0781,2028
2,ベンチ 座る,7,7,0.0911,2029
2,ボール 耳,7,7,0.0911,2030
2,背中 落ちる,7,7,0.0911,2031
2,騎馬 戦,7,7,0.0911,2032
2,試合 投手,7,7,0.0911,2033
2,隣 座る,7,7,0.0911,2034
2,畳 落ちる,7,7,0.0911,2035
2,ｍ 高い,7,7,0.0911,2036
2,走る 途中,7,7,0.0911,2037
2,頭部 ぶつかる,7,7,0.0911,2038
2,走る 戻る,7,7,0.0911,2039
2,試合 他校,7,7,0.0911,2040
2,力 入れる,7,7,0.0911,2041
2,頭部 地面,7,7,0.0911,2042
2,しまう 頭,7,7,0.0911,2043
2,勢い つける,7,7,0.0911,2044
2,壁 間,7,7,0.0911,2045
2,くる 頭,7,7,0.0911,2046
2,くる 球,7,7,0.0911,2047
2,手 伸ばす,7,7,0.0911,2048
2,倒れる 地面,7,7,0.0911,2049
2,送球 れる,7,7,0.0911,2050
2,公式 試合,7,7,0.0911,2051
2,テニス ボール,7,7,0.0911,2052
2,走る 遊ぶ,7,7,0.0911,2053
2,転がる くる,7,7,0.0911,2054
2,挟まる しまう,7,7,0.0911,2055
2,捻る 負傷,7,7,0.0911,2056
2,庭 出る,7,7,0.0911,2057
2,人 ふざける,7,6,0.0781,2058
2,あたり 負傷,7,7,0.0911,2059
2,挟まる 負傷,7,7,0.0911,2060
2,打ちつける しまう,7,7,0.0911,2061
2,扉 開ける,7,7,0.0911,2062
2,他校 合同,7,7,0.0911,2063
2,体勢 崩れる,7,7,0.0911,2064
2,階段 付近,7,7,0.0911,2065
2,付近 遊ぶ,7,7,0.0911,2066
2,チーム 肘,7,7,0.0911,2067
2,バッティングマシーン ボール,7,7,0.0911,2068
2,話 聞く,7,7,0.0911,2069
2,倒れる 顎,7,7,0.0911,2070
2,相手 顔,7,7,0.0911,2071
2,スライディング くる,7,6,0.0781,2072
2,プール 清掃,7,6,0.0781,2073
2,朝 登校,7,7,0.0911,2074
2,口 打つ,7,7,0.0911,2075
2,放す しまう,7,7,0.0911,2076
2,付近 強打,7,7,0.0911,2077
2,歯 折,7,7,0.0911,2078
2,足 顔面,7,7,0.0911,2079
2,頭 前歯,7,7,0.0911,2080
2,落ちる 前歯,7,7,0.0911,2081
2,階段 駆ける,7,7,0.0911,2082
2,友人 膝,7,7,0.0911,2083
2,一緒 下校,7,7,0.0911,2084
2,合唱 練習,7,7,0.0911,2085
2,肘 顔,7,7,0.0911,2086
2,相手 ゴールキーパー,7,7,0.0911,2087
2,肘 顔面,7,7,0.0911,2088
2,切れる 歯,7,7,0.0911,2089
2,切れる 前歯,7,7,0.0911,2090
2,ボール それる,7,7,0.0911,2091
2,練習 キャッチボール,7,7,0.0911,2092
2,唇 裂傷,7,7,0.0911,2093
2,選手 頭部,7,7,0.0911,2094
2,出血 前歯,7,7,0.0911,2095
2,下校 校門,7,7,0.0911,2096
2,友人 自転車,7,7,0.0911,2097
2,かかる 状態,7,7,0.0911,2098
2,口元 強打,7,7,0.0911,2099
2,練習 順番,7,7,0.0911,2100
2,ソフトボール キャッチャー,7,7,0.0911,2101
2,人 脚,7,7,0.0911,2102
2,試合 終わる,7,7,0.0911,2103
2,試合 ゴール,7,7,0.0911,2104
2,教室 床,7,7,0.0911,2105
2,歯 部,7,7,0.0911,2106
2,友人 背中,7,7,0.0911,2107
2,れる 前のめり,7,7,0.0911,2108
2,友人 接触,7,7,0.0911,2109
2,歯 冠,7,6,0.0781,2110
2,保健 体育,7,7,0.0911,2111
2,試合 ヘディング,7,7,0.0911,2112
2,イレギュラーバウンド 口,7,7,0.0911,2113
2,試合 守備,7,7,0.0911,2114
2,頭 歯,7,7,0.0911,2115
2,状態 相手,7,7,0.0911,2116
2,組 手,7,7,0.0911,2117
2,本 脱臼,7,7,0.0911,2118
2,誤る 転倒,7,7,0.0911,2119
2,鉄棒 強打,7,7,0.0911,2120
2,口 ぶつかる,7,7,0.0911,2121
2,滑る やすい,7,7,0.0911,2122
2,崩す 左腕,7,7,0.0911,2123
2,バット 口元,7,7,0.0911,2124
2,せる バランス,7,7,0.0911,2125
2,校庭 鉄棒,7,7,0.0911,2126
2,たたく れる,7,7,0.0911,2127
2,顎 口,7,7,0.0911,2128
2,頭 当たる,7,7,0.0911,2129
2,ごと 倒れる,7,7,0.0911,2130
2,登校 友人,7,7,0.0911,2131
2,転ぶ 顔面,7,7,0.0911,2132
2,刺さる 負傷,7,7,0.0911,2133
2,顔面 相手,7,7,0.0911,2134
2,ボール 歯,7,7,0.0911,2135
2,唇 負傷,7,7,0.0911,2136
2,試合 ノック,7,7,0.0911,2137
2,当たる 歯牙,7,7,0.0911,2138
2,練習 ディフェンス,7,7,0.0911,2139
2,折る しまう,7,7,0.0911,2140
2,角 曲がる,7,7,0.0911,2141
2,移動 廊下,7,7,0.0911,2142
2,口元 負傷,7,7,0.0911,2143
2,教室 ふざける,7,7,0.0911,2144
2,傘 立て,7,5,0.0651,2145
2,歩く 足,7,7,0.0911,2146
2,ラケット 前歯,7,7,0.0911,2147
2,横 通る,7,7,0.0911,2148
2,足 引っかける,7,7,0.0911,2149
2,れる 前歯,7,7,0.0911,2150
2,キャッチャー バッター,7,7,0.0911,2151
2,部 裂傷,7,7,0.0911,2152
2,切る 前歯,7,7,0.0911,2153
2,練習 ゴールキーパー,7,7,0.0911,2154
2,イレギュラー 顔面,7,7,0.0911,2155
2,車 避ける,7,7,0.0911,2156
2,前輪 絡まる,7,7,0.0911,2157
2,自転車 走る,7,7,0.0911,2158
2,来る 自転車,7,7,0.0911,2159
2,地面 濡れる,7,7,0.0911,2160
2,ソフトボール ゲーム,7,7,0.0911,2161
2,多量 出血,7,7,0.0911,2162
2,ぶつかる 倒れる,7,7,0.0911,2163
2,シャトル 投げる,7,6,0.0781,2164
2,遊ぶ 教室,7,7,0.0911,2165
2,落下 地面,7,7,0.0911,2166
2,ぶつかる ぶつかる,7,7,0.0911,2167
2,唇 歯,7,7,0.0911,2168
2,転ぶ そう,7,7,0.0911,2169
2,部 口,7,7,0.0911,2170
2,練習 ゴール,7,7,0.0911,2171
2,しまう ボール,7,7,0.0911,2172
2,球 練習,7,7,0.0911,2173
2,くる 顔,7,7,0.0911,2174
2,られる 相手,7,7,0.0911,2175
2,バック 転,7,6,0.0781,2176
2,出血 見る,7,7,0.0911,2177
2,状態 転倒,7,7,0.0911,2178
2,室 移動,7,7,0.0911,2179
2,男子 トイレ,7,6,0.0781,2180
2,床 滑る,7,7,0.0911,2181
2,ゴルフ クラブ,7,7,0.0911,2182
2,体育館 ステージ,7,7,0.0911,2183
2,走る ボール,7,7,0.0911,2184
2,ハンドボール ゴール,7,7,0.0911,2185
2,鉄棒 ぶら下がる,7,7,0.0911,2186
2,転落 顔面,7,7,0.0911,2187
2,ぶつかる 勢い,7,7,0.0911,2188
2,部 蹴る,7,7,0.0911,2189
2,サード 守る,7,7,0.0911,2190
2,ボール 口元,7,7,0.0911,2191
2,下り坂 カーブ,7,7,0.0911,2192
2,歩行 者,7,7,0.0911,2193
2,倒れる 頭,7,7,0.0911,2194
2,ふざける 遊ぶ,7,7,0.0911,2195
2,向かう 歩く,7,7,0.0911,2196
2,れる 意識,7,7,0.0911,2197
2,下校 坂道,7,7,0.0911,2198
2,斜め 後方,7,7,0.0911,2199
2,等 負傷,7,7,0.0911,2200
2,部 接触,7,6,0.0781,2201
2,戦 試合,7,7,0.0911,2202
2,前方 投げ出す,7,7,0.0911,2203
2,外傷 負う,7,7,0.0911,2204
2,首 腕,7,7,0.0911,2205
2,れる 前方,7,7,0.0911,2206
2,じゃれる 合う,7,7,0.0911,2207
2,ボール トス,7,6,0.0781,2208
2,部 開始,7,7,0.0911,2209
2,部 時間,7,7,0.0911,2210
2,つまずく 前方,7,7,0.0911,2211
2,サッカー 大会,7,7,0.0911,2212
2,くる 接触,7,7,0.0911,2213
2,掃除 時間,7,7,0.0911,2214
2,練習 キャッチャー,7,7,0.0911,2215
2,発作 起こす,7,7,0.0911,2216
2,意識 朦朧,7,7,0.0911,2217
2,放課後 野球,7,7,0.0911,2218
2,場 外野,7,7,0.0911,2219
2,場 打撃,7,7,0.0911,2220
2,来る 室,7,7,0.0911,2221
2,自転車 置き場,7,7,0.0911,2222
2,昼 休憩,7,7,0.0911,2223
2,登校 教室,7,7,0.0911,2224
2,選手 足,7,7,0.0911,2225
2,部分 顔面,7,7,0.0911,2226
2,試合 ショート,7,7,0.0911,2227
2,練習 ｍ,7,7,0.0911,2228
